Modules,words,mean_cn,sentence,sentence_tra
Module6,insect,n. 昆虫,I think beetles are the prettiest insects.,我觉得甲虫是最美的昆虫。
Module5,declare,vi. 声明;  表态;  vt. 表明;  宣布;  强调;  显示;  ,I now declare this meeting open.,我现在宣布会议开始。
Module5,champion,"n. 冠军, 得胜者;  adj. 夺得第一名的, 优胜的;  ",Mr. Bug won the poop-rolling game! Congratulations to the champion!,虫虫先生赢得了滚屎大赛！恭喜冠军得主！
Module5,rugby,n. 英式橄榄球；拉格比（英格兰中部的城市）,Rugby is the national sport of New Zealand.,英式橄榄球在新西兰是一项国民运动。
Module5,symbol,n.象征；符号；记号；标志,These symbols represent all the different things our software can do.,这些图标代表了我们的软件能做的所有不同的功能。
Module5,stadium,n. (露天)运动场;  ,The crowd is waiting for the game to start in the stadium. ,大家都在体育场内等待比赛开始。
Module5,tracksuit,n.运动服,They dressed in tracksuits and exercised together.,他们穿着运动服一起做了运动。
Module5,ministry,n.(政府的)部，牧师的职务，（集合词）牧师,Working for a government ministry is a good job to have.,为政府部门工作是一份好的职业。
Module5,athletics,n.运动，体育,Run a marathon?I\u2019ll just watch. I\u2019ve never been good at athletics.,跑马拉松？我还是看看就行了。我从来不擅长运动。
Module5,competitor,n.竞争者,"You guys are tough competitors, but I bet I 'll win.",虽然你们是实力很强的对手，但是我敢打赌最后赢的一定是我！
Module5,retirement,n. 退休;  退隐;  退隐处;  ,Some people look forward to retirement but I'm afraid it will be boring.,有些人期待着退休，但我觉得那会很无聊。
Module5,guarantee,n.保证，保证书v.保证，担保,We give you a 100% guarantee that the product will be safe.,我敢打百分之百的包票，货物一定会安全的。
Module5,retire,v.退休；退役；就寝,I'm not sure what I will do after I retire.,我还不清楚退休之后要干什么。
Module5,marathon,,The marathon will take about 3 hours to run.,这场马拉松要花三个小时来跑。
Module5,bat,n.蝙蝠；球棒，球拍,I am really afraid of bats. ,我真的很害怕蝙蝠。
Module5,purchase,v. 购买；努力取得n. 购买,"I would like to purchase this shirt, please. ",我要买这件衣服，谢谢。
Module5,perform,v. 执行；履行，表演,The singer has to perform every night. ,歌手不得不每晚演出。
Module5,gymnast,n.体操运动员,Gymnasts use their body weight very skillfully.,体操运动员能非常巧妙地控制体重。
Module5,brand,,These companies all have very well-known brands.,这些公司都有非常知名的品牌。
Module5,victory,n. 胜利;  成功;  ,Chinese men's basketball team cheered for victory.,中国男篮为胜利欢呼！
Module5,net,,"I tried to stop the ball, but it went past me and into the net.",我试图去拦住球，但它还是从我身旁擦过进了球网。
Module5,specific,adj.具体的，明确的；特写的；特殊的,I want that specific peach--the one right there!,我要那个桃子，就是那个！
Module5,on the increase,正在增加,Job opportunities are on the increase.,工作机会正在不断增多。
Module5,advantage,n.优势，利益，有利条件,I'm looking for anything that can give me an advantage in the race.,我在找所有有利于我赢得比赛的东西！
Module5,ultimate,adj.最后的，最终的 ,The sun is the ultimate source of energy.,太阳是能量的终极来源。
Module5,track,,I run down the track as fast as I can.,我沿着跑道尽我最快速度跑。
Module5,dramatically,adv.戏剧性地；引人注目地,The Chinese economy has grown dramatically in the last thirty years.,在过去的三十年，中国的经济有着引人注目的增长。
Module5,slogan,n.标语，口号，广告语,"The company had a ""SMARTER"" slogan it liked to use.",这家公司有一个他们爱用的口号叫“机灵点儿”。
Module5,ring,,"If you love her, you should put a ring on her finger.",如果你爱她，你应该为她戴上戒指。
Module5,sportswear,n.运动服装；休闲服装,"They wear sportswear to watch sports, but they don't actually play them.",他们穿着运动服看比赛，但他们其实不会那些运动。
Module5,final,,"""Checkmate!"" he said as he made his final chess move.","""将军!""他在移动最后一个棋子时说。"
Module5,background,n.背景；后台；经历v. 作…的背景,The letters were hard to read against the colored background.,很难看清在五颜六色背景上的字母。
Module5,logo,"n. 标识, 徽标, 图标;  标识语;",This is what I think of whenever I see Papsi's new logo.,每当我看到百事的新商标就会想到这样的画面。
Module5,trainer,n. 助理教练；训练员；驯马师；飞行练习器；运动鞋,My personal trainer makes sure that I exercise correctly.,我的私人教练确保我正确地锻炼。
Module5,pitch,n.投掷；树脂；球场v.投掷；沥青覆盖；扎营,The girl pitches the softball.,这个女生（负责）投掷垒球。
Module5,borough,n.区；自治的市镇,The map shows the five boroughs that make up the city of New York.,这张地图展示了纽约市的五个区。
Module5,designer,"n. 设计者, 设计师;  adj. 由设计师专门设计的;  标明设计师姓名的;  赶时髦的, 流行的;  ",When we wanted to create a logo for the company we hired a graphic designer.,当我们想为公司创建一个标志的时候，我们请了一名图形设计师。
Module5,protest,v.抗议，反对n. 声明反对,The students all came out to protest the increasing price of school.,学生们都出来抗议学费的上涨了。
Module5,score,n. 抓痕;  分数;  vi. 刻痕;  得分;  vt. 在…上刻痕;  ,The score is 30 to 40.,得分是30：40。
Module5,club,n.俱乐部，夜总会，球棒,Belonging to a health club helps me make friends and keep fit.,参加健身俱乐部帮助我结交朋友并保持健康。
Module5,quality,n. 特性;  品性;  质量;  adj. 优质的;  ,I'm astonished by the quality of my pants! ,我被我裤子的质量震惊了！
Module4,dress up,phr. 盛装; 打扮; 装饰,I love dressing up as a panda.,我喜欢打扮成熊猫。
Module4,whistle,n.口哨 v.吹口哨 ;呼啸,The referee blew his whistle to end the basketball game.,裁判员吹响口哨来结束这场篮球赛。
Module4,multicultural,adj. 多种文化的，融合或具有多种文化的,People of all backgrounds are welcome in our multicultural society.,我们的多文化社会欢迎拥有各种背景的人。
Module4,trade,,"International trade between China and the West is huge, and it grows larger every year.",中国与西方之间的国际贸易是巨大的并且与日俱增。
Module4,tasty,n. 可口的东西;  adj. 好吃的;  极好的;  迷人的;  ,"""Mmm, this pizza is tasty!""",“这个比萨太好吃了！”
Module4,empire,n.帝国，（由个人或集团控制的）大企业,This was built during the Roman empire.,这是在罗马帝国时期修建的。
Module4,pretend,v.假装，装扮,I took a picture of her pretending to drive the car.,我拍了一张她假装开车的照片。
Module4,master,n.帮主，主人，大师；硕士adj.精通的，主要的v.掌握，精通,It takes decades of training to become a kung fu master.,需要花费几十年的训练才能成为功夫高手。
Module4,unite,v.联合，团结，统一，合并,Let's unite as one to defeat our common enemy.,让我们齐心协力，击败共同的敌人。
Module4,pea,n.豌豆,"""Would you like to have peas for dinner"" ""Oh no, again?!""",“晚饭想吃豌豆吗？” “天啊！又吃？！”
Module4,consist of,phr. 由...组成,"A balanced breakfast consists of fruit, grains, and milk.",平衡早餐由水果、谷物和牛奶构成。
Module4,transport,n. 运输; 运输工具;  vt. 运输; 输送; 使狂喜; 流放;  , The goose is transporting a duck to cross over the river.,这只鹅正驮着一只鸭子过河。
Module4,celebration,n.庆典，庆祝会；庆祝；颂扬,"Our boss gave us all a raise, so we decided to have a celebration.",我们的老板给我们所有人加薪了，所以我们决定开个庆祝会。
Module4,import,v.输入，进口n.输入，进口,We import goods from China because they're cheap.,因为价格便宜，我们都从中国进口商品。
Module4,hide,v.把…藏起来；隐瞒,"The playful children tried to hide in the garden, but I could still see them.",这些贪玩的小孩想躲在花园里，但我还是发现了他们。
Module4,sausage,"n. 香肠, 腊肠;  德国佬;  ","I could eat sausage for breakfast, lunch, or dinner.",我早、中、晚餐都可以吃香肠。
Module4,plantation,n. 农场;  种植园;  栽植;  ,"On our plantation, we grow carrots and potatoes.",在我们的种植园里，我们栽种胡萝卜和土豆。
Module4,costume,n.服装，剧装,The actors are in costume for the show.,演员们已经为表演穿好了剧服。
Module4,mark,v. 做记号于； 标明n. 分数； 污点； 记号,I'm going to mark our meeting on the calendar. ,我打算在日历上把我们的会议标记出来。
Module4,garlic,n.大蒜,Garlic adds flavor to many home cooked meals.,大蒜给很多家常菜增加了味道。
Module4,come to an end,完结,What will it look like when human life comes to an end?,人类灭绝后的世界会是怎么样的？
Module4,magnificent,adj. 宏伟的，壮丽的，华丽的,The peacock's feathers look magnificent!,孔雀的羽毛看起来非常华丽。
Module4,Christian,,Christians believe in Jesus.,基督教徒信仰耶稣。
Module4,council,n.议会；理事会；委员会,All the members of the council were given equal importance.,理事会所有成员都同等重要。
Module4,pork,n. 猪肉;  ,I can't wait to cook this delicious pork for dinner.,我迫不及待地想把这块美味的猪肉做成晚餐。
Module4,bean,n. 豆子,Coffee is made from coffee beans.,咖啡由咖啡豆制成。
Module4,relaxing,adj. 令人轻松的,I had a relaxing massage and spa treatment.,我享受了按摩和温泉治疗。
Module4,abolish,"vt. 彻底废除, 取消;  完全破坏;  ",This president abolished slavery in America.,这位总统废除了美国奴隶制。
Module4,landowner,n. 地主，土地所有者,This whole forest belongs to a single landowner!,这整片森林都属于同一个地主。
Module4,book,n.书，书籍 v.预订；预约,Even on holiday I can't stop reading this exciting book!,即使在假期我也忍不住读这本激动人心的书！
Module4,extend,v. 延伸，延长，扩展,She extended her arms and let out a long sigh.,她伸展手臂，长出了一口气。 
Module4,elegant,adj. 雅致的,The woman's appearance is so elegant; I wish I could dress like her.,这个女人的穿着很优雅，我希望我能像她那样打扮。
Module4,ingredient,n.(混合物的)组成部分，(烹调的)原料，(构成)要素，因素,This kind of chocolate is made from many ingredients.,这种巧克力是由很多种原料制成的。
Module4,ghost,n.鬼魂,"There are ghosts in movies and stories, but I don't think they are real.",电影和小说里都有幽灵鬼魂，但现实生活中，我不相信有鬼魂。
Module4,era,n.时代，年代；纪元,Taste in clothes changes with every era.,每个时代对于衣服的品味都在改变。
Module4,flour,n.面粉，粉，粉状物质,I'm rolling this flour to make bread.,我正在揉面来做面包。
Module4,confusion,n.困惑，混淆；混乱,He is in a state of confusion.,他正处于一个混乱的状态。
Module4,carnival,n.狂欢节,We had a great time playing games at the carnival last night. ,我们昨晚上在狂欢节玩游戏很开心。
Module4,onion,n.洋葱，洋葱头,I can really taste the onions in the soup. ,我能尝出汤里的洋葱味。
Module4,magic,,Pulling a rabbit out of a hat is the most classic magic trick.,从帽子里拉出一只兔子是最经典的魔术戏法。
Module4,wander,v.漫游；蜿蜒；迷路；离题n.游荡； 闲逛； 失散,They wander slowly along the mountain path.,他们在山路上漫步。
Module4,memory,n.记忆；回忆；存储,My memory of Paris is more beautiful than the photos.,我对巴黎的记忆比照片美多了。
Module4,firearm,n.火器；枪炮,The man holds and aims his firearm.,这个男子手持武器并且瞄准了。
Module4,freedom,n.自由，自主,We have the freedom to do whatever we want with our lives.,我们有自由去做任何我们想做的事情。
Module4,calendar,n. 日历；时间表；历法,"The month is over, so it's time to flip to the next month on the calendar.",这个月结束了，是时候翻到日历的下一个月了。
Module4,revive,v.恢复；(使)复苏；再兴起；再流行,"I tried to revive her, but she still wouldn't start breathing.",我试图使她复苏，但是她始终没有呼吸。
Module4,parade,n.游行，检阅v.(使)列队行进，游行,People in the parade put on many strange costumes.,游行队列中的人们穿着奇装异服。
Module4,dove,n.鸽子,The dove is an international symbol of peace.,鸽子在全世界都代表和平。
Module4,herb,n. 草本植物;  药草;  ,The farmer takes a good care of the herb.,农民伯伯悉心照料那株草药。
Module3,pilot,"n. 领航员;  飞行员;  adj. 导向的;  试验性的;  vt. 给…领航, 驾驶;  试验;  ",The airline pilot flies planes for a living.,航空公司的飞行员通过驾驶飞机来谋生。
Module3,shelter,n.隐蔽住，躲避处(常用来指住处)；庇护v.遮蔽，掩护，庇护,They build shelters from ice to keep themselves warm.,他们用冰建造躲避处来抵御严寒。
Module3,fantasy,"n. 幻想;  幻想作品;  vi. 奏幻想曲;  vt. 想像, 幻想;  ",My greatest fantasy is to be showered in money.,我最大的幻想就是沐浴在钞票里。
Module3,trunk,n.树干；象鼻；(人)躯干；大衣箱；主体,The elephant raised his trunk in a salute.,大象举起鼻子表示敬礼。
Module3,disturb,v.打扰；妨碍；使烦恼,His snoring really disturbs me at night!,在晚上他的呼噜声真的很打扰我！
Module3,pour,v.注入，倒入；下（雨）,I'll pour a glass of wine for you.,我会为你倒一杯红酒。
Module3,outline,v. 描绘，画出...的轮廓n. 外形，轮廓；大纲，概要,This outline of my invention should give you some idea of what I want.,这张关于我的发明的外形图应该会让你知道我想要什么。
Module3,companion,"n. 同伴, 志同道合的人;  vt. 陪伴, 陪同;  ","In my English textbook, they are great studying companions.",在我的英语教材里，他们（李雷和韩梅梅）是极好的学习伙伴。
Module3,establish,vt. 建立;  确立;  使安全; 使成为,The People's Republic of China was established in 1949.,中华民族共和国成立于1949年。
Module3,crawl,v.爬，匍匐前进 ,The baby crawls forward on his arms and legs.,小婴儿手脚并用地爬行向前。
Module3,resemble,v. 相像; 相似; 类似;,My dog resembles a brown mop.,我的狗像一根棕色的拖把。
Module3,terrified,adj. 恐惧的;,The green bell peppers were terrified of being eaten.,青椒害怕极了，怕被吃掉。
Module3,paddle,,I paddle my boat down the river.,我划着我的小船沿河而下。
Module3,play a trick on sb.,捉弄某人，对某人恶作剧,She played a trick on him that made him wet his pants.,她玩了一个恶作剧，把他吓尿了。
Module3,have connection with,与……有联系/有关联,She and her pet dog have a strong connection with each other.,她和她的宠物狗之间有很强的情感联系。
Module3,be/feel in the mood (for sth. / to do sth.),有意（做某事）；有（做某事的）心情,Are you in the mood to eat for dinner?,你有心情吃晚饭吗？
Module3,create,v.创造，引起，产生,I created the painting all by myself.,我全靠自己创作了这幅画。
Module3,account,"n.  原因, 估价, 利益, 账户, 算账;  vi.  报账, 做出说明(或解释), 为…负责, 受罚;  vt:  认为, 考虑;  ",The bill was paid from my account.,我用我的账户支付了账单。
Module3,tie,"n. 领带;  关系;  束缚;  vi. 系;  打结;  打成平局;  vt. 系;  打, 打结;  ",I just learned how to tie a necktie around my neck.,我刚刚学会系领带。
Module3,fright,n.恐怖,Why are you dressed like that?! You gave me a fright!,为什么你要穿成这样？吓死我了！
Module3,warn,v.警告，告诫,The vague sign warned us of some kind of trouble ahead.,含糊的标志警告我们前面有某种麻烦。
Module3,penny,n.便士；美分,I was so poor at that time; I didn't have a penny to my name.,那时我很穷，我名下没有一分钱。
Module3,review,n./v.检查；复习；评论,"The customer reviewed my performance, and found it excellent.",客人评价了我的表现，给我打了一个“满意”。
Module3,biography,n. [总称] 传记文学;  [复数]传记;  vt. 为…写传记;  ,I am in the middle of writing a biography about a famous person's life.,我正在写一个名人的传记。
Module3,romantic,adj.浪漫的，传奇式的，不切实际的，好幻想的,He planned a very romantic trip for our honeymoon.,他为我们的蜜月计划了一场非常浪漫的旅行。
Module3,set off,v.出发,The pirates set off from the island.,这些海盗从小岛出发了。
Module3,vivid,adj. 鲜明的;  活泼的;  生动的;  清晰的;  ,The colors in this painting are so incredibly vivid.,这幅画的色彩出奇地生动。
Module3,murderer,n.杀人犯，凶手,The murderer always wore a suit for his murders.,这个凶手总是穿着正装行凶。
Module3,solve,v.解答，解释，解决,I will solve this math problem in a minute.,我马上就能解出这道数学题。
Module3,raft,n.木筏；救生艇,We like to take the raft out for a relaxing day in the lake.,我们会在湖里划木筏来度过轻松的一天。
Module3,panic,n.恐慌; 惊慌; 慌乱v.(使)恐慌; 使...惊慌失措,After she fell she reached for her shoes in a panic.,跌倒之后她慌张地捡起了鞋子。
Module3,rope,n.绳，索v.用绳捆(或扎等),How thick a rope do we need?,我们需要多粗的绳子？
Module3,exception,n.例外，除外 ,Mostly. white hens lay white eggs (with the occasional exception.),一般来说，白色的鸡生白色的蛋（偶尔也有例外）。
Module3,run away,逃跑，失控,The thief was clever enough to steal the money and run away before the police arrived.,贼很狡猾地偷了钱又在警察赶到之前溜掉。
Module3,beard,n.(下巴上的)胡须,Santa is famous for his big white beard.,圣诞老人因他的白色大胡子而出名。
Module3,force,n. 力量;  武力;  势力;  vi. 凭借武力前进;  vt. 强迫;  推动;  ,"If you can't control him mentally, sometimes you have to use force.",如果从精神上不能控制他，那么有时候你必须使用武力。
Module3,determined,adj.坚决的；决定了的,They were both determined to win the race.,他们都决心赢得比赛。
Module3,make up,phr. 组成; 补足; 化妆; 编造;,The red slice makes up about a quarter of the whole.,这红色的部分占整体的1/4。
Module3,curious,adj. 好奇的;  好管闲事的;  古怪的;  ,The kitten is curious about that cactus. ,小猫对那盆仙人掌很好奇。
Module3,fiction,n. 虚构；小说,I like science fiction movies with space ships.,我喜欢有太空飞船的虚构科幻片。
Module3,detective,n.侦探，私人侦探,A detective must know how to see through people's lies.,侦探必须知道如何看穿人们的谎言。
Module3,lie,v.躺，位于；说谎，欺骗 n.谎话，假象,She likes to lie down next to her baby brother.,她喜欢躺在她弟弟旁边。
Module3,comedy,n. 喜剧;  ,She was amused by comedy and laughed like a idiot.   ,她被喜剧逗得像傻X一样地笑。
Module3,set in,phr. 开始；到来；生效；流行；设置（戏剧、小说等的）背景；上涨； 插入；,We'll have to wait until the drugs set in and she falls asleep.,我们得等到药力生效她睡着为止。
Module3,shallow,vi. 变浅;  vt. 使变浅;adj. 浅的;  肤浅的;  ,This kind of fish only lives in shallow water.,这种鱼只能在浅水中存活。
Module3,adolescent,n.青少年 ，少女 adj.青春期的，青少年的,I hate arguing with my adolescent daughter.,我讨厌和处在青春期的女儿争论。
Module2,qualified,adj.有资格的,"Of course I'm qualified for the job--I've got a college degree, haven't I?",我当然能胜任这份工作，因为我有大学文凭，不是吗？
Module2,bend,,"First bend to the right, then bend to the left.",先向右弯曲，再向左弯曲。
Module2,traditional,adj. 传统的,Many modern Chinese have traditional statues at home.,许多现代中国人的家里都有传统雕塑。
Module2,contract,n.合同，契约v.订合同，收缩，缩减,We signed the contract and I bought the house.,我们签了合同后，我就买下了这栋房子。
Module2,analyst,n. 分析员;  ,We hired a new stock analyst today.,今天我们聘用了一位新的股票分析员。
Module2,double,,"Twins are double the trouble, but double the fun!",双胞胎会制造双倍麻烦，但是也会带来双倍乐趣！
Module2,agent,n. 代理商，代理人，政府特工,The real estate agent helped us buy our house. ,房产经纪人帮助我们选购房子。
Module2,satisfying,adj.令人满意的；令人满足的,They sat down and enjoyed a satisfying dinner.,他们坐了下来吃了一顿美餐。
Module2,profound,n. 海; 深海;adj. 深度的; 深切的; 深远的; 知识渊博的; 见解深刻的; 深奥的;  ,This book contains a very profound discussion of religion.,这本书对宗教问题进行了深刻的讨论。
Module2,apply,v. 涂，敷；应用；申请,"Now, I'll apply some cream to your face.",现在，我会涂一些面膜在你脸上。
Module2,chef,n. 主厨;  厨师;  ,"""Bon Appetit,"" said the chef as he presented his most prized dish.",“愿你好胃口！”当主厨呈上他的拿手菜时说。
Module2,demand,,We demand that you change your policy! ,我们要求你改变政策！
Module2,stressful,adj.产生压力的；使紧迫的,Studying for exams is the most stressful time for students.,对学生来说，考前突击是压力最大的时期。
Module2,deduction,n.扣除，减除；推论；减除额,I received a deduction from my score for every mistake.,我每犯一个错都会被扣分。
Module2,renewable,n.再生性能源adj.可再生的；可更新的；可继续的,Solar power is becoming a popular form of renewable energy.,太阳能已成为一种受欢迎的可再生能源形式。
Module2,barber,n. 理发员;  vi. 给人理发;  vt. 修剪;  剪短;  ,I asked my barber to give me a new style this time.,这一次我让我的理发师给我理一个新发型。
Module2,model,n. 模型，模特v. 模仿,Architects use models to help them see how the finished project will look.,建筑师用模型来预见完工后工程的模样。
Module2,miner,n.矿工,The miner found  lump of solid gold in the mine.,矿工在矿上发现一块纯金。
Module2,staff,n.职员；参谋；棍；（乐）五线谱,You can ask any of our staff for help.,你可以向我们的任何职员请求帮助。
Module2,biochemist,n.生物化学家,The biochemist performs experiments in the lab.,生物化学家在实验室做实验。
Module2,in particular,尤其；特别,I like eating fruit - bananas in particular.,我喜欢吃水果——尤其是香蕉。
Module2,encounter,v.邂逅，遭遇，偶遇 n.遭遇，冲突,The cats first encountered each other in the yard.,这些猫第一次在院子里遭遇。
Module2,take...for granted,以为……理所当然,"He took her love for granted, so she went and found a new boyfriend.",他不珍惜她的爱，所以她另找了一个男友。
Module2,intellectual,n. 知识分子;  adj. 智力的;  理智的;  需用智力的;  理解力强的;  ,Newton's intellectual mind had been inspired by an apple. ,一颗苹果激发了牛顿的聪明才智。
Module2,direct,"vi. 指导;  引路, 当向导;  导演;  领唱;  adj. 笔直的;  直接的;  率直的;  vt. 指导, 引导;  管理;  导演;  adv. 直接地, 径直地;  ",The direct flight is more time-saving than transit flight. ,直达航班比中转航班更省时。
Module2,volunteer,n. 志愿者;  志愿兵;  义务工作者;  vi. 自愿;  adj. 志愿的;  义务的;  自愿者的;  vt. 自愿做…;  自愿献出;  ,"""Will anybody volunteer to clean the park up?"" ""I'll do it!""",“有没有人自愿打扫公园？”“我愿意。”
Module2,signal,n. 信号v. 发信号；标志,"When the traffic signal turns red, we should stop.",红灯亮，我们就该停下了。
Module2,offer,"n. 提供;  出价, 报价;  提供物;  vi. 提议;  求婚;  vt. 提供;  提议;  ","For this week only, you can get a special offer on our product.",只在这个星期，你可以以特价买到我们的产品！
Module2,youngster,n.年轻人,All the youngsters in my house listen to loud music., 我家里所有的孩子都爱听嘈杂的音乐。
Module2,outgoing,,She is very friendly and outgoing.,她很友好，很外向。
Module2,circular,n. 通知; 通告; 传单;  adj. 圆形的; 循环的;  ,All the staff members were asked to stand in a circular manner. ,所有员工被要求站成一个圆形。
Module2,sign,n. 记号，符号；标志v. 签署,Please sign your name on the dotted line. ,请在虚线上签名。
Module2,available,adj.可利用的；可得到的,The house is available for rent.,此屋出租。
Module2,post,"n. 柱;  邮政, 邮寄;  职位, 岗位;  哨所;vt. 贴出;  公告;  邮寄;","Every day, our business posts about twenty letters.",每天我们公司邮寄大约二十封信。
Module2,database,n. 数据库;  ,I'll put all our information into the database.,我会把我们的信息都添加进数据库。
Module2,suffer,v.遭受，忍受，承受，受苦,She would suffer from intense pain every month.,她每个月都要忍受剧痛。
Module2,require,v.需要；(of)要求，命令,Cars require fuel if you want them to move.,车需要汽油才能驱动。
Module2,grateful,adj.(to，for)感激的；感谢的,Thank you so much; I'm very grateful for your gift.,太谢谢啦！非常感谢你的礼物！
Module2,vertical,"n. 垂直线, 垂直面;  adj. 垂直的, 竖式的;  顶点的;  ",The vertical ladder goes straight up.,这个梯子垂直向上。
Module2,temporary,adj.暂时的，临时的,This tent is only temporary.,这个帐篷只是临时的。
Module2,pass by,phr. 经过;,"When a pretty girl passes by, it's easy to lose your head.",当一个漂亮女孩经过的时候，很容易惊慌失措。
Module2,accountant,n.会计人员，会计师,I think I need to hire an accountant to help me with my taxes.,我想我需要雇用一名会计师帮我(计算)我的税费。
Module2,mission,"n. 代表团;  任务, 使命;  vt. 派遣…执行任务;  ",The soldiers advance to complete the mission.,士兵们前进以完成任务。
Module2,toll,n. 通行费，钟声v. 敲钟,You have to pay the toll if you ride the highway.,如果你走高速路的话得付通行费。
