Units,words,mean_cn,sentence,sentence_tra
Unit3,creature,n.人；生物；动物,"Is your favorite creature the dog, cat, or rabbit?",你最喜欢的动物是狗，猫还是兔子？
Unit3,purpose,,What's his purpose of standing there?,他站在那儿的目的是什么？
Unit3,apartment,n.(美)一套公寓房间,We have rented an apartment - now to buy some furniture.,我们租了一套公寓，现在该去买些家具了。
Unit3,shade,n.荫；遮光物；阴凉处；阴影v.荫蔽,It's so pleasant to rest here in the shade of the tree!,在树荫下休息太舒服了。
Unit3,castle,n.城堡；象棋中的车,"One day, I will be king and live in a castle.",将来有一天，我会成为一个住在城堡里的国王。
Unit3,eyesight,n.视力，目力,Your eyesight is terrible! You need glasses.,你视力太差了！你需要配眼镜。
Unit3,rent,v. 租用n.租金,I have to pay rent on my house every month.,我得每月支付我的房租。
Unit3,typical,adj.典型的，代表性的 ,It's typical for Asian people to like rice.,亚洲人喜欢米饭是很典型的。
Unit3,worm,n.蠕虫v.蠕动,Worms make good fish bait.,蠕虫能做很好的鱼饵。
Unit3,imagination,n. 想像力，想像,It's fun to use your imagination to find pictures in the clouds.,靠你的想象在云朵中找图画很有趣。
Unit3,feature,"n. 面貌, 相貌;  特征, 特点;  特辑;  vi. 起重要作用, 作为主要角色;  vt. 使突出, 以…为特色;  ","Wow, this cell phone has so many cool features!",哇，这部手机有好多超酷的特色（功能）！
Unit3,angel,n.天使；可爱的人,Sometimes I feel like there are angels watching over me.,有时候我觉得有天使眷顾着我。
Unit3,conclusion,n.结论，推论；结束,The ceremony marked the conclusion of our university education.,毕业仪式标志着我们大学的结束。
Unit3,painter,n.漆工；画家,My friend is a well-known painter. His paintings can sell for hundreds of dollars!,我的朋友是个知名画家。他的作品可以卖到几百美元。
Unit3,basement,n. 【建筑学】地下室;  底部;  ,The basement is musty and has a strange smell to it.,这地下室发霉了，有股奇怪的味道。
Unit3,fiery,adj. 炽烈的；暴躁的；燃烧般的,"The fighting, fiery figures are covered in flames.",正在搏斗的燃烧人浑身覆盖了火焰。
Unit3,skyscraper,n. 摩天大楼;  ,We call tall buildings 'skyscrapers' because it looks like they scrape the sky.,我们称高的建筑为“摩天大楼”是因为它看起来像是擦到了天空。
Unit3,narrow,,I will meet you on the other side of the narrow alley.,我在窄巷子那头等你。
Unit3,washroom, n. 盥洗室,"Excuse me, I have to go to the washroom, I'll be out in a minute.",不好意思我想用一下洗手间，马上就好！
Unit3,sweat,n. 汗; vi. 出汗;,I sweat a lot whenever I get to work. ,我每次去上班路上都会出很多汗。
Unit3,lorry,n.卡车，运货汽车,All the stuff was carried in the lorry.,所有货物都搬上卡车了。
Unit3,dynasty,n.王朝，朝代,Egyptian history had many dynasties.,埃及历史上有很多王朝。
Unit3,mane,"n.(马,狮子等的)鬃毛;(人的)长头发",The silky mane of the horse was waving in the air.,
Unit3,poetry,n.诗，诗歌，诗作，诗意 ,The poetry of Keats is heart-touching.,济慈的诗温暖人心。
Unit3,granite,n. 花岗岩,This new granite countertop was very expensive.,这个花岗岩台面很贵。
Unit3,phoenix,n.凤凰；死而复生的人,The phoenix is reborn out of the fire from its own egg.,凤凰伴随着火焰从自己的蛋里重生。
Unit3,shallow,vi. 变浅;  vt. 使变浅;adj. 浅的;  肤浅的;  ,This kind of fish only lives in shallow water.,这种鱼只能在浅水中存活。
Unit3,architect,n.建筑师，设计师,The architect imagines the house that his client wants to build.,建筑师在想象他的客户想要盖的房子。
Unit3,religious,adj. 宗教的;  虔诚的;  修道的;  严谨的;  ,Religious people believe prayer helps them and others.,宗教人士相信祈祷可以帮助他们和其他人。
Unit3,subway,n.地铁,I like to take the subway to work.,我喜欢坐地铁去上班。
Unit3,balcony,n. 阳台，剧院楼厅,I like to stand on my apartment's balcony.,我喜欢站在公寓的阳台上。
Unit3,date back (to),"单词原型：date back to  可追溯到, 始于(某时期)",This building dates back to ancient times.,这座建筑能追溯到古代。
Unit3,concrete,adj.具体的，水泥的n.水泥，混凝土v.浇筑混凝土,Concrete is a very useful substance for making roads and buildings.,建造道路和建筑中，水泥是一种非常有用的材料。
Unit3,statue,n.塑像；雕像,The Statue of Liberty guards the entrance to New York harbour.,自由女神像守护着纽约市海港的入口。
Unit3,cozy,"n. 保暖罩;  adj. 温暖舒适的, 安逸的;  ",The baby looked very cozy sleeping on the soft blanket.,看起来宝贝在软毯子上睡得很舒服。
Unit3,ruin,,The fire will ruin everything in the house. ,这火会毁坏房子里所有的东西。
Unit3,elegantly,adv. 优美地；雅致地,Spies should be good-looking and elegantly dressed.,间谍应该外表出众且着装优雅。
Unit3,roof,n. 屋顶，顶部,My father told me to go up and clean the roof.  ,我爸让我爬上去打扫房屋。
Unit3,happiness,n.幸福，快乐,"There's no greater happiness than knowing that there is someone who loves you, and always will.",没有什么能比知道一个人爱着你并且永远如此更让人感到幸福了。
Unit3,pattern,n. 模型;  典型;  图案;  方式;  vi. 形成图案;  vt. 模仿;  用图案装饰;  ,The patterns on the iPhone cases are so lovely!,这些苹果手机套上的图案真可爱！
Unit3,garage,n.车库，飞机库；修车厂,I took my car to the garage to be repaired.,我把车送到了修车厂去修理。
Unit3,landlord,n.房东，地主,This is my house; I am the landlord.,这是我的房子，我是房东。
Unit3,artist,n.艺术家，画家,The artist is painting.,这个艺术家正在作画。
Unit3,cafe,n.咖啡馆，餐馆,The man drinks coffee in a cafe.,这个男人在咖啡馆喝咖啡。
Unit3,fence,n.篱笆，围栏　v.击剑,The school is surrounded by a large fence. ,学校被很大的围栏围住。
Unit3,fairytale,n.童话adj. 童话式的，童话中才有的，优美无比的,It's a good thing that dragons only exist in fairytales.,恶龙只存在于童话之中，真是太好了。
Unit3,cottage,"n. 小屋, 村舍;  别墅;  ",I love to spend weekends in my cottage.,我喜欢在我的小木屋里度过周末。
Unit3,abstract,n.摘要 adj.抽象的，深奥的 ,Abstract art doesn't look like anything.,抽象艺术看起来不像任何具体的东西。
Unit3,temple,n.庙宇，圣堂，神殿,The old temple was beautiful at night.,这个古老的庙宇在晚上十分漂亮。
Unit3,illuminate,v. 照亮；用灯装饰；阐明，启发,Colorful lights illuminate the stage.,
Unit3,downtown,adj.商业区的，闹市区的 adv.往(在)商业区,I work downtown but I live outside the city.,我在市中心工作，但住在郊区。
Unit3,rooster,n. 公鸡;  自负的男人;  ,The rooster woke me up this morning - cock-a-doodle-doo! ,这只公鸡今天早上叫醒了我，咯咯咯！
Unit3,bathtub,"n. 浴盆, 浴缸;  ",I left my red towel hanging on the edge of the bathtub.,我把一条红毛巾忘在浴缸沿上了。
Unit3,sort of,adv. 有几分地,I guess we sort of know what we're doing. Maybe. Maybe not.,我觉得我们知道我们在做什么。或许，或许不知道。
Unit3,bathe,v.浸到水中，弄湿；洗澡n.游泳,You had better bathe your child before he gets stinky!,你最好在你的孩子脏得发臭之前给他洗澡。
Unit2,system,n. 系统; 体制; 身体;  ,I'm building a computer system.,我正在建一个计算机系统。
Unit2,instrument,n.仪器，工具，乐器 ,We need all the musical instruments to perform in the show.,我们需要所有的乐器来演奏这个节目。
Unit2,anger,,She cannot control her anger.,她不能控制自己的怒火。
Unit2,encyclopedia,n. 百科全书,You can find the answer to your question in the encyclopedia.,你可以在百科全书里找到问题的答案。 
Unit2,album,n.唱片集，相片册，集邮册,My photo album has many old photos.,我的相册里收藏了许多老照片。
Unit2,hairstyle,"n.发型, 发式",My dog really enjoys his new hairstyle.,我的狗真的喜欢他的新发型。
Unit2,appearance,n.出现，外貌，露面,I'm more interested in your personality than your appearance.,相对于你的长相，我更在意你的品格。
Unit2,throughout,prep. 遍及;  adv. 到处;  ,Our company operates throughout the entire world.,我们公司的业务覆盖全世界。
Unit2,permission,n.允许，同意,"They gave me an American visa, so I now have permission to travel there.",他们给了我一份美国签证，所以现在我有去那里的许可了。
Unit2,waltz,n. 华尔兹舞;  vi. 跳华尔兹舞;  以轻巧的步伐走;  adj. 华尔兹舞的;  vt. 与…跳华尔兹舞;  ,Let us dance this waltz.,让我们跳这首华尔兹吧。
Unit2,jazz,n. 爵士乐,Jazz music has become popular all over the world.,爵士乐在全球流行了。
Unit2,extraordinary,adj.非同寻常的，特别的 ,The teacher said my daughter has extraordinary musical talent.,老师说我女儿的音乐天赋非同寻常。
Unit2,identity,"n. 身份;  个性, 特性;  ",The passport is used to verify your identity.,护照是用来验明正身的。
Unit2,effect,"n. 效果;  影响;  印象;  所有物;  vt. 使发生, 引起;  产生;  ",That lighting effect makes the stage look mysterious.  ,那种灯光效果使舞台看起来很神秘。
Unit2,base,n.基础，基地，底座adj.差的，次的,The bases of these pillars have to support a lot of weight.,这些柱子的底座得承受巨大的重量。
Unit2,male,n.男性，雄性adj.男性的，雄性的,The male deer has big horns on its head.,雄鹿头上有大的鹿角。
Unit2,transform,v.将…变形，变化,A convertible car can transform its shape.,敞篷车能改变自己的外形。
Unit2,back and forth,来回地,I run back and forth along this trail to stay fit.,我在这个小道上来回跑以保持健康。
Unit2,responsible,adj. 有责任的,I am responsible for the safety of all these planes.,我对这些飞机的安全负责。
Unit2,tango,n.  探戈舞; 探戈舞曲v.  跳探戈舞,We're going to warm up with some tango in the sunshine.,我们在阳光下跳一曲探戈舞步来热身。
Unit2,be used to, 被用来（后接动词原形）；习惯于（后接动名词或现在分词）,"It's pretty cold outside, but you get used to it quickly when you're having fun.",外面很冷，但你玩一会就很快习惯了。
Unit2,generation,n. 一代;  一代人;  生育;  产生;  拷贝;  ,"My family includes three generations of people: my parents, myself, and my kids.",我们家三代同堂：我的父母、我还有我的孩子们。
Unit2,folk,"n. 人们;  adj. 民间的, 民俗的;  ",They are wearing traditional folk clothing.,他们穿着传统的民间服饰。
Unit2,worldwide,adj. 全世界的adv. 在世界各地,Our parcel service has offices worldwide.,我们的快递服务在全世界都有办事处。
Unit2,acrobatics,n. 杂技;  特技;  巧妙手法;  特技飞行;  ,She practices her acrobatics using her husband's head.,她用老公的头部来练习杂技。
Unit2,unclear,adj.不清楚的 ,I'm very unclear about where I should go. ,我很不清楚到底自己该去哪里。
Unit2,carriage,n.四轮马车；客车厢,I would love to take a carriage ride with you in the park.,我乐意和你共乘一架四轮马车在公园一游。
Unit2,combine,vi. 混合;  联合;  vt. 使混合;  ,You must combine many different kinds of food to make this dish.,你需要混合多种不同的食物来制作这道菜。
Unit2,ballroom,n.舞厅，跳舞场,"Tonight, hundreds of people in evening dress will dance in this ballroom.",今晚将有数百个身着晚礼服的人在这个舞厅跳舞。
Unit2,quit,vt. 辞职;  停止;  离开;  ,"Once and for all, it's time to quit smoking.",是时候彻底戒烟了！
Unit2,clown,n.小丑，粗鲁愚蠢的人,There was a clown at my fifth birthday party.,我五岁生日派对上有一个小丑。
Unit2,disappoint,v.使失望，使扫兴，使受挫折,They were disappointed by the poor results.,糟糕的结果让他们很挫败。
Unit2,musician,n.音乐家，作曲家,The musician plays beautiful music.,这位音乐家演奏美妙的音乐。
Unit2,rock 'n' roll,(rock-and-roll)摇滚乐,They love to dance to rock'n roll music!,他们喜欢随着摇滚乐跳舞。
Unit2,powerful,adj.强有力的；有权威的,He was a powerful leader. ,他曾是一个强有力的领导。
Unit2,represent,v.描述，表示；代表，代理；阐明，说明,These pictures represent different kinds of weather.,这些图片代表了不同类型的天气。
Unit2,audience,"n. (演讲、音乐会等的)听众, 观众;  正式会见;  拥护者;  ",We invite students from drama schools to be our audiences.,我们请了戏剧学校的学生来我们节目当观众。
Unit2,in other words,phr. 换句话说,"The food, service, and atmosphere of the restaurant were terrible. In other words, it was unsatisfactory.",这家饭店的食物、服务和环境都很糟糕。换句话说，就是不满意。
Unit2,beauty,n.美(丽)，美人，美丽的东西,I can't help but admire her beauty.,我情不自禁爱慕她的美丽。
Unit2,treasure,n. 金银财宝; 财富; 珍宝; 不可多得的人才;  vt. 珍藏; 储藏; 珍视;  ,All of this treasure will make me rich!,这些财宝会让我富有。
Unit2,ordinary,adj.普通的，平常的，平凡的,I'm just an ordinary man.,我只是一个再平常不过的男人。
Unit2,extremely,adv. 非常，极其；极端地,The dog on the right is extremely small.,右边的这只狗真小。
Unit2,rediscover,v. 重新发现，再发现,A Chinese farmer rediscovered these ancient warrior statues in 1974.,在1974年一个中国农民发现了这些古代士兵雕像。
Unit2,perform,v. 执行；履行，表演,The singer has to perform every night. ,歌手不得不每晚演出。
Unit2,female,,Females are increasingly successful in the workplace.,女性在职场中越来越成功。
Unit2,talent,n. 才能；天赋,She has a lot of artistic talent - you should send her to art school.,她很有艺术天赋，你应该送她去艺术学校。
Unit2,tap dancing,n. 踢踏舞,The metal heels of these tap dancing shoes make a lot of noise.,这种踢踏舞鞋的金属鞋跟能发出很大的噪音。
Unit2,root,n.根部，根源，词根v.生根，使固定,The tree's roots bring water in from the soil.,树根从泥土中汲取水分。
Unit2,disco,n.迪斯科舞，以唱片伴奏的小舞厅,My friends and I like to dance and party all night at the disco.,我的朋友们和我喜欢在迪斯科舞厅整夜跳舞狂欢。
Unit2,mask,,"When he took his mask off, I saw that he looked very different.","当他摘下面具,我看见他完全不同的面貌。"
Unit2,unique,adj.独特的，独一无二的adj.(唯一的) 特有的,Fingerprints are unique to each individual.,每个人的指纹都是独一无二的。
Unit2,costume,n.服装，剧装,The actors are in costume for the show.,演员们已经为表演穿好了剧服。
Unit2,reaction,n.反应，生理反应，反应能力,Everyone had a strong reaction to the horror movie.,每个人对恐怖电影都会产生强烈的反应。
Unit2,performer,n. 表演者,"The performers in the play were wonderful, simply wonderful!",戏中的表演者们太棒了，就是棒！
Unit2,impress,v. 使有印象，使铭记,The magician impressed the audience with his amazing tricks. ,这位魔术师用他惊人的伎俩给观众留下了深刻的印象。
Unit2,shave,,Why are you shaving? You can't even grow a beard!,为什么你要刮胡子?你连胡子都还没长出来呢！
Unit2,award,n. 奖品;  奖学金;  vt. 判定;  授予;  ,I can't believe I won the award for best actress.,真不敢相信我得了最佳女演员奖。
Unit2,pianist,n.钢琴家，钢琴演奏家,"She sang some beautiful classical songs, accompanied by a pianist.",随着钢琴家的演奏，她演唱了几首好听的古典歌曲。
Unit2,performance,n.表演；表现；执行；性能,I loved the performance--my favorite part was their costumes.,我喜欢这场表演，我最爱的部分是他们的戏服。
Unit2,peacock,"n. 孔雀 ;  vi. 炫耀, 招摇过市;  ",The great thing about a peacock's tail is that it can double as an umbrella.,孔雀尾巴很棒的一点是，它可以像伞一样折叠撑开。
Unit2,creative,adj. 创造性的，创意的,Painting helps children learn to be creative.,绘画有利于孩子学着更具创造性。
Unit2,immigrant,n.移民，侨民,Immigrants leave their native country in search of jobs.,
Unit2,sword,n.剑，刀,At the museum they had a sword on display that was over 800 years old.,在博物馆陈列着一把有八百多年历史的剑。
Unit2,type,n.类型v.作为代表，打字,"I never learned to type very quickly, so it takes me a long time to write an email.",我从没学过快速打字，所以写这封电子邮件花了我很长时间。
Unit2,noble,,The noble ladies of the King's court wore very long and elaborate dresses.,皇室高贵的女士们穿着精致的长裙。
Unit2,general,adj.一般的，普通的；总的，大体的　　n.将军　　in general通常，大体上,"In general, trees are tall, green, and have brown bark.",一般来说，树木是又高又绿的，而且还有棕色的树皮。
Unit2,ballet,"n. 芭蕾舞, 芭蕾舞剧;  芭蕾舞团;  ",Miss Elephant's dream is to become a ballet dancer.,大象小姐的梦想是成为一个芭蕾舞者。
Unit1,focus,,Make sure your subject is in focus before taking the photo.,拍照前要确保你的物体对焦。
Unit1,non-smoker,n. 不抽烟的人,No thanks! I'm a non-smoker and you should be too.,不用了，谢谢！我不抽烟的，你也不该抽。
Unit1,guide,,"I'd be lost without you, my handsome mountain guide!",要是没有我帅气的山地导游我一定会迷路的。
Unit1,climate,n. 气候;  （社会思想等）趋势;,What kind of climate do you prefer in China?,你比较喜欢中国的什么气候？
Unit1,harbour,n.港湾，港口，安全处v.包庇，庇护；怀有,The ships dock at the harbour.,这些船都停靠在港口。
Unit1,disappear,v.消失；失踪,Her clothes make her body seem to disappear against the wall.,她的衣服让她的身体好像消失在墙里一般。
Unit1,rapidly,adv. 迅速地；很快地；立即,The water here is flowing very rapidly.,这里的水流得很快。
Unit1,likely,adj.有可能；可信的；适合的adv.很可能,"If you see dark clouds, it's likely that it will rain.",如果你看到乌云，可能会下雨。
Unit1,arrangement,n. 布置;  排列;  组合体;  整齐;  调解;  办法;  ,There was a comfortable arrangement of tables for outdoor dining.,这里有摆放得很舒适的桌子供户外就餐用。
Unit1,pack,,Make sure to pack all your clothing for the trip!,确保打包好所有你这次旅行需要的衣服。
Unit1,chart,n. 图表，表格v. 制成图表,This chart illustrates the aspects of a good website.,这个图片说明了好网站是什么样的。
Unit1,suggestion,n.建议，意见；细微的迹象；暗示；联想,The doctor gave me some suggestions about how I can eat more healthily. ,这个医生给了我一些关于健康饮食的建议。
Unit1,crash,,It was a serious car crash.,这是一次严重的车祸。
Unit1,artificial,adj.人造的，假的，非原产地的,Maybe in a hundred years there will be artificial life.,也许一百年后会有人造生命。
Unit1,tourism,n.旅游，旅游业,The beach is a popular location for tourism.,海边是旅游胜地。
Unit1,toe,n. 脚趾,"When I drop a rock on my foot, every single toe hurts.",当我把石头砸到脚上的时候，每个脚趾都疼。
Unit1,harm,n.伤害，损害v.损害 ,Drinking while pregnant will do great harm to your baby.,孕妇饮酒对胎儿不好。
Unit1,millionaire,"n. 百万富翁, 大富翁;  adj. 100万以上人口的;  ",My successful Internet business made me a millionaire. ,我成功的互联网生意让我成为了一个百万富翁。
Unit1,suburb,n. 郊区,The suburb was almost an hour's drive to the city.,这片郊区离城市大约有一小时车程。
Unit1,attractive,"adj. 吸引人的, 妩媚动人的, 引起兴趣的;  ","Oh, my lady! You are so attractive! ",哇哦，我的女神！你简直太妩媚动人了！
Unit1,obvious,adj.明显的，无疑的,"""2+2=4"" should be pretty obvious to you.","""2+2=4""对你来说是显而易见的吧。"
Unit1,entertainment,n. 娱乐；招待，款待,We go to the movies for some entertainment.,我们的娱乐方式是看电影。
Unit1,crime,n.罪行，犯罪,Those who commit crimes must be severely punished.,那些罪犯必须受到严惩。
Unit1,exit,,The exit is the first door on your right. See you next time!,出口在你右手边的第一个门，下次再见！
Unit1,Maori,adj. 毛利人的；毛利语的n. 毛利人；毛利语,New Zealand's native Maori people are famous for their 'haka' war dance.,新西兰的土著毛利人以他们的haka战舞而出名。
Unit1,cyberspace,n. 网络空间；赛博空间,The data is all stored in cyberspace.,数据全部被存在网络空间。
Unit1,military,n. 军队;adj. 军事的;  ,Every country develops its military force to defend its territory.,每个国家都发展自己的军事力量来保卫自己的领土。
Unit1,be known as,作为……而出名/闻名,He's known as a big liar.,众所周知他是个大骗子。
Unit1,average,n.平均；平均水平adj.通常的；平均的v.平均为,The average temperature this month was higher than this time last year.,这个月的平均气温比去年这个时候要高。
Unit1,come true,phr. 变为现实; 成为事实;,Do you believe in genies who can make your wishes come true?,你相信能让你梦想成真的精灵吗？
Unit1,site,"n. 地点;  场所;  网站;  现场;vt. 给…造址, 坐落于;  ",Take measurements at the construction site.,他正在施工现场测量。
Unit1,view,n. 视野；见解； 风景v. 看，俯瞰；视察,What an amazing view from up here!,山顶的风景太赞了！
Unit1,virus,"n. 病毒;  毒害, 毒素; 病毒性疾病; ",This virus has been making me cough all week.,这病毒已经让我咳嗽一整个星期。
Unit1,reject,v. 拒绝，抵制,He rejected the sandwich because he hates cheese. ,他拒绝了这个三明治，因为他不爱吃奶酪。
Unit1,seaside,,I hope we can take a vacation on the seaside. ,我希望我们能去海边度假。
Unit1,hacker,n. 电脑黑客; 企图不法侵入他人电脑系统的人;,It's undeniable that hackers are experts in computer.,不可否认黑客确实是电脑高手。
Unit1,network,n. 网状物;  网络;  vi. 建立关系网;  vt. 联播;  使联网;  ,The internet is basically a network of billions of computers.,互联网其实就是连接数十亿台电脑的网络。
Unit1,scientific,adj.科学上的,Be very careful when doing scientific experiments.,做科学实验时一定要小心。
Unit1,central,adj.中心的；主要的,We should all meet at a central point. ,我们都应该去中心点那碰头。
Unit1,steel,n.钢，钢铁，钢制品v.使坚强adj.钢的，与钢有关的,This strong steel girder can hold up a very heavy building.,这根钢铁大梁能承住很沉的建筑。
Unit1,waist,n.腰,I want to exercise to keep my waist thin. ,我要加强锻炼，保持小蛮腰！
Unit1,optimistic,adj.乐观的，乐观主义的,I really admire her optimistic attitude.,我真的佩服她乐观的态度。
Unit1,skip,,The children skip across the chalk boxes.,孩子们跳过了粉笔画的格子。
Unit1,destination,n.目的地，终点；目标,The road takes us to our destination.,这条路指引我们到达我们的目的地。
Unit1,as well as,adv. 也;  和;  此外,My dog as well as his dog are wearing funny hats and sunglasses.,我的狗和他的狗都戴着奇怪的帽子和眼镜。
Unit1,settlement,n.解决；定居,Let's work together; I think we can come to some kind of settlement.,让我们合作吧，我想我们能解决它。
Unit1,sunshine,n.日光，日照,The sunshine broke through the clouds.,阳光穿透云层。
Unit1,affect,v.影响，感受，假装,Her break-up with her lover has badly affected her.,她与恋人的分手严重地影响了她。
Unit1,cuisine,n.烹饪；菜肴 ,What kind of cuisine does this restaurant serve?,这家饭店提供哪种菜肴？
Unit1,as if,好像，仿佛,He dressed up as if he was a warrior.,他盛装打扮就好像他是一名战士。
Unit1,global,adj. 全面的，全球的,"With the internet, we can have a global network of friends.",有了因特网，我们便可以和全世界的朋友相连了。
Unit1,location,n. 位置，定位，外景拍摄地,I found the location on the map.,我在地图上找到了这个位置。
Unit1,get in touch," 联络, 联系",You can get in touch with me by phone or email.,你可以用电话或电子邮件联系我。
Unit1,the Pentagon, 五角大楼,The Pentagon is the military headquarters of the United States.,五角大楼是美国的军事总部。
Unit1,global warming,n. 全球变暖,Polar bears are having a hard time adjusting to global warming.,北极熊正艰难地适应全球变暖。
Unit1,volcano,n. 火山,Watch out--the volcano is about to erupt!,小心！火山要喷发了！
Unit1,in the flesh, 本人,Jesus appeared to me in the flesh.,耶稣本人上了我的身。
Unit1,locate,v.测定，找出...的位置，使...坐落于,"The most important cities are located here, here and here.",几个最重要的城市位于这里，这里，还有这里。
Unit1,surfing,n. 冲浪运动,Are you brave enough to try surfing?,你敢去冲浪吗？
Unit1,historical,n. 历史题材的文学作品;  adj. 历史的; 有关历史的;  ,Historical places are the greatest tourist attraction.,历史古迹是最重要的旅游景点。
Unit1,regular,n.常客；正式队员adj.有规律的；匀称的,The sign listed their regular opening hours.,这个标牌列出了他们的常规营业时间。
Unit1,zone,n.地区，区域，范围 ,The industrial zone of the city is the source of most of the air pollution.,城市的工业区是空气污染的主要来源。
Unit1,nuclear,adj. 原子核的;  原子能的;  细胞核的;  ,Nuclear power can power our homes or destroy our world.,核能可以为家家户户供电也可以摧毁世界。
Unit1,attack,,I told her I wanted to break up and she attacked me!,我告诉她我想分手，然后她就打了我！
Unit1,pessimistic,adj.悲观(主义)的,The pessimistic man always expects the worst.,这个悲观的人总是把什么都想得很糟。
Unit1,material,n.材料，原料，资料　adj.物质的，实体的,Our warehouse sells a lot of building materials. ,我们的仓库有许多建筑材料待售。
Unit1,smoker,n.吸烟者,The smoker breathed out a cloud of smelly smoke.,吸烟者呼出一团有难闻烟味的云雾。
Unit1,officially,adv.正式地；官方地；作为公务员,I have to tell you officially that you were breaking the speed limit.,我不得不正式告诉你，你超速了。
Unit1,concept,n. 概念，观念，设想,Let me explain the concept using this diagram.,让我用这个图表来解释这个设想。
Unit1,growth,"n. 生长, 发展;  增长;  肿瘤;  ","Plants only need sunlight, soil, air and water for growth.",植物只需要阳光、空气、土壤和水来生长。
Unit1,virtual,adj. 实质上的;  【计算机】虚拟的; 十分接近的;,Our company created a virtual store on the internet to sell our products on-line.,我们公司在互联网上开了家虚拟商店，在线销售我们的商品。
Unit1,hang on,坚持下去；不挂断；握住不放,"The climber almost fell, but she hangs on.",这个登山者几乎要掉下来了，但她还是坚持下来了。
Unit1,Chinatown,n. 唐人街；中国城,You can find Chinatowns in many cities worldwide that have large Chinese populations.,你能在世界许多城市找到唐人街，那里有大量的中国人。
Unit1,project,n.计划，方案，工程v.伸出，投影，规划,The construction project is moving quickly.,这个建筑工程进展迅速。
Unit1,flesh,n. 肉;  果肉;  肉体;  vt. 把(武器)刺进肉体中;  使长肉;  ,These cannibals have developed a taste for human flesh.,这些食人者们喜欢吃人肉。
Unit1,chaos,"n. 混沌;  混乱, 纷乱;  ","""This room is in total chaos--how can we find anything in here?!""",“这间屋子真是乱，我们怎么能在这里找到东西？”
