Units,words,mean_cn,sentence,sentence_tra
Unit3,roast,,I love it when you roast the chicken like that.,我喜欢你像这样烤鸡肉。
Unit3,owe,vi. 欠钱;  vt. 感谢; 欠;  把…归于;  占有;  ,You dare to owe me a hundred! I'll strip you naked! ,你敢欠我一百！？大爷扒光你！
Unit3,custom,"n. 习惯;  风俗;  惯例;  [复数, 动词用单数], 海关;  adj. 定制的;  专做定货的;  ","In our culture, it's a custom to wear these special bracelets.",在我们的文化中，戴这些特别的手链是习俗。
Unit3,absorb,"vt: 吸收, 吸引…的注意, 理解, 承受;  ",Sponges can absorb a lot of water.,海绵可以吸收很多水分。
Unit3,ashtray,n.烟灰缸,Ashtrays and cigarettes are symbols of an early death.,烟灰缸和烟是早死的象征。
Unit3,attach,v.缚，系，贴；附加,You should attach your name to your luggage in case it gets lost.,为了以防万一，你应该把你的名字系在行李上。
Unit3,canteen,n. 食堂，小卖部，水壶,Let's go get some food at the canteen.,我们一起去食堂吃点东西吧。
Unit3,tip,n.倾斜，小费，尖端，建议； 提示；v.轻击；倾斜；给小费；翻倒 ,You can use the tip of your pen to push that button.,你可以用笔尖戳那个按钮。
Unit3,manners,n.礼貌,It's good manners to shake hands when you're first introduced.,第一次被介绍时握手是个好礼貌。
Unit3,wander,v.漫游；蜿蜒；迷路；离题n.游荡； 闲逛； 失散,They wander slowly along the mountain path.,他们在山路上漫步。
Unit3,cave,n. 洞穴v. 挖洞,I brought a torch so I could explore the cave.,我拿了一个火把，这样我就可以探测这个山洞了。
Unit3,dustbin,n. 垃圾箱,Too bad all the decorations from the party had to be thrown in the dustbin...,太糟糕了，派对所有的装饰品都得扔进垃圾桶。
Unit3,steak,n. 牛排;  肉块; 鱼块;  ,That steak looks absolutely delicious.,那块牛排看起来美味透顶。
Unit3,reasonable,adj.适当的；合理的；通情达理的；公平适度的,It's not reasonable to carry so many books around!,拿着这么多书到处走，这不合适吧！
Unit3,waiter,n.侍者，服务员,I'll be your waiter tonight - may I recommend the fish?,今晚我是你的侍者，我可以推荐鱼吗？
Unit3,detective,n.侦探，私人侦探,A detective must know how to see through people's lies.,侦探必须知道如何看穿人们的谎言。
Unit3,scissors,n. 剪刀;  ,Scissors can be fatal in my hands.,剪刀在姐的手里就是凶器。
Unit3,twin,,My twin brother and I get along very well.,我的双胞胎兄弟和我处的很好。
Unit3,unfair,adj. 不公正的,It's unfair for him to take the answers into the exam.,他把答案拿到考试中是不公平的。
Unit3,eastern,adj.东方的，东部的，朝东的,I saw the sunrise in the eastern sky.,我看到了日出在东方的天空。
Unit3,outdoors,adv.户外，野外adj.户外的,I love to be outdoors in the fresh air. ,我喜欢空气清新的野外。
Unit3,tasty,n. 可口的东西;  adj. 好吃的;  极好的;  迷人的;  ,"""Mmm, this pizza is tasty!""",“这个比萨太好吃了！”
Unit3,sheet,n.纸张；被单；薄板,Please write your name on this sheet of paper.,请在这张纸上写下你的名字。
Unit3,anyhow,adv.不论用何种方法，无论如何；随意地；尽管如此,"It was raining, but we went outside anyhow.",尽管外边在下雨，我们还是出去了。
Unit3,chef,n. 主厨;  厨师;  ,"""Bon Appetit,"" said the chef as he presented his most prized dish.",“愿你好胃口！”当主厨呈上他的拿手菜时说。
Unit3,curiously,adv.好奇地；奇怪地,That's a very curiously placed conference table!,那些会议桌摆放得不可思议。
Unit3,birthplace,n.诞生地 ；发源地；故乡,The story says that the birthplace of Jesus was on a farm.,这个故事说耶稣的诞生地是一个农场。
Unit3,majority,n. 多数， 大多数,"The majority thinks it's a good plan, but I don't think so.",大多数人都认为这是个好主意，但我不觉得。
Unit3,splendid,adj.壮观的，极好的，辉煌的，豪华的,The peacock's tail looks splendid and beautiful.,这只孔雀的尾巴看起来美丽壮观。
Unit3,kangaroo,n.袋鼠,I saw a kangaroo in the sunlight.,我在阳光下看到一只袋鼠。
Unit3,parcel,n. 包裹;  一片;  一块;  ,"""I have parcels for you,"" said the mailman.",“有您的一些包裹！”邮递员说到。
Unit3,circus,n.马戏团，杂技团；环形广场,We saw many animals at the circus.,我们在马戏团看到了许多动物。
Unit3,dinosaur,n. 恐龙,"100 million years ago, dinosaurs ruled the Earth.","1亿年前,恐龙统治着地球。"
Unit3,appetite,"n: 食欲, 胃口, 欲望, 兴趣, 性欲;  ","Wow, what a huge appetite you have!",天哪，你的胃口真大！
Unit3,preview,,"Before the movie begins, previews for new movies are shown.",电影开始之前，播了新电影的预告片。
Unit3,dessert,n. 甜点;  ,Do you want to have some ice cream for dessert?,你想来一些冰激凌当甜点吗？
Unit3,apron,n.围裙,I wear an apron while I cook so my clothes don't get dirty.,做饭时我穿着围裙，这样不会把我的衣服弄脏。
Unit3,handkerchief,n.手帕；头巾；方巾,Blow your nose into my handkerchief!,来用我的手帕擤鼻涕。
Unit3,see...off,为某人送行,"My girlfriend is going off to university, so I'll see her off at the station.",我女朋友要去上大学了，所以我去车站为她送行。
Unit3,yummy, adj. 好吃的,Fresh pizza is so yummy!,新鲜的披萨非常好吃。
Unit3,comb,n. 梳子;  梳理;  vt. 梳理;  ,I always carry a comb because my hair often gets tangled.,因为我的头发总是打结，所以我总是带着梳子。
Unit3,broad,"adj. 宽的, 宽阔的, 阔的;  广阔的;  广泛的;  ",The hat's broad brim blocked sunlight well.,这个帽子的宽檐儿能很好地遮挡阳光。
Unit3,expectation,"n. 预期, 期待;  期望;  可能性;  ",My parents' expectation sounds like a mission impossible.,我父母的期望听上去是一个不可能完成的任务。
Unit3,band,n. 乐队；帮伙；带v.用带捆扎；联合,The band's live performance drove the crowd wild.,乐队的现场演出让人们疯狂了。
Unit3,belong,v.属于，附属；适应 ,You belong in our group - please join us.,你属于我们的团队，请加入我们。
Unit3,request,n. 要求; 请求;  vt. 要求; 请求;  ,"She made a simple request: ""Help me!""",她只有一个简单的请求—救命！
Unit3,forgive,v.原谅，饶恕，宽恕,"""Please forgive me!"" plead the little girl after her mother punished her.",“请你原谅我！”小女孩儿在她妈妈惩罚她之后求饶。
Unit3,toast,,I eat toast for breakfast every day.,我每天早餐吃烤面包。
Unit3,garlic,n.大蒜,Garlic adds flavor to many home cooked meals.,大蒜给很多家常菜增加了味道。
Unit3,acre,n.英亩(=6.07亩) ,"As a farmer, I own acres and acres of land.",作为一个农民，我拥有很多亩土地。
Unit3,soccer,n. 足球;  ,My favorite sport is soccer.,我最喜欢的运动是足球。
Unit3,laughter,n.笑，笑声,The family burst into laughter together.,一家人笑成一团。
Unit3,stare,v.盯，凝视,I don't know why that strange man is staring at me.,我不知道为什么那个陌生人一直盯着我。
Unit3,physician,n.内科医生,My physician told me to eat more fruits and vegetables.,我的内科医生告诉我要多吃水果和蔬菜。
Unit3,jeep,n.吉普车,This jeep can be driven even in very tough conditions.,即使在很恶劣的情况下，这辆吉普车也能前行。
Unit3,addition,n.加法；附加物,Simple addition is the easiest part of math class.,加法是数学里最简单的部分。
Unit3,fur,n.毛皮，毛皮衣服，人造毛,"A fur coat is very warm, but very expensive!",皮毛外套很温暖，但也很昂贵。
Unit3,fond,vi. 显出钟爱之情;  adj. 喜爱的;  溺爱的;  精神错乱的;  ,I\u2019m fond of having physical contact with my masculine boyfriend.,我喜欢跟我的猛男男友有身体接触。
Unit3,dusk,n.薄暮，黄昏,I enjoy watching the sunset at dusk.,我很享受在黄昏看日落。
Unit3,bark,,It scares me when the dog barks.,这狗叫的时候吓死我了。
Unit3,book,n.书，书籍 v.预订；预约,Even on holiday I can't stop reading this exciting book!,即使在假期我也忍不住读这本激动人心的书！
Unit3,vast,adj. 巨大的；辽阔的,The universe is vast.,宇宙是巨大的。
Unit3,spot,n. 斑点；污点v. 发现，认出,The artist made a pattern of blue spots on the white wall.,艺术家在白墙上弄上了蓝色斑点。
Unit3,fusion,n.联合，合并；核聚变,"In the future, we might use nuclear fusion to power our homes.",在未来，我们有可能用核聚变来给家庭供电。
Unit3,movement,n.（交响乐）乐章，运转，动作，移动 ,Dancing is the art of movement.,舞蹈是动作的艺术。
Unit3,indicate,"vt. 指示, 标示;  表明, 表示, 显示;  ",The compass indicates that north is that way.,指南针指示的那边才是北。
Unit3,export,v.输出，出口n.输出品，出口,"With sea and air travel, countries can export products anywhere they want.","有了航空和航海运输,各国可以出口商品到任何想去的地方。"
Unit3,novel,n.小说，长篇故事adj.新奇的，不同的 ,She reads a Sherlock Holmes novel.,她看福尔摩斯的小说。
Unit3,waitress,n.女侍者，女服务员,Can you ask the waitress to bring the bill?,你能让女服务员把账单拿来吗？
Unit3,educator,"n. 教育者, 教师;  教育学家;  ",One reason she is a great educator is because she always smiles at her students.,她能成为伟大的教师的一个因素就是她永远对她的学生微笑。
Unit3,conduct,n.行为v.做；指挥；传导（电、热等）,Both of these children need to be taught better conduct.,两个小朋友都需要被纠正行为。
Unit3,schoolmate,n. 同校同学,I love my schoolmates - we have so much fun making fun of our teachers!,我好喜欢我的同学们，因为我们一起捉弄老师时好开心。
Unit3,modest,adj.谦虚的，端庄的，不多的；，适度的 ,"The woman is modest, and covers her body with a veil.",这个女人很端庄，用薄纱掩住她的身体。
Unit3,cheque,n. 支票;  ,Make sure you fill out the cheque clearly.,确保你清晰地填写了支票。
Unit3,informal,adj. 非正式的；不拘礼节的；通俗的,Our boss is much more informal after work.,我们的老板在下班后要随意多了。
Unit3,exchange,"n. 交易;  交换;  交易所;  兑换;  vi. 交换, 替换, 进行易货贸易;  vt. 交换, 互换;  交流;  ",This is a good place for us to exchange ideas.,这是个不错的地方让我们交换想法。
Unit3,lemon,n.柠檬(树)；柠檬黄；淡黄色,I can't eat a whole lemon--can you?,我吃不了一整个柠檬，你能么？
Unit3,cosy,adj.温暖而舒适的，安逸的,The girl feels cosy in her Santa hat and blanket.,女孩儿带着她的圣诞帽、裹着毯子的时候觉得温暖而舒适。
Unit3,bacon,n.熏猪肉，培根肉,Bacon is made from pig meat.,培根是用猪肉做的。
Unit3,courtyard,n.庭院；院子；天井,We should eat outside today--let's go eat dinner in the courtyard.,我们今天应该在外面吃饭，一起去庭院里享用晚餐吧！
Unit2,beer,n.啤酒,"Some like drinking wine with their meals, but I prefer a cold beer.",有些人喜欢在吃饭的时候喝红酒，但我喜欢冰啤。
Unit2,go ahead with, 继续,My boss told me to go ahead with my plan.,我的老板告诉我继续我的计划。
Unit2,sightseeing,n.观光；游览,We love sightseeing.,我们喜欢观光。
Unit2,defend,v. 防卫，保卫，防守,Our anti-virus software will defend your computer against attacks.,我们的杀毒软件能帮助你的电脑抵御攻击。
Unit2,ahead,,I am running ahead of the rest of the group. ,我跑得比这个组的其他人快。
Unit2,widespread,adj. 散布广的;  普遍的;  ,My love story quickly became widespread through the internet.,通过网络，我的爱情悲剧很快传播开了。
Unit2,ex-husband,前夫,They are now ex-wife and ex-husband. They shouldn't have gotten married.,他们现在是前妻前夫了。他们本就不该结婚。
Unit2,suitable,adj.合适的，适宜的,It's difficult to find a pair of shoes that's suitable for my foot size.,要找一双适合我脚的尺寸的鞋子很难。
Unit2,argument,n.争论，辨论；论据，论点,We had an argument about which movie to watch. ,就为了到底看哪部电影我俩争论了半天。
Unit2,self-employed,adj. 个体经营的；自己经营的；不受雇于他人的,He chose to work from home and be self-employed.,他选择在家工作，自己当老板。
Unit2,profit,,Profits have increased year on year.,利润连年增长。
Unit2,blame,v/n.责备，归咎于,"I always get all the blame, but I never do anything wrong.",我总是受到所有的责备，但我从没做错任何事。
Unit2,reform,v.革新，改革，改良n.革新，改革，改良,The civil rights movement reformed American democracy.,民权运动改革了美国的民主制度。
Unit2,analyse,v.分析，分解,"After the DNA had been analysed, we found the criminal.",分析过DNA之后我们找到了罪犯。
Unit2,corporation,"n. 社团, 公司, 企业;  ",Baicizhan is the corporation with great moral and strong work ethic!!!,百词斩是一家超有节操和职业道德的公司！！！
Unit2,false,adj.错误的，虚伪的，伪造的,Her false identity fooled all of us at first.,一开始她的假身份欺骗了我们所有人。
Unit2,poverty,n. 贫困，贫穷,Many children live in poverty; we should try to help them.,许多孩子生活贫苦，我们应该试着帮助他们。
Unit2,dislike,,He really dislikes vegetables. Give him something sweet. ,他真的不喜欢蔬菜。给他点甜食。
Unit2,distinction,n.优秀；差别；区分；殊荣,Receiving a medal is a sign of distinction.,获得奖牌是优秀的象征。
Unit2,consist of,phr. 由...组成,"A balanced breakfast consists of fruit, grains, and milk.",平衡早餐由水果、谷物和牛奶构成。
Unit2,legal,adj.法律的，合法的,The legal profession is very well-paid.,法律专业工作的工资很高的。
Unit2,pub,n.酒吧，酒馆,Let's go down to the pub to get some drinks!,我们去酒吧里喝点酒吧！
Unit2,arise,v.出现，由…引起，起床,He arises at 7 AM every morning.,他每天早上7点起床。
Unit2,host,n.东道主，主持人；（古）军队；大量v. 主持，主办,"The hosts cook food for us, so we brought some wine for them.",主人为我们做了饭菜，所以我们为他们带了一些红酒。
Unit2,environmental,,Air pollution from factories has caused many bad environmental problems.,工厂带来的空气污染造成了很多严重的环境问题。
Unit2,opera,n.歌剧,I love watching the Peking Opera.,我喜欢看京剧。(Peking Opera ”北京歌剧“特指京剧)
Unit2,belief,n. 相信;  信仰;  信任;  被信仰之物;  看法;  ,My belief in God gives me confidence.,信仰赋予我自信。
Unit2,electricity,n. 电力;  电流;  电学;  ,Pikachu has an ability to generate electricity.,皮卡丘会放电。
Unit2,committee,n.委员会；全体委员,The finance committee discussed the company's financial plans.,财务委员会讨论了公司的财务计划。
Unit2,approach,,The elephants are approaching us.,一群大象正在靠近我们。
Unit2,fiction,n. 虚构；小说,I like science fiction movies with space ships.,我喜欢有太空飞船的虚构科幻片。
Unit2,political,adj.政治的；党派的,"Political issues are very important for our future, so we should vote.",政治问题对我们的未来很重要，所以我们应该投票。
Unit2,niece,n.侄女，外甥女,The three aunts liked to be with their niece.,这三位姑妈喜欢和她们的侄女在一起。
Unit2,explode,v.(使)爆炸；爆发，发怒,The fireworks exploded in the sky.,烟花在空中爆炸。
Unit2,administration,n.政府，管理，管理部门；(药的)配给，服用,He's the top man in the administration of the organization.,他是管理这个组织的一把手。
Unit2,advertiser,n. 广告客户；刊登广告的人,He is an affective advertiser.,
Unit2,strawberry,n.草莓,I want to buy one box of strawberries. ,我想买一盒草莓。
Unit2,budget,n.预算v.预算，安排adj. 廉价的,Our budget for this year is too small for us to buy a house.,我们今年的预算太少了不够买房子。
Unit2,spokesman,n.发言人,The basketball player's spokesman said he could not play next year.,这个篮球运动员的发言人称他明年不能再打球了。
Unit2,self, n. 自己，自我，自身,"Should I care more about my own self, or about other people?",我应该更关心自己还是其他人？
Unit2,tobacco,n.烟草，烟叶,If you keep smoking tobacco you will damage your body.,如果你继续抽烟你会毁了你的身体的。
Unit2,hire,v.租借，雇用 n.租借，雇佣 ,You seem like a great person to work with. You're hired!,你看起来是个一起工作不错的人，你被雇佣了。
Unit2,encouragement,"n. 鼓励, 激励;  ",The cheerleaders did everything they could to give the team some encouragement.,拉拉队队长竭尽所能来给这个队伍加油打气！
Unit2,greengrocer,n. （英）蔬菜水果商,Our local greengrocer always has lots of fresh fruit.,我们当地的水果商总是有很多新鲜水果。
Unit2,nephew,n.侄子，外甥,I can't wait to meet my nephew!,我等不及去见我外甥了。
Unit2,faithfully,adv. 忠实地；如实地；诚心诚意地；深信着地,The dog faithfully obeys his master.,狗会忠实地服从主人。
Unit2,attitude,n. 姿势;  态度;  意见;  ,The waiter has such a bad attitude!,这个服务生态度真够差的！
Unit2,astronomer,n.天文学家,The astronomer watches the stars.,天文学家在观测行星。
Unit2,interrupt,v.打断，插嘴；妨碍,Do not interrupt me. I am in a bad mood.,不要打扰我，我心情不好。
Unit2,channel,n.频道，渠道，海峡v.引导,I spent the whole day changing TV channels.,我一天都在不停地换台。
Unit2,brand,,These companies all have very well-known brands.,这些公司都有非常知名的品牌。
Unit2,employ,n. 受雇;  职业;  使用;  vt. 雇用;  使忙于;  使用;  用于…;  ,"The interviewer told us, ""We only employ people who are ready to work hard.""",面试官对我们说：“我们只雇佣能够努力工作的人。”
Unit2,ankle,n.脚踝,An injured ankle should be wrapped in a bandage.,受伤的脚踝应该用绷带包扎好。
Unit2,respect,v. 尊敬，敬重n. 敬重，尊敬；方面,Japanese people show respect by bowing.,日本人通过鞠躬来表达尊重。
Unit2,ambulance,n.救护车,The ambulance takes us to the hospital very quickly.,救护车迅速把我们载去了医院。
Unit2,southwest,n.西南adj.西南方的,The southwest of America is very dry.,美国的西南方很干旱。
Unit2,painful,adj.痛苦的，疼痛的，费力的,My shoulder hurts - it's very painful.,我的肩膀受伤了，很痛。
Unit2,unemployment,n.失业，失业人数,I hate unemployment even more than I hate work!,相比工作，我更不喜欢失业。
Unit2,explanation,n.解释，说明,My professor always answers my questions with long explanations.,我的教授总是用很长的解释回答我的疑问。
Unit2,boom,"n. 隆隆声;  繁荣、景气;  激增;  vi. 发出低沉有回响的声音;  迅速发展, 蓬勃发展;  vt. 以低沉有回响的声音发出;  使迅速发展;  ","The bombs went off with a loud ""BOOM!"".",炸弹爆炸的时候发出隆隆的一声巨响 。
Unit2,process,n.过程，工序v.加工，处理,This project has been a long process. ,这个项目经历了一个很长的流程。
Unit2,demand,,We demand that you change your policy! ,我们要求你改变政策！
Unit2,debt,n.债，债务，欠债,How did I end up with so much credit card debt?,我怎么会有这么多信用卡债务啊？
Unit2,bush,n.灌木，灌木丛，矮树,Pick fruit from the bushes.,从灌木中摘下水果。
Unit2,editor,n.编辑，编者,My editor always corrects my writing mistakes.,我的编辑一直在改正我的拼写错误。
Unit2,quiz,n.小型考试，测验，问答比赛v.考查，盘问,I'm very knowledgeable. I'd be good on a quiz show. ,我学识渊博，我会在智力竞赛上有很好的表现。
Unit2,harmful,adj. 有害的,The smoke from the factories is harmful to our environment.,工厂排除的气体对我们的环境有害。
Unit2,attempt,"n. 尝试, 企图;  vt. 努力去做, 试图, 尝试;  ",The cat attempts to catch that fish!,那个喵星人试图抓到那条鱼！
Unit2,pretend,v.假装，装扮,I took a picture of her pretending to drive the car.,我拍了一张她假装开车的照片。
Unit2,sew,v.缝；干针线活,A sewing machine can sew so much faster than my hand.,缝纫机比手工缝制快多了。
Unit2,scene,n.景色，景象，舞台，(戏)一场,The sunset over the road created quite a beautiful scene.,道路尽头的日落创造了一幅唯美的景象。
Unit2,visual,adj.看的，看得见的，视觉的,The theater was equipped with modern audio visual equipment.,电影院配备着现代视听设备。
Unit2,humour,n. 幽默; 诙谐; 幽默感; 脾气; 心情;  vt. 迎合; 迁就; 使自己适应;  ,Women love men with a good sense of humour. ,女性喜欢有幽默感的男性。
Unit2,tyre,"n. 轮胎, 车胎;",A car needs four tyres to drive.,一辆汽车需要四个轮子来运作.
Unit2,media,n. 媒体; 媒质;,These days we get our information from all kinds of different media. ,如今我们从各种不同的媒体获取信息。
Unit2,agenda,n.议事日程,What topics should we put on the agenda for our afternoon meeting?,我们应该把哪些议题放入下午的会议议程中？
Unit2,concept,n. 概念，观念，设想,Let me explain the concept using this diagram.,让我用这个图表来解释这个设想。
Unit2,willing,adj.情愿的，乐意的n.愿意，情愿,We're willing and able to help the earthquake victims.,我们有意愿并且有能力去帮助地震灾民。
Unit2,application,n.运用；申请；应用程序,I use many applications on my cell phone and PC.,我在手机和电脑上使用很多应用程序。
Unit2,classic,n. 经典著作;  文豪;  优秀典范adj. 经典的;  古典的;  高雅的,"As a rich second generation, I prefer some classic furniture in my home.",作为一个富二代，我更喜欢古典一点的家具。
Unit2,conclude,v.推断，断定，结束,"After looking over the reports, she concluded that her idea didn't work.",在仔细看了报告后，她断定她的想法不管用。
Unit2,stand for,代表，象征,The Statue of Liberty stands for freedom and a better life for immigrants.,自由女神像是自由和移民们想要的好生活的象征。
Unit2,innocent,adj. 单纯的；清白无辜的,The baby is still innocent--he knows nothing of the evils of the world.,这个婴儿仍然单纯无知，不了解世上的丑恶。
Unit2,in favour of,prep.赞成；以…为收款人,I'm in favour of the new law.,我赞成新法律。
Unit2,favour,n/v.帮助，好感，赞成，偏爱,The white man did the red man a favour and helped him up.,这个白色的男人帮助这个红色的男人爬上来。
Unit2,contemporary,adj.同时代的，当代的n.同龄人，同时代的人,The design of this kitchen is so contemporary.,厨房的设计很现代。
Unit2,disagreement,n.分歧；意见不合；争执，争论；不同，差异,"A small disagreement turned into a big argument, then we broke up.",一个小分歧酿成一场争吵，最后我们分手了。
Unit2,publish,v.出版，刊印；公布，发布,They'll publish my book both electronically and in print.,他们会出版我的书，电子版和印刷版都有。
Unit2,consideration,n.考虑，思考；体贴，体谅，顾及 ,He gave my proposal due consideration.,他适当地考虑了我的提议。
Unit2,chat,v.闲谈，聊天n.闲谈，聊天,The women chat casually about their lives.,女人们随意地闲谈她们的生活。
Unit2,fog,n.雾；烟雾，尘雾,A misty fog floats above the trees.,模糊的雾气绕在树木的上方。
Unit2,contribution,n.贡献，投稿稿件，捐献物,Thanks to all of you for making a contribution to our charity.,感谢各位给我们慈善团体的捐献。
Unit2,analysis,n. 分析;  分解;  分析报告;  梗概;  ,Could you write up an analysis of how the market is moving this week?,你能写篇关于这周市场如何运作的分析报告吗？
Unit2,advertise,v.为…做广告，公告，公布,The man advertises his business to potential customers.,这个男人在为自己的公司做广告来赢取潜在客户。
Unit2,trolleybus,n. 无轨电车 ,We can take the trolleybus downtown.,我们可以乘坐无轨电车去市中心。
Unit2,as long as,只要,"As long as I keep exercising, I'll stay strong.",只要我坚持锻炼，我就会一直很强壮。
Unit2,current,adj.当前的，流行的n.(电，水，气)流，思潮,"""Is the news current?"" ""No, it's from yesterday.""",“这是最新的新闻吗？” “不，这是昨天的了。”
Unit2,incident,n.事件，事变,I have never seen such an unusual incident in my life.,我长这么大从没见过这么不同寻常的事件。
Unit2,citizen,n.市民，公民，居民,"Being responsible citizens, we should abide by the rules.",作为一个负责任的公民，我们应该遵守规则。
Unit2,nation,n.民族；国家,We live in a great nation!,我们住在一个伟大的国家！
Unit2,sex,n. 性；性别；色情v.区别…的性别,The form asks for your name and sex.,这张表需要填上您的名字和性别。
Unit2,announce,v.宣布，叙述，预示,They announced the start of the race by shouting loudly.,他们大喊着宣布比赛开始了！
Unit2,onto,prep.到…上；面向,His climbing partner helped him up onto the summit.,他的登山搭档帮助他爬上顶峰。
Unit2,load,n. 负载; 负荷; 工作量; 装载量; vi. 加载; 装载; 装货;vt. 使担负; 装载;,"Before the plane can take off, they need to load the cargo.",在飞机起飞前，他们需要装载货物。
Unit2,muddy,adj. 泥泞的；暗淡的；糊涂的v.使粘上烂泥；显得扑朔迷离,It'll take hours to drive down this muddy road.,驶过这段泥泞小路要花好几个小时。
Unit2,bomb,n.炸弹v.投弹于，轰炸,They found a bomb in someone's luggage at the airport.,他们在机场某个人的行李中发现了一个炸弹。
Unit2,delighted,adj.欣喜的，快乐的,She is delighted that she finished her work.,她很高兴她完成了工作。
Unit2,evidence,v. 证明n. 证据，迹,Keep every piece of evidence to help us solve the crime. ,保存每一条证据以帮助我们侦破犯罪案件。
Unit2,stand out,phr. 突出; 继续抵抗;,The bright light bulb really stands out from the rest.,那个明亮的灯泡从其他灯泡中脱颖而出。
Unit2,paparazzi,n.狗仔队(paparazzo的复数)无固定职业的摄影师,Wouldn't you get tired of being followed by the paparazzi everywhere?,被狗仔队到处跟着，你不会烦吗？
Unit2,photographer,n.摄影师 ,The photographer is taking pictures with a camera.,摄影师在用照相机拍照。
