units,words,mean_cn,sentence,sentence_tra
Unit3,actress,n.女演员,The beautiful actress loves the attention she gets from her fans. ,这个漂亮的女演员很享受来自粉丝的关注。
Unit3,badly off,穷的；缺少的,"They are so badly off, they can't afford food or shelter.",他们如此穷困，负担不起食品和住宿费用。
Unit3,rhythm,n. 节奏;  韵律; 格律;  ,"""I love the rhythm of this piece, the drumming especially.""",我很喜欢这段节奏，尤其是鼓点部分。
Unit3,direct,"vi. 指导;  引路, 当向导;  导演;  领唱;  adj. 笔直的;  直接的;  率直的;  vt. 指导, 引导;  管理;  导演;  adv. 直接地, 径直地;  ",The direct flight is more time-saving than transit flight. ,直达航班比中转航班更省时。
Unit3,charming,adj.迷人的；妩媚的；娇艳的；好极了的,The princess in that movie was very charming.,那部电影里的公主很迷人。
Unit3,worn,adj.疲倦的；用旧的,I love these old shoes but they're too worn now: I need to buy a new pair.,我喜欢这双旧鞋，真可惜它们已经穿坏了，所以我得去买双新的了。
Unit3,performer,n. 表演者,"The performers in the play were wonderful, simply wonderful!",戏中的表演者们太棒了，就是棒！
Unit3,whisper,"n. 低声细语;  悄悄话;  vi. 耳语, 密谈;  vt. 低声低语地讲;  私下说;  ",They are whispering as they are talking about gossips.  ,她们在窃窃私语地谈论着他人的八卦。
Unit3,mountainous,adj. 多山的;  巨大的;  ,We were warned about the dangers of high elevation in the mountainous areas.,我们被警告说去多山地区高海拔的地方很危险。
Unit3,convince,v. 使信服，使确信,"It was tough, but I finally convinced the businessmen to use my idea.",这很难，但我最终说服了那个商人来用我的点子。
Unit3,astonish,v.使惊讶，使吃惊,I was astonished by all the gifts I received for my birthday. ,生日收到的这些礼物让我大吃一惊。
Unit3,homeless,n. 无家可归者;  adj. 无家的;  ,We should help homeless people.,我们应该帮助无家可归的人。
Unit3,stiffly,adv．僵硬地,My nervous boyfriend sat stiffly on the sofa.,我紧张的男友在沙发上坐得笔直。
Unit3,confidence,"n. 信任;  自信, 信心;  adj. 骗得信任的;  ",Sister Feng has so much confidence in herself!,凤姐对自己充满了自信！
Unit3,switzerland,n. 瑞士;  ,"Switzerland is a central European country famous for chocolate, cheese, watches, and mountains.",瑞士是一个欧洲中部的国家，以巧克力、奶酪、手表和山脉而闻名。
Unit3,worn-out,adj．磨破的；穿旧的,I can't wear these worn-out shoes any longer!,我不能再穿这些破旧的鞋子了。
Unit3,punchline,n．故事、笑话等中的妙语；关键语,That joke's punchline was so funny!,那个笑话真好笑！
Unit3,subtle,"adj. 淡淡的, 淡雅的;  精细的;  精妙的;  狡诈的;  ",She didn't like her makeup to be too obvious; she kept it as subtle as possible.,她不喜欢妆化得太明显了，她化得尽量细致微妙。
Unit3,moustache,"n. 小胡子, (哺乳动物的)触须;",That moustache makes you look ridiculous; please shave it off.,那个小胡子让你看起来很荒诞，请把它刮掉。
Unit3,detective,n.侦探，私人侦探,A detective must know how to see through people's lies.,侦探必须知道如何看穿人们的谎言。
Unit3,pancake,n. 薄烤饼，粉饼,"In the west, they like to eat pancakes for breakfast.",在西方，人们早餐喜欢吃薄烤饼。
Unit3,particular,adj.特殊的；特定的；特别的；不寻常的；挑剔的 n.详细情况,I chose five particular people out of the crowd.,我从人群中选出了五个与众不同的人。
Unit3,slide,n. 滑行;  下落;  滑面;  幻灯片;  vi. 滑动;  滑倒;  滑落;  下跌;  vt. 使滑动;  使滑入;  ,My kids laugh as they slide down the flume ride.,我的孩子们笑着从水滑道滑下来。
Unit3,react,v.起反应，有影响，对......做出反应,Different people react differently when shown a horror movie.,看恐怖电影时不同的人有不同的反应。
Unit3,mess,n.凌乱状态，混乱状态；肮脏，污秽；困境v.弄脏，弄乱；浪费时间,My children love creating a mess.,我的孩子们喜欢制造混乱。
Unit3,explanation,n.解释，说明,My professor always answers my questions with long explanations.,我的教授总是用很长的解释回答我的疑问。
Unit3,outstanding,adj.显著的，突出的，杰出的,His outstanding ability allowed him to win the contest.,他杰出的能力使他赢得了竞赛。
Unit3,snowstorm,n.暴风雪,The snowstorm caused the roads to be a little dangerous. Be careful!,暴风雪使得公路变得很危险。当心！
Unit3,leather,,He wore a hat made of leather.,他戴着一个皮帽子。
Unit3,overcome,"vi. 得胜, 征服;  vt. 战胜;  克服;  压倒;  ",He can overcome the challenge if he tries hard enough.,如果他努力尝试，就能战胜困难。
Unit3,comedy,n. 喜剧;  ,She was amused by comedy and laughed like a idiot.   ,她被喜剧逗得像傻X一样地笑。
Unit3,astonishing,adj. 惊人的,The girls found an astonishing treasure in the chest. ,女孩们在箱子里找到了一个惊人的珍宝。
Unit3,porridge,n.粥，麦片粥,I ate a bowl of porridge for breakfast. ,我早餐吃了一碗粥。
Unit3,occasion,n.场合，时刻，时机，机会,The cake was cut and beer was served on the occasion.,这时候（大家）切开了蛋糕并喝起了啤酒。
Unit2,sunburnt,adj. 晒黑的;,"After having fallen asleep in the sun, I woke up to find that I was sunburnt.",在太阳底下睡着后，一醒来发现我被晒黑了。
Unit2,decade,n.十年，十年间,"On your tenth birthday, you have had one decade in this world.",在你十岁生日时，你在这个世界上有了一个十年。
Unit2,focus,,Make sure your subject is in focus before taking the photo.,拍照前要确保你的物体对焦。
Unit2,rid,v.使摆脱，使去掉　,Thank god! Finally I have gotten rid of all my debts.,谢天谢地！我终于摆脱了全部债务！
Unit2,producer,n. 生产者; 制作者; 出产地; (电影)制片人; ,The USA is a major global producer of grain.,美国是世界主要粮食生产国之一。
Unit2,skim,v.浏览，略读，掠过，抹去,The sea bird skims the water's surface for a fish.,海鸟在捕鱼时轻轻掠过水面。
Unit2,fertile,adj.肥沃的；多产的,These fertile fields will give us a lot of food.,这些肥沃的田地给了我们丰盛的食物。
Unit2,personality,n. 个性，人物，人格,"I thought she was nice, but her real personality is much meaner.",我以为她人很好，但是原来她真实的性格讨厌得多。
Unit2,crop,n.作物，庄稼；(谷类等的)一熟收成；一批，大量,We'll have a good crop this year--look at how big the plants are already.,今年我们将会有一个好收成--看这些作物已经这么大了。
Unit2,occupation,n.占领，占据；占用；职业，工作,What kind of work occupation will you choose?,你会选择什么职业？
Unit2,reduce,v.减少，减小，降低，精简,I have reduced my weight by a few kilos.,我已经减了几公斤体重。
Unit2,pest,n. 讨厌的人(或东西);  害虫;  ,Pests are those irritating and harmful insects. ,害虫就是那些讨厌又有害的昆虫。
Unit2,output,"vt. 生产, 出产, 制造;  输出;  vi. 生产, 出产, 制造;  输出;  n. 产量;  作品;  输出;  ",The oven's output is 48 loaves per hour.,这个烤炉的产量是一小时48条面包。
Unit2,bacteria,n.  【微生物学】细菌;  ,You need a magnifier to observe the bacteria on your hand. ,你需要放大镜来观察手上的细菌。
Unit2,equip,v.装备；配备,We equip our soldiers with the best weapons we can find.,我们为士兵装配了所能找到的最好武器。
Unit2,would rather,宁愿；宁可,"I know the apple is healthier, but I would actually rather have the cake.",我知道苹果更健康，但我实际上更喜欢蛋糕。
Unit2,sorghum,n. 高粱；[作物] 蜀黍；甜得发腻的东西,Fermented sorghum grain is used to make maotai and other expensive liquors.,发酵的高粱颗粒被用来酿制茅台和其他名贵白酒。
Unit2,soil,,The plants emerge from the soil.,植物破土而出。
Unit2,keep...free from/of,使……免受(影响、伤害等)；使……不含(有害物),I wipe the cupboards every week to keep them free from dust and dirt.,我每周都擦橱柜，以免灰尘影响。
Unit2,underline,v.划线于…之下，强调,"I go over the book, underlining the most important points.",我读了这本书，把重要部分都做了下划线。
Unit2,circulate,v.使循环,"The air circulates around the room, making it more pleasant.",室内空气循环使这间房子更舒适。
Unit2,comment,n. 注释;  评论;  议论; vi. 作注解;  进行评论; vt. 为…作评语;,Her friends commented on her post.,她的朋友评论了她的状态。
Unit2,mineral,n. 矿物，矿物质adj. 矿物的,Salt is one of the most important minerals for life.,盐是对生命最重要的矿物质之一。
Unit2,grain,n.谷物种子，谷物，纹理v.使成粒状,Grains like wheat are used to make bread.,像小麦这样的谷物是用来做面包的。
Unit2,be satisfied with,对……感到满意,We're all very satisfied with the work you've done for us.,你为我们做的工作，我们都感到非常满意。
Unit2,Vietnam,n．越南(东南亚国家),Vietnam won a major war against America in the 60s and 70s.,在60和70年代的抗美战争中，越南胜利了。
Unit2,thanks to,幸亏；由于；因为,It's only thanks to my rescuer that I am still alive.,多亏了我的救命恩人，我才能活下来。
Unit2,lead to,导致，导向,Eating like that will surely lead to obesity.,像这样吃是一定会导致肥胖症的。
Unit2,therefore,"adv. 因此, 所以;  ","The criminal was caught, therefore he went to jail.",罪犯已经被抓住了，因此他被送入了监狱。
Unit2,fertilizer,n. 肥料,The farmer used fertilizer to improve his crop production. ,农民用肥料来提高作物产量。
Unit2,discovery,n.发现；被发现的事物,Everyone was taken aback by the boy's discovery of a new flower.,每个人都对这个小男孩发现一种新的小花感到吃惊。
Unit2,production,n.生产，产量，生产过程；上演的戏,Car production is a difficult and complicated process.,汽车生产是个困难复杂的过程。
Unit2,regret,"n. 懊悔;  vt. 懊悔, 后悔;  抱歉;  ",I really regret not finishing school.,我好后悔没有完成学业。
Unit2,struggle,,It was a long struggle to get to the top of the mountain. ,爬上山顶这可真是漫长的挣扎啊。
Unit2,chemical,adj.化学的n.化学制品 ,Watch out--if you mix those chemicals together they will explode!,小心！如果你把这些化学制品混合在一起会爆炸的！
Unit2,nutrition,n.营养，营养学,I try to eat healthy foods that have good nutrition.,我尽量食用富含营养的健康食品。
Unit2,disturbing,adj.令人不安的；烦扰的,His snoring is very disturbing.,他的鼾声实在是太烦人了！
Unit2,export,v.输出，出口n.输出品，出口,"With sea and air travel, countries can export products anywhere they want.","有了航空和航海运输,各国可以出口商品到任何想去的地方。"
Unit2,strain,n. 负担，紧张v. 拉紧,Taxes are too high--I can't handle the strain.,税收太高了，我承受不起这么大的负担。
Unit2,focus on,n.以...为焦点；集中于,She focuses hard on her work.,她非常专注于她的工作。
Unit2,build up,phr. 逐步增加(增强),I work out all day so I can build up my muscular strength.,我每天都运动，以增强肌肉力量。
Unit2,confuse,v.使混乱，混淆，使迷糊 ,Do computers confuse you as much as they do me?,电脑是不是把你搞得和我一样混乱？
Unit2,hunger,n./v.饥饿；渴望　,I hope this sandwich is as big as my hunger!,我希望这个三明治能正好满足我巨大的饥饿感！
Unit2,organic,adj.有机的，器官的，组织的,"I hate studying organic chemistry, but I must if I want to become a doctor.",我讨厌学有机化学，但如果我想成为一个医生的话，我就必须学。
Unit2,expand,vi. 膨胀;  展开;  进一步阐述;  变得和蔼可亲;  vt. 扩大;  使伸开;  详细展开;  ,"As the boy blows air in, the balloon expands.",随着男孩儿往里吹气，气球膨胀了。
Unit2,peanut,n.花生,Peanuts are a healthy and delicious snack. ,花生是健康美味的小吃。 
Unit2,root,n.根部，根源，词根v.生根，使固定,The tree's roots bring water in from the soil.,树根从泥土中汲取水分。
Unit2,summary,n.摘要，总结adj.扼要的，立即的，快捷的,Could you please give a short summary of your project?,你能给我一个你计划的概括吗？
Unit2,freedom,n.自由，自主,We have the freedom to do whatever we want with our lives.,我们有自由去做任何我们想做的事情。
Unit2,battle,n.战役；斗争v.作战,The battle between good and evil never ends.,正义与邪恶的斗争从未结束。
Unit2,super,n.不重要的角色，冗员adj.极好的；超级的adv.非常地,"Superman has all kinds of super powers, like flying and super strength!",超人有各种各样的超能力，比如飞行和超级大力。
Unit2,nationality,n.国籍，民族,People of all nationalities come together for the Olympic Games.,所有国家的人们为奥运欢聚一堂。
Unit2,statistic,n.统计量；统计数值adj.统计的；统计学的,100% of men are stupid? I don't believe that statistic!,100%的男人都很蠢？！我不相信这个统计数据。
Unit2,hybrid,n.杂种，混血人adj.混合的，杂种的,This hybrid's ancestors must have a strange history!,这个混种的祖先们一定有一段奇怪的历史。
Unit1,childhood,n.童年，幼年,My childhood was a happy and innocent time - I was lucky.,我的童年是一段快乐天真的时光，我很幸运。
Unit1,observe,v.注意；观察；遵守,She observes the liquid very carefully.,她观察液体时十分仔细。
Unit1,institute,"n. 学会;  学院, 专科学院, 研究院;  vt. 建立, 设立, 制定;  ",This institute has trained many excellent doctors.,这个研究所已经培育出了许多优秀的医生。
Unit1,human being, n. 人,"Whatever our color and whatever language we speak, we're all human beings.",无论我们是什么肤色说什么语言，我们都是人类。
Unit1,connection,"n. 连接;  连接物;  联系, 关系;  ",Each one of these wires is an Internet connection.,这些线缆中的每一条都是一个互联网连接。
Unit1,crowd,n. 人群;  民众;  一大堆;  观众;  vi. 聚集;  涌向;  急速前进;  vt. 推挤;  塞满;  使拥挤不堪;  ,There was a large crowd of people at the concert. ,音乐会有很多人。
Unit1,argument,n.争论，辨论；论据，论点,We had an argument about which movie to watch. ,就为了到底看哪部电影我俩争论了半天。
Unit1,welfare,n.幸福；福利,She worked for the welfare of others.,她为他人的幸福而工作。
Unit1,sickness,n.疾病；呕吐；弊病,Her sickness caused frequent nosebleeds. ,她的病导致她频繁地流鼻血。
Unit1,rate,n.比率，速度，价格v.评估，被评价,My heart was beating at a normal rate.,我的心脏以正常速率跳动着。
Unit1,determination,n.决定；确定；决心,It takes determination and willpower to run a long race.,长跑需要决心与耐力。
Unit1,deliver,v. 发表(演讲），递送，分娩,Please deliver the package to the front door.,请从前门送快递。
Unit1,nest,n. 巢;  温床;  vi. 筑巢;  vt. 为…筑巢;  ,Most birds lay their eggs in their nests.,大多数鸟儿把蛋生在它们的巢穴里。
Unit1,intend,v.想要，打算，企图,"Hi, cat, what do you intend to do - eat me, or just watch me?",嗨，小猫，你想干吗？吃掉我还是只是看着我。
Unit1,project,n.计划，方案，工程v.伸出，投影，规划,The construction project is moving quickly.,这个建筑工程进展迅速。
Unit1,outspoken,adj.直言的，坦率的,"He was too outspoken, so she taped his mouth shut.",他说话太直了，所以她封住了他的嘴。
Unit1,carry on,v.继续开展，坚持，举止失常,Don't stop what you were doing; carry on.,不要停止你现在做的事情，继续。
Unit1,come across,phr. 遇到;,I always see opportunity when I come across another businessman like me.,每次遇到像我这样的生意人时，我都会看到商机。
Unit1,audience,"n. (演讲、音乐会等的)听众, 观众;  正式会见;  拥护者;  ",We invite students from drama schools to be our audiences.,我们请了戏剧学校的学生来我们节目当观众。
Unit1,considerate,adj. 考虑周到的；体贴的,My mother is always considerate of other people's feelings. ,我妈妈总是很照顾别人的感受。
Unit1,refer,v. 参看，涉及，归因于，托付,When cooking a new recipe I always refer to the cookbook.,在烹饪新菜时我总要查阅烹饪书。
Unit1,argue,v.争论，争辩，辩论,The workers argue about whose fault the mistake was.,员工们在争论错误是谁犯的。
Unit1,inspire,v. 使生灵感；启示；激发,Seeing the sunrise on the mountain top really inspired me.,看着太阳从山顶升起对我是很大的激励。
Unit1,refer to,参考；涉及；指的是；适用于；谈到  ,"I can't cook, so I refer to books to teach me how.","我不会做饭,所以我通过查书来学习。"
Unit1,campaign,,Many people came to support the president's campaign.,很多人都来这儿支持总统的竞选活动。
Unit1,entertainment,n. 娱乐；招待，款待,We go to the movies for some entertainment.,我们的娱乐方式是看电影。
Unit1,specialize,v.专门研究，专门从事,He specializes in fixing computers.,他专门从事修电脑这一行。
Unit1,chimp,n．(非洲)黑猩猩,Chimps love to swing around high above the jungle.,黑猩猩爱在树林高处荡来荡去。
Unit1,consideration,n.考虑，思考；体贴，体谅，顾及 ,He gave my proposal due consideration.,他适当地考虑了我的提议。
Unit1,crowd in,(想法、问题等)涌上心头； 涌入脑海；挤入,The audience crowded in around the singers.,听众们挤在了歌手们的周围。
Unit1,observation,n. 观察;  注意;  评论;  遵守;  ,Telescope observation revealed many secrets about the new star.,望远镜观测揭开了关于这颗新恒星的许多秘密。
Unit1,landmine,n. 地雷（等于land mine）,Don't touch this landmine - the explosion will kill you!,不要碰这个地雷——你会被炸死的！
Unit1,support,,My father gives me a lot of love and support. ,我的父亲给予我很多爱与支持。
Unit1,look down upon/on,蔑视；瞧不起,They look down on me because I haven't worked here as long as they have.,他们瞧不起我，因为我在这工作时间没他们长。
Unit1,achievement,n.成绩，成就；实现，完成,Graduating from university in such a short time is a major achievement.,在这么短时间内从大学毕业是很大的成就。
Unit1,kindness,n.仁慈，亲切；好意；友好行为,She showed kindness to her cat.,她对她的猫很好。
Unit1,shade,n.荫；遮光物；阴凉处；阴影v.荫蔽,It's so pleasant to rest here in the shade of the tree!,在树荫下休息太舒服了。
Unit1,inspiration,n.灵感；鼓舞人心的人(或事物)；妙计，好办法,I come to the mountains to find inspiration and enlightenment.,我来山里寻找灵感和启迪。
Unit1,bond,"n. 束缚物, 联结物;  凝聚力;  债券;  保释金;  vi. 结合;  团结一致;  ",Family members have a strong bond. You can never tear them apart.,家庭成员之间有着坚实的凝聚力，你永远也不能拆散他们。
Unit1,generation,n. 一代;  一代人;  生育;  产生;  拷贝;  ,"My family includes three generations of people: my parents, myself, and my kids.",我们家三代同堂：我的父母、我还有我的孩子们。
Unit1,behavior,n.行为，举止，态度,His behavior in class has improved a lot over the past month.,在过去的一个月里他在班里的举止改善很多。
Unit1,emergency,n. 紧急情况，突发事件,It's an emergency: get her to the hospital as soon as possible.,情况紧急，尽快送她去医院。
Unit1,worthwhile,adj.值得(花时间、精力)的，合算的,"I hate the job, but the money makes it worthwhile.",我恨这个工作，但是钱让它值得花时间和精力去做。
Unit1,Quaker,n.夸克党；教友派信徒,The Quakers are a religious movement whose first tenet is non-violence.,夸克党是个宗教运动，一开始它的教义是非暴力的。
Unit1,organization,n.组织体制；团体；机构,"In our organization, everyone takes orders from me - is that clear?",在我们的组织中，每个人都听令于我——明白了吗？
Unit1,behave,v.举动，运转；举止端正(或良好、适当),"""Now, you behave at school!"" shouted the angry father.",“现在，你给我在学校好好表现！”愤怒的父亲咆哮道。
Unit1,specialist,n. 专家; 专科医生;  adj. 专家的; 专业的;  ,Be relaxed! We are specialists for plastic surgery! ,放心吧！我们可是整容专家！
Unit1,respect,v. 尊敬，敬重n. 敬重，尊敬；方面,Japanese people show respect by bowing.,日本人通过鞠躬来表达尊重。
Unit1,career,n.职业，事业，生涯，经历,She has built her career as a businesswoman.,她以一个女商人的身份开始了职业生涯。
Unit5,various,adj.各种各样的，不同的,We saw various types of fish during our dive.,在潜水时我们看到了各种各样的鱼。
Unit5,joust,n.竞技；厮打v.进行马上长矛比武；竞争,The two men are jousting.,这两个人在进行马上长矛比武。
Unit5,jungle,n. 丛林,The elephants take us deeper into the jungle.,大象们带我们深入丛林。
Unit5,tournament,n.锦标赛，联赛；比赛,The basketball tournament will end with a single winner.,这次篮球联赛会只有一个获胜队伍。
Unit5,settler,n.移民者,The settlers traveled very far.,这些移民者经历了长途跋涉。
Unit5,craftsman,n. 工匠；手艺人；技工,The old craftsman is concentrating on his art work.,这个年迈的工匠正专注于自己的艺术作品。
Unit5,advance,v. 提升，提前n. 前进，增长，接近,I'd like to advance as high up in this company as possible.,我想在这座公司里尽可能地爬高。
Unit5,fantasy,"n. 幻想;  幻想作品;  vi. 奏幻想曲;  vt. 想像, 幻想;  ",My greatest fantasy is to be showered in money.,我最大的幻想就是沐浴在钞票里。
Unit5,bald,adj.秃头的,"Wait, why am I combing my hair?--I'm bald, I don't have any hair.",等等，我为什么要梳头？我是秃头，我根本没有头发。
Unit5,souvenir,n.纪念物，纪念品,I bought this flag as a souvenir on my trip.,我在旅途中买了这面旗子作为纪念品。
Unit5,admission,n. 准许进入;  进入权;  入场费;  录用;  承认;  确认的事实;  ,"Sorry, no admission - you can't come in!",抱歉，未经允许，不得入内！
Unit5,outing,n.远足；短途旅游,On summer weekends we try to arrange a family outing to the beach.,夏季周末，我们打算计划一次全家出游去海边。
Unit5,tourism,n.旅游，旅游业,The beach is a popular location for tourism.,海边是旅游胜地。
Unit5,pirate,n. 海盗;  剽窃者;  vt. 以海盗方式掠夺;  剽窃;  ,We're going to dress up as pirates for the costume party.,我们在化装舞会中要打扮成海盗的样子。
Unit5,minority,n. 少数; 少数民族; 未成年;  adj. 构成少数的;  ,These ethnic minorities wear colorful clothes.,少数民族穿着颜色各异的服饰。
Unit5,amusement,n. 娱乐,Going on amusement park rides terrifies me.,还要再玩这种游乐设施，我受不了啊！
Unit5,athletic,adj.运动的，体育的，强壮的,The athletic man runs for long distances without needing to rest.,运动员可以跑很长距离并且不用休息。
Unit5,preserve,v.保护，保存,This mosquito will be preserved for thousands of years!,这只蚊子能够保存上千年！
Unit5,roller coaster,n.过山车,Let's go to the amusement park and take a ride on the roller coaster!,我们去游乐园玩过山车吧！
Unit5,creature,n.人；生物；动物,"Is your favorite creature the dog, cat, or rabbit?",你最喜欢的动物是狗，猫还是兔子？
Unit5,translator,n.翻译者；翻译器,This electronic translator is easy to use.,这个电子辞典非常好用。
Unit5,shuttle,,The shuttle will take us to the airport.,机场大巴会接我们去机场。
Unit5,attraction,n.吸引，吸引力，具有吸引力的事物(或人),"As soon as we met, there was an instant attraction between us.",我们一见面，我们之间瞬间就有一种吸引力。
Unit5,carpenter,"n. 木匠, 木工;  ",The carpenter works on the house.,木匠从事房屋（建造）工作。
Unit5,diver,n. 潜水员;  ,"If you want to be a deep sea diver, you'll have to practice.",如果你想成为一名深海潜水员，你需要练习。
Unit5,knight,n. 骑士,The knight protected our village from intruders. ,骑士保护我们的村庄免于入侵。
Unit5,cloth,n.布；衣料；桌布,This cloth has a beautiful design. ,这匹布设计得很漂亮。
Unit5,theme,n. 主题;  主旨;  作文;  adj. 主题的;  ,The birthday party has a clown theme.,这个生日派对的主题是扮小丑。
Unit5,sunlight,n. 日光，阳光 ,The sunlight brightens the green field.,阳光照亮了绿地。
Unit5,get close to,接近,Me and my best friend like to get close to each other.,我和我最好的朋友喜欢互相亲近。
Unit5,be modelled after,根据……模仿；仿造,My young son's behaviour is all modelled after Einstein's.,我小儿的行为几乎都是模仿的爱因斯坦。
Unit5,swing,"n. 摇摆;  摆幅;  转弯;  打击;  旋律;  vi. 摇荡;  来回摆动;  转动;  转向;  vt. 使摇摆;  使转动;  使, 转向;",He swings in the forest from tree to tree.,他在丛林树间荡来荡去。
Unit5,come to life,活跃起来,Zombies are dead people come to life.,丧尸是复活的死人。
Unit5,fairy tale,神话故事；童话,Only in fairy tales do frogs turn into princes!,只有在童话故事中青蛙才能变成王子。
Unit5,freeway,n.高速公路,I'm happy when I get on the freeway because I don't have to wait for traffic lights.,上高速时我开心极了，因为我再也不用等红灯了。
Unit5,sneaker,n. 鬼鬼祟祟的人; 运动鞋; ,"My yellow sneakers are comfortable, fit my feet, and look good!",我的黄色运动鞋很舒服，合脚又好看！真棒！
Unit5,deed,n.行为；功绩；契约,In his superhero identity he could do brave and difficult deeds.,以他超人的身份他能做到勇敢并且困难的事。
Unit5,length,n.长，长度,I use a tape to measure the length of the wood.,我用卷尺测量木头长度。
Unit5,in advance,提前，预先,It's hard to tell what the weekend's weather will be in advance.,提前预告周末的天气很困难。
Unit5,whichever,pron. 无论哪个； 无论哪些,I will have whichever drink is most delicious.,无论哪种饮料，只要是最好喝的就行。
Unit5,wherever,adv.无论在哪里,"Wherever you want your package to go, we can deliver it.",无论你想让你的行李去哪儿，我们都能传送。
Unit5,advanced,adj.先进的，高级的,This science seems to be too advanced for him!,看起来科学对他来说太难（高级）了。
Unit5,be famous for,以……而闻名,Einstein was famous for funny hair as well as physics.,爱因斯坦有趣的头发跟他的物理学一样出名。
Unit5,central,adj.中心的；主要的,We should all meet at a central point. ,我们都应该去中心点那碰头。
