Units,words,mean_cn,sentence,sentence_tra
Unit4,tense,vi. 拉紧;  adj. 拉紧的;  (神经)紧张的;  vt. 使拉紧;  n.   时态;,I feel so tense - I have to handle so many problems without making a mistake!,我觉得好紧张，我得处理好多问题还要保证不出错。
Unit4,beat,v.敲打；打败；心跳；搅拌n.敲打；拍子,I beat the meat flat so we can make hamburgers.,我砸平这块肉，我们就能做汉堡了。
Unit4,arrange,vi. 达成协议;  做安排;  vt. 整理;  把…归入一类;  筹备;  达成…的协议;  ,I can arrange my toys so that they all fit in a box.,我把玩具都整理好，这样它们就能都放在一个盒子里。
Unit4,record,n.档案v.记录，把（声音，图像）录下,The video camera will record our interview. ,这部摄影机会记录我们的访谈。
Unit4,studio,n.工作室；录音室；摄影棚,I record all kinds of music in my recording studio.,我在录音室里录制各种各样的音乐。
Unit4,gasp,n. 喘气; 透不过气;  vi. 喘气;  渴望;  vt. 气喘吁吁地说出;  ,"""Wait a second, let me catch my breath,"" he gasped.",“等一下，让我喘口气，” 他气喘吁吁地说。
Unit4,contestant,n.竞争者，争论者,The contestants made a dash for the finishing line.,竞争者冲向终点线。
Unit4,suspend,v.吊；悬挂；中止；推迟,The bat is suspended by its legs from the branch.,蝙蝠用腿把自己悬挂在树枝上。
Unit4,trend,"n. 趋势;  时尚;  vi. 伸向, 走向;  转向;  vt. 使趋向;  ",The new trend is for girls to wear very colorful clothing.,女孩儿们现在流行穿多彩的服饰。
Unit4,seat,,This theater only has sixty seats.,这个电影院只有六十个座椅。
Unit4,achieve,v. 完成，达到,I finally achieved my goal of winning the race.,我赢得了跑步比赛，终于达成了我的夙愿。
Unit4,whisper,"n. 低声细语;  悄悄话;  vi. 耳语, 密谈;  vt. 低声低语地讲;  私下说;  ",They are whispering as they are talking about gossips.  ,她们在窃窃私语地谈论着他人的八卦。
Unit4,faint,"n. 晕厥, 昏倒;  vi. 昏倒, 晕厥;  变得模糊;  adj. 虚弱的;  缺乏勇气, 懦弱的;  模糊的;  ",The hot weather made him faint. ,炎热的天气使他晕倒了。
Unit4,clap,,My coworkers clapped their hands to congratulate me.,我的同事们拍手祝贺我。
Unit4,cameraman,n. 摄影师；照相师；摄影记者,The camerman wanted to record everything I said and did.,摄像师想录下所有我说的话和做的动作。
Unit4,director,n.指导者，主任，导演,The movie's director works the actors to death.,这位电影导演让演员们工作累得要死。
Unit4,cue,n. 提示;  刺激;  球杆vt. 给…提示;  ,"In pool, you hit the ball with the cue.",在撞球运动里，你要用球杆去击球。
Unit4,boom,"n. 隆隆声;  繁荣、景气;  激增;  vi. 发出低沉有回响的声音;  迅速发展, 蓬勃发展;  vt. 以低沉有回响的声音发出;  使迅速发展;  ","The bombs went off with a loud ""BOOM!"".",炸弹爆炸的时候发出隆隆的一声巨响 。
Unit4,digital,adj. 数字的，计数的,A digital stopwatch is very precise.,电子秒表很精确。
