Modules,words,mean_cn,sentence,sentence_tra
Module5,zinc,n. 锌;  vt. 镀锌于…;  ,Zinc is a very strong metal. ,锌是一种非常强烈的金属。
Module5,mixture,n.混合，混合物,This selection contains a mixture of different fruits.,这一份是很多水果的混合物。
Module5,partial,adj. 不公平的;  部分的;  偏爱的;  ,The partial eclipse obscured less than half the moon's surface.,月偏食遮盖了月球不到一半的面积。
Module5,potassium,n. 钾,Bananas are a great source of the mineral potassium.,香蕉是很好的钾来源。
Module5,ordinary,adj.普通的，平常的，平凡的,I'm just an ordinary man.,我只是一个再平常不过的男人。
Module5,rust,n.锈v.生锈，氧化,Soon this old car will be nothing but rust.,很快这辆旧车就会变成一堆铁锈。
Module5,oxide,n.氧化物,The air causes iron oxide to form on these bolts.,和空气接触导致螺钉上生成了铁的氧化物。
Module5,expand,vi. 膨胀;  展开;  进一步阐述;  变得和蔼可亲;  vt. 扩大;  使伸开;  详细展开;  ,"As the boy blows air in, the balloon expands.",随着男孩儿往里吹气，气球膨胀了。
Module5,tongs,n.夹子，钳子v.用钳子(夹),"Use the tongs to grab your salad, silly, not your hands!",用夹子取沙拉，傻瓜，不是用手啦！
Module5,equipment,n.设备；器材；装置,He brought special equipment to fix the water leak.,他带了特殊器械来修理漏水。
Module5,steam,,The first trains were powered by steam.,第一辆火车是蒸汽驱动的。
Module5,copper,n.铜，铜色，铜币,"In the US, copper coins are worth one cent.",在美国，铜币值一分钱。
Module5,reaction,n.反应，生理反应，反应能力,Everyone had a strong reaction to the horror movie.,每个人对恐怖电影都会产生强烈的反应。
Module5,facility,n.设施（车间等），设备，便利,This facility contains many different kinds of products.,这间车间有很多不同种类的产品。
Module5,astonished,adj. 诧异; 吃惊的;,My mother was astonished by my new haircut.,我妈妈被我的新发型惊倒了。
Module5,calcium,n.钙,Milk is healthy because it has lots of calcium.,牛奶含有很多钙，所以很有营养。
Module5,lecture,n. 讲演; 讲课; 讲座;  vi. 讲演;  vt. 向…讲演;  教训;  ,He delivered a series of lectures on the current market trend.,他发表了一系列对于当前市场趋势的讲座。
Module5,form,n.形状，表格；形体v.形成,You can walk quicker and easier if your movements have correct form.,如果你的动作正确，你就能走得更快更轻松。
Module5,aim,v. 瞄准；旨在n. 目标；对准,Aim a little above the target if you want to hit it.,如果你想击中靶子，在瞄准的时候往上一点。
Module5,boil,v. 开，沸腾,As the water boils it gives off steam.,蒸汽随着水的沸腾冒出来。
Module5,dissolve,v.使溶解，使解散；废除,This tablet dissolves in water.,这片药在水中溶解。
Module5,electricity,n. 电力;  电流;  电学;  ,Pikachu has an ability to generate electricity.,皮卡丘会放电。
Module5,oxygen,n. 氧气 ,We must breathe oxygen to live.,我们必须吸进氧气来生存。
Module5,sodium,n.[化学] 钠（11号元素，符号 Na） ,"Chemically, salt is sodium chloride.",从化学层面讲，盐就是氯化钠。
Module5,electrical,adj. 有关电的；电气科学的,The kettle is heated by electrical power.,这个水壶是用电力加热的。
Module5,react,v.起反应，有影响，对......做出反应,Different people react differently when shown a horror movie.,看恐怖电影时不同的人有不同的反应。
Module5,conclusion,n.结论，推论；结束,The ceremony marked the conclusion of our university education.,毕业仪式标志着我们大学的结束。
Module5,magnesium,n.镁,Magnesium is commonly used in fireworks. ,镁在烟花中被广泛使用。
Module5,float,n. 漂浮物;  vi. 漂浮;  散布;  漂泊;  vt. 使漂浮;  散布;  ,My will power makes me float in the air.,我的意志力让我漂浮在空中。
Module5,balance,n. 天平;  平衡;  权衡; 平静;  和谐; 余额;  vi. 保持平衡;  vt. 使平衡;  补偿;  ,Walking the tight rope requires a strong sense of balance.,走钢丝需要很强的平衡感。
Module5,department,n.部门；系；购物区,You can find all our men's shirts in the Men's Department.,你能在男装区找到我们全部的男士衬衫。
Module5,used to,过去（常常）……,He's used to being in high places.,他习惯呆在高处。
Module4,hometown,n.故乡,My hometown is a small village in the countryside.,我的家乡是这个国家里一个很小的村庄。
Module4,pretty,adj.漂亮的，标致的adv.相当地，很,"Wow, she's pretty! Does she have a boyfriend?",哇哦，她真漂亮！她有男朋友吗？
Module4,approach,,The elephants are approaching us.,一群大象正在靠近我们。
Module4,fascinating,adj.迷人的，有极大吸引力的,There are a lot of fascinating things to be found on the internet.,互联网上有很多吸引人的东西。
Module4,gorgeous,adj. 绚丽的;  极好的; 令人愉快的;  ,The costumes are gorgeous in this TV series. ," 这部电视剧里的戏服十分绚丽。（可惜大部分时间都只看到大头>.<）	"
Module4,local,adj.当地的，本地的，局部的 ,The local people have their own clothing and culture.,当地人有自己的服装和文化。
Module4,committee,n.委员会；全体委员,The finance committee discussed the company's financial plans.,财务委员会讨论了公司的财务计划。
Module4,contact,v. 接触；联系n. 接触；联系,Please contact me by phone or email.,请通过电话或电子邮件与我联系。
Module4,harbour,n.港湾，港口，安全处v.包庇，庇护；怀有,The ships dock at the harbour.,这些船都停靠在港口。
Module4,till now,到目前为止,I wasn't scared of skydiving till now.,直到现在为止，我不曾害怕过跳伞。
Module4,architecture,n.建筑学，建筑体系,The architecture of these ancient buildings is amazing!,这些古代建筑太令人震惊了！
Module4,tourist,n.旅行者，观光者,The tourists enjoyed traveling to new places.,这些旅行者喜欢去新地方旅行。
Module4,exchange,"n. 交易;  交换;  交易所;  兑换;  vi. 交换, 替换, 进行易货贸易;  vt. 交换, 互换;  交流;  ",This is a good place for us to exchange ideas.,这是个不错的地方让我们交换想法。
Module4,neighbourhood,n. 邻里情谊;  邻近的地区;  地区;  社区;,I live in a friendly neighbourhood where everyone knows each other.,我住在一个友好的社区里，那里每个人都互相认识。
Module4,park,,The public park was kept very clean and beautiful.,这个公园被保持的很干净很漂亮。
Module4,starve,v.(使)饿死，挨饿,The boy is starving; he hasn't had food in days.,这男孩儿饿惨了，他好几天没吃东西了。
Module4,survey,"n. 调查;  测量;  审视;  vi. 测量, 勘测, 测绘;  vt. 测量, 勘测;  俯视;  ",The company does a survey to collect users' opinions.,这家公司做了一项调查，去收集用户的意见。
Module4,district,n.地区；区域,A new airport has been built in our district.,我们区新建了一个机场。
Module4,nuisance,n. 麻烦事；讨厌的人,Why do you always have to be such a nuisance?!,为什么你总是要当这么个讨厌鬼呢？！
Module4,up to now,到目前为止,Our profits need to be much higher than they have been up to now.,我们的利润必须远远高于目前状况。
Module4,household,n.同住在一家的人；家务；家常普通的 adj. 家庭的，家内的，一家的,I perform all my household cleaning on Sunday.,我每周日要在家里大扫除。
Module4,sound,,The sound coming from the speakers was very clear.,喇叭里传出的声音很清晰。
Module4,professional,adj. 职业的 n. 专业人员,My parents want me to have a professional career  - but which profession should I choose?,我父母希望我步入职业生涯，但是我应该选什么职业呢？
Module4,bother,v.麻烦，打扰；花时间n.烦扰，麻烦，打扰,The pain in my shoulder bothers me.,肩膀痛困扰着我。
Module4,traffic,n.交通，通行；交通量,My taxi was stuck in traffic.,我的出租车堵在路上了。
Module4,survive,"vi. 活下来, 幸存;  vt. 比…活得长;  幸免于;  ",It's hard for plants to survive in the desert.,对植物来说，在沙漠里幸存很困难。
Module4,a number of,一些，许多,There are a number of apples in the box.,盒子里有很多苹果。
Module4,so far,phr. 到目前为止;,This cemetery holds all America's war dead - so far.,到目前为止，这片墓地沉睡着所有美国战争的亡魂。
Module4,attractive,"adj. 吸引人的, 妩媚动人的, 引起兴趣的;  ","Oh, my lady! You are so attractive! ",哇哦，我的女神！你简直太妩媚动人了！
Module4,organisation,"n. 组织体制; 团体, 机构;",Our organisation has contacts all around the world. ,我们的机构在全球都有联系。
Module4,manual,"n. 手册, 指南;  adj. 手的;  手制的, 手工的;  ","Wow, you can drive a manual transmission car?",哇，你能驾驶手动挡汽车？
Module4,a great many,adj.许多,"I came to see the Great Wall, but a great many people was all I saw.",我本来是去看长城的，结果只看见了无比多的人。
Module4,gallery,n.美术馆，画廊，(议会等的)旁听席，走廊,This gallery has a lot of flower pictures.,这个展览馆有大量的花朵图片。
Module4,occupation,n.占领，占据；占用；职业，工作,What kind of work occupation will you choose?,你会选择什么职业？
Module4,rent,v. 租用n.租金,I have to pay rent on my house every month.,我得每月支付我的房租。
Module4,employment,n.雇用，工作,These people dress differently for their different kinds of employment.,这些人因为不同类型的工作而着装不同。
Module4,put up,建立,"It seems like every week, they put up a new building.",似乎每周都能建起新的建筑。
Module4,suburb,n. 郊区,The suburb was almost an hour's drive to the city.,这片郊区离城市大约有一小时车程。
Module4,unemployed,"adj. 未被雇用的, 失业的;  未被利用的, 闲置的;  ","Even after six months, many of my classmates are still unemployed.",六个月后，我的很多同学依然没找到工作。
Module4,afford,vt. 买得起;  抽得出时间;  担负得起;  提供;  产生;  赐予;  vi.买得起; 担负得起;,I've married a tycoon who can afford the branded goods for me.,姐嫁给了一个能给我买名牌货的土豪。
Module4,fortunate,"adj. 幸运的, 侥幸的;  顺利的;  ",It's fortunate to find a four-leave clover. ,能找到一片四叶幸运草是件非常幸运的事。
Module3,be short for,是……的缩写/简称,"It's short for ""laughing out loud"". LOL!",LOL是“笑出了声”的缩写。
Module3,exhausted,adj.精疲力竭的；耗尽的，用完的,I am exhausted after a long day of work. ,经过一天的工作，我感到精疲力竭。
Module3,camel,n.骆驼,The camel is known as the ship of the desert.,骆驼被称作沙漠之舟。
Module3,interviewer,n. 会见者；面谈者；进行面试者,"I was nervous when I found out that there would be three interviewers, but I still  impressed them.",当我发现有3位面试官的时候，我有些紧张，不过我还是打动了他们。
Module3,get off,v.动身；免于受罚；从…下来；脱下（衣服等）,I should get off at this stop.,我应该在这一站下了。
Module3,rail,,Trains run on steel rails.,火车行驶在铁轨上。
Module3,tram,n.有轨电车,We rode the tram from our hotel to the museum.,我们坐有轨电车从宾馆去博物馆。
Module3,desert,,The desert is very dangerous; there's no water for miles.,沙漠中充满了危险，方圆百里没有一滴水。
Module3,shoot,,He is trying to shoot the target.,他正在试图射击目标。
Module3,diamond,n.金钢石，钻石；菱形,"As the saying goes, ""Diamonds are a girl's best friend.""","俗话说,“钻石是女孩最好的朋友”。"
Module3,get out of,下（车）,He pretends to be sick to get out of going to work.,他装病逃工。
Module3,downtown,adj.商业区的，闹市区的 adv.往(在)商业区,I work downtown but I live outside the city.,我在市中心工作，但住在郊区。
Module3,motorbike,n. 摩托车,I've always dreamed of traveling across the country on a big motorbike.,我一直梦想着骑着大摩托车环游全国。
Module3,journey,n.旅行，旅程　　v.旅行,I took my family on a long journey to another country.,我带着我的家人，长途旅行到另一个国家。
Module3,soil,,The plants emerge from the soil.,植物破土而出。
Module3,cassette,n.磁带盒；录像带，盒式磁带,I don't even have the machine to play these old cassettes.,我连放这些旧磁带的机器都没有。
Module3,expert,n.专家adj.熟练的,"Don't worry, he's an expert; he'll know how to fix the computer.",不用担心，他是专家，他会知道怎么修电脑。
Module3,seaside,,I hope we can take a vacation on the seaside. ,我希望我们能去海边度假。
Module3,interview,,I'm very nervous about my job interview tomorrow. ,我很担心明天的工作面试。
Module3,distance,n.距离；间距；远处,He walked towards the city in the distance.,他朝着远方的城市走去。
Module3,train,"n. 火车;  行列;  一系列;  vi. 受教育;  vt. 训练, 培养;  ",The train is slower than the plane.,火车比飞机慢。
Module3,ceremony,n.典礼，仪式，礼节,They threw flower petals at the wedding ceremony.,他们在婚礼上撒花瓣。
Module3,product,n.产品，产物；(乘)积,We sell a range of products for skincare and health.,我们卖一系列护肤和保健产品。
Module3,track,,I run down the track as fast as I can.,我沿着跑道尽我最快速度跑。
Module3,cartoon,n. 卡通，漫画,This is a cartoon of Noah's Ark.,这是诺亚方舟的漫画。
Module3,circus,n.马戏团，杂技团；环形广场,We saw many animals at the circus.,我们在马戏团看到了许多动物。
Module3,apartment,n.(美)一套公寓房间,We have rented an apartment - now to buy some furniture.,我们租了一套公寓，现在该去买些家具了。
Module3,stadium,n. (露天)运动场;  ,The crowd is waiting for the game to start in the stadium. ,大家都在体育场内等待比赛开始。
Module3,scenery,n. 风景,"The leaves turn orange in autumn, which provides for some beautiful scenery.",这些树叶在秋天变成橘黄色，平添了许多美景。
Module3,midnight,"n. 午夜, 半夜;  adj. 半夜的;  ",Lights out by midnight! I mean it!,大半夜的把灯关了！我是说真的！
Module3,event,n.事件，大事，比赛项目,I have to attend an important fund-raising event this week.,这周我有一个很重要的筹款活动（事件）要参加。
Module3,kindergarten,n.幼儿园,The kindergarten had many toys for children to play with.,幼儿园有很多玩具供孩子们玩。
Module3,frighten,v. 使惊恐，使害怕,My brother jumped out of the closet and frightened me.,我的弟弟从衣柜里跳出来，吓到我了。
Module3,get into,"phr. 穿上; 陷入, 染上(习惯); 对…有兴趣;",All the children are really getting into the Harry Potter books.,所有的孩子都对哈利波特系列书很感兴趣。
Module3,get on,v.上车（飞机，船），进展，使前进 ,Let's get on the airplane!,我们登机吧！
Module3,souvenir,n.纪念物，纪念品,I bought this flag as a souvenir on my trip.,我在旅途中买了这面旗子作为纪念品。
Module3,helicopter,n. 直升机,We took a helicopter ride over the sea.,我们搭乘直升机飞过大海。
Module3,take off,phr. (飞机)起飞;  拿掉;  取消;   脱衣;,The airplane takes off.,飞机起飞了。
Module3,abandoned,adj.被抛弃了的，被遗弃了的，被放弃了的；放荡的，堕落的,The abandoned building was spooky and full of debris.,这座废弃的建筑令人毛骨悚然，满地的碎片。
Module3,out of date,过时,"The big, heavy phone is out of date.",又大又笨重的手机已经过时了。
Module3,vacuum,n.真空；真空吸尘器,I use my vacuum cleaner to clean the carpet.,我用吸尘器打扫地毯。
Module3,eagle,n. 鹰; 鹰状标志; 少击两棒入穴的成绩;  vt. 比标准杆数少击两杆入;  ,The eagle is a national symbol of the United States.,鷹是美国的象征。
Module2,admit,v.承认；准许…进入,We should admit our mistakes and learn from them.,我们应该承认自己的错误并从中吸取教训。
Module2,incorrectly,adv.不正确地,He answered too many questions incorrectly and failed the exam.,他答错了太多题目，没能通过考试。
Module2,immediately,"adv. 直接地;  立即, 马上;  靠近地;  ","\u201cYes sir, I'll be there immediately!\u201d ","""好的，我马上到！"""
Module2,similarly,adv.类似地，相似地 ,The twins always dress similarly. ,双胞胎总是穿得很像。
Module2,make sure,确定；确信；查明；弄清楚,Make sure to tie your shoelaces or else you might trip and fall.,你要确保把鞋带系好，否则可能绊到摔跤。
Module2,formal,adj.正式的，礼仪上的,Please wear formal clothes to the event--don't embarrass me again!,请穿正装来参加宴会，别再让我难堪了！
Module2,serious,adj.严肃的；严重的，危急的；认真的,"Why so serious? Lighten up, smile more!",怎么如此严肃？高兴起来，多笑笑！
Module2,hate,v.恨，憎恨；不喜欢n.恨，憎恶,They hate each other.,他们憎恨彼此。
Module2,amusing,adj. 有趣的；好玩的；引人发笑的,We laughed at her amusing story.,我们被她有趣的故事逗乐了。
Module2,scientific,adj.科学上的,Be very careful when doing scientific experiments.,做科学实验时一定要小心。
Module2,wave,n.波浪，(挥手)示意，起伏v.(挥手)示意，波动，飘动波浪,The waves are very big in this part of the ocean.,在海上的这个区域波浪很大。
Module2,strict,adj. 严格的;  严厉的;  严守的;  严密的;  严谨的;  绝对的;  精心的;  详细的;  ,Our teacher is very strict against cheating so he watches us closely.,咱老师反作弊非常严厉（名捕啊），他把我们看得好紧。
Module2,completely,adv. 完整地，彻底地,I've lost all my hair - I'm completely bald!,我头发已经掉完了，我彻底秃顶了！
Module2,timetable,n.时间表，时刻表,Please give me the timetable for the flights. ,请给我航班时刻表。
Module2,fall asleep,入睡,The newborn baby would fall asleep after having some warm milk.,新生儿喝些温牛奶后就会睡着。
Module2,headmistress,n. 女校长;  ,Our headmistress is giving us a speech. ,我们的女校长正在给我们演讲。
Module2,nervous,adj. 紧张的，神经的,I don't think I studied enough for the exam. I'm feeling very nervous about it.,我觉得这个考试我准备得还不够，我还是感觉很紧张。
Module2,headmaster,n.校长,The headmaster runs our school with an iron fist.,我们校长靠着铁拳政策领导着我们的学校。
Module2,revision,n.修订，修改；修订本；复习,Stop making so many revisions to my book--you're ruining it!,不要再在我的书上做那么多修改了！你在摧残它！
Module2,avoid,v. 躲开；避免；防止,She's been avoiding my calls all week; I don't know why she doesn't want to talk.,她这一周都没接我的电话，我不知道她为什么不想和我说话。
Module2,relationship,n. 关系，关联,The husband and wife had a very close relationship. ,丈夫和妻子有很亲密的关系。
Module2,period,n.句号；时期；例假,Each class period was one hour.,每节课的时间是一小时。
Module2,relaxed,"adj. 放松的, 松懈的;  从容的, 不受拘束的;  ",Sitting by the ocean makes me feel relaxed and calm.,坐在海边让我感到放松而平静。
Module2,shy,adj.怕羞的，畏缩的，害羞的 ,She gets shy around boys that she likes.,在喜欢的男孩面前她变得很害羞。
Module2,topic,n.话题，题目，主题,Can you suggest a topic for the Business Studies paper I have to finish this week?,你能给我这周就要完成的商业研究报告建议一个话题吗？
Module2,summary,n.摘要，总结adj.扼要的，立即的，快捷的,Could you please give a short summary of your project?,你能给我一个你计划的概括吗？
Module2,discipline,n. 纪律；学科；训练v. 训练,Military discipline requires you to stand still and look straight ahead.,军事训练要求你站得笔直还要目视前方。
Module2,intelligent,adj. 聪明的,She can do very difficult math--what an intelligent girl!,她能解出非常难的数学题，真是个聪明的女孩儿！
Module2,revise,v.修订；修改；温习（功课,Please revise your paper - it needs some corrections and improvements.,请修改你的论文，它有很多需要改进的地方。
Module2,as a result,,"As a result of eating too much fast food, I got really fat.",吃了太多快餐食品，让我长得非常胖。
Module2,impression,n.印记，印象，感觉，感想，压痕,I think I made a good first impression when I met him at the park.,我想当我在公园遇到他时给了他一个很好的第一印象。
Module2,translation,n. 翻译;  译本;  转变;  调任;  ,I'm looking for a good translation of some  Chinese poems. ,我在寻找一些翻译得较好的中文诗。
Module2,respect,v. 尊敬，敬重n. 敬重，尊敬；方面,Japanese people show respect by bowing.,日本人通过鞠躬来表达尊重。
Module2,patient,n.病人，患者adj.有耐心的，能忍耐的,"As a nurse, I love to work closely with my patients.",作为一个护士，我喜欢近距离和我的病人们接触（工作）。
Module2,joke,n.笑话v.说笑话,"It's an old joke, but every time I hear it, I can't stop laughing!",这是个老笑话了，但每次听到它，我还是笑得停不下来。
Module2,in fact,事实上，实际上,"Some ancient sailors believed the earth was flat - in fact, of course, it's round.",古时候一些航海员认为地球是平的。而事实上它是圆的。
Module2,literature,n.文学；文献,Western literature comes in many different languages.,西方文学有许多不同的语言。
Module2,vacation,"n. 休假,  假期;  vi. 休假, 度假;  ",We spent most of our vacation swimming in the pool.,假期的大部分时间我们都在游泳池里游泳。
Module2,energetic,adj.精力充沛的，充满活力的；有力的，积极的,I am an energetic runner.,我是个精力充沛的跑步者。
Module2,appreciate,vi. 增值;  vt. 赏识;  为…表示感激;  领会;  使增值;  ," He appreciated a spoof painting, but he didn't realize that.       ",他没有意识到这是一幅恶搞图，还很欣赏它。
Module1,disappointing,adj. 令人失望的；令人扫兴的v. 令人失望；辜负…的期望,Your rude behavior is disappointing.,
Module1,system,n. 系统; 体制; 身体;  ,I'm building a computer system.,我正在建一个计算机系统。
Module1,amazing,adj.令人吃惊的，非凡的,The sunrise is so amazing!,日出美得惊人！
Module1,be divided into,被（划）分成……,"The pizza is divided into many pieces, but I'm going to be eating all of them.",披萨被分成了很多块，但我要把它们吃光。
Module1,information,n.消息，通知，资料,The Internet is my main source of information about other countries.,因特网是我获取其他国家信息的主要来源。
Module1,at the start of,在……开始的时候,I hate it when the alarm goes off at the start of my day.,我讨厌大清早的闹钟叫声。
Module1,province,n.省；领域，部门,Sichuan is a province of China.,四川是中国的一个省份。
Module1,disappointed,adj.失望的,He was disappointed that his favorite football team lost.,他很失望，因为他最喜欢的足球队输了。
Module1,comprehension,"n. 理解, 领悟;  理解力;  内涵;  ",The big question mark implies his poor comprehension.  ,这个大大的问号表明他理解力不够。
Module1,fluency,n.流畅，流利 ,"Someday, I want to achieve a high level of English fluency!",有一天，我想达到高水平的英文流利程度。
Module1,attitude,n. 姿势;  态度;  意见;  ,The waiter has such a bad attitude!,这个服务生态度真够差的！
Module1,amazed,adj. 惊奇的，吃惊的,"She was amazed at the size of the diamond, but she didn't really want to marry him.",她被钻石的尺寸惊到了，但她不想嫁给他。
Module1,disappear,v.消失；失踪,Her clothes make her body seem to disappear against the wall.,她的衣服让她的身体好像消失在墙里一般。
Module1,bored,"adj. 无聊的, 无趣的, 烦人的;",How can you be bored by something as interesting as ancient history? ,古代历史这么有趣，你怎么会觉得无聊呢？
Module1,teenager,n.(13-19岁的)少年,Teenagers love to play video games. ,青少年喜欢玩电动游戏。
Module1,impress,v. 使有印象，使铭记,The magician impressed the audience with his amazing tricks. ,这位魔术师用他惊人的伎俩给观众留下了深刻的印象。
Module1,embarrassed,adj.尴尬的，窘迫的，觉得难堪的,He was so embarrassed about farting around so many people.,当着这么多人放屁，他非常尴尬。
Module1,academic,"n: 学者;  adj: (综合大学中的)学院的, 学术的;  ","Academic jobs are not always well paid, but they're very satisfying.",虽然学术工作收入不高，但是让人很满足。
Module1,enjoyment,"n. 享受, 享有;  乐趣;  愉快;  ",I feel so much enjoyment when I spend time with my son. ,和儿子一起的时候，我感到很愉快。
Module1,behaviour,"n.行为,举止;(机器的)特性",I will not tolerate this bad behaviour in my classroom!,我不能容忍这种不良行为在我的教室里！
Module1,in other words,phr. 换句话说,"The food, service, and atmosphere of the restaurant were terrible. In other words, it was unsatisfactory.",这家饭店的食物、服务和环境都很糟糕。换句话说，就是不满意。
Module1,previous,adj.以前的；早先的，过早的,Press this button to go back to the previous page.,按这个按钮，回到上一页。
Module1,method,n. 方法，秩序，规律,This is the correct method for washing your hands.,这是正确的洗手方法。
Module1,assistant,,I asked for help from my assistant.,我向我的助手寻求帮助。
Module1,technology,n. 技术，工艺,Technology is progressing at a rapid pace. ,科技发展日新月异。
Module1,website, n. 网站,The company website is up and running.,公司网站上线并开始运行。
Module1,go to college,上大学,We go to college in hopes of a better future.,我们上大学是为了一个更美好的未来。
Module1,brilliant,adj.明亮的，卓越的，有才气的；聪颖的,The little girl is brilliant; she is already doing college level math.,这个小女孩很聪明，她已经会做大学难度的数学题了。
Module1,misunderstanding,"n. 误解, 误会;  不和;  ","""I'm not a snake; this is a misunderstanding!""",我不是蛇，这是个误会！
Module1,instruction,n. 教学；指示；指导,The teacher gave me lots of instruction to  improve my English. ,老师给了我很多指导来提高我的英语。
Module1,correction,n. 改正，修正,I used an eraser to make corrections to my homework.,我用橡皮来改正作业。
Module1,diploma,n. 毕业文凭;  奖状;  vt. 发给…毕业文凭;  ,"After four years of hard work, I finally got my college diploma.",经过四年的辛勤努力，我终于拿到了大学毕业证。
Module1,look forward to,phr. 盼望;,The pregnant woman looks forward to having her baby.,这个怀孕的女人期待着生下孩子。
Module1,encouragement,"n. 鼓励, 激励;  ",The cheerleaders did everything they could to give the team some encouragement.,拉拉队队长竭尽所能来给这个队伍加油打气！
