units,words,mean_cn,sentence,sentence_tra
Unit2,frequent,"adj. 时常的, 频繁的;  ",Why are his questions so frequent?,为什么他提出的问题这么频繁？
Unit2,eastern,adj.东方的，东部的，朝东的,I saw the sunrise in the eastern sky.,我看到了日出在东方的天空。
Unit2,gradual,adj.逐渐的，不陡的,The bar chart shows gradual growth until the end.,柱状图展现了从头到尾的渐进增长。
Unit2,block,n.街区；块状物；阻碍；大厦v.妨碍，阻挡,Kids love to play with blocks.,孩子们喜欢玩积木。
Unit2,usage,n.用法，惯用法,"I'm trying to cut down on my computer usage, since I use it about ten hours a day.",我要减少使用电脑的时间，因为我每天要用十小时。
Unit2,recognize,v. 认出，识别,I recognize you! We were in middle school together!,我认出你来了，我们曾经一起上高中！
Unit2,fluent,"adj. 流畅的, (说话)流利的;  顺畅的;  ",I'm fluent in many languages so I can talk to everyone.,我能流利地使用多种语言，所以能和每个人交谈。
Unit2,native,adj.本地的，本国的，与生俱来的n.本地人，土著，当地动植物,American Indians are the only people native to the USA.,印第安人是美国唯一的土著人。
Unit2,identity,"n. 身份;  个性, 特性;  ",The passport is used to verify your identity.,护照是用来验明正身的。
Unit2,base,n.基础，基地，底座adj.差的，次的,The bases of these pillars have to support a lot of weight.,这些柱子的底座得承受巨大的重量。
Unit2,apartment,n.(美)一套公寓房间,We have rented an apartment - now to buy some furniture.,我们租了一套公寓，现在该去买些家具了。
Unit2,gas,n.煤气；气体；汽油,The chemical plant releases poisonous gas into the air.,化工厂释放有毒的气体到空气中。
Unit2,spelling,n.拼法，拼写法,Could you check my spelling of that word?  ,你能检查一下我的单词拼写吗？
Unit2,spanish,adj.西班牙(人)的，西班牙语的n.西班牙语,Football is a big part of Spanish culture.,足球是西班牙文化的一大部分。
Unit2,play a part (in),扮演一个角色；参与,All our team members played a part in our project's success.,所有的团队成员对于项目的成功都起到了作用。
Unit2,vocabulary,n.词汇，词汇量；词汇表,This software will help increase your English vocabulary!,这个软件会帮你增加你的英语词汇量。
Unit2,fluently,adv. 流利地；流畅地,I speak five langauges fluently enough for business purposes.,为了做生意，我能流利地说五种语言。
Unit2,at present,现在；目前,"At present I'm free, but I have a meeting in ten minutes.",目前我有空，但十分钟后有个会议。
Unit2,straight,adj. 直的；正直的adv. 直接地；不断地；立即 ,This road is very straight. ,这条路很直。
Unit2,frequently,adv.频繁，经常地,Your heart beats very frequently when you run.,当你奔跑的时候你的心跳非常频繁。
Unit2,request,n. 要求; 请求;  vt. 要求; 请求;  ,"She made a simple request: ""Help me!""",她只有一个简单的请求—救命！
Unit2,lorry,n.卡车，运货汽车,All the stuff was carried in the lorry.,所有货物都搬上卡车了。
Unit2,gradually,adv.逐步地；渐渐地,"Over a month, the moon gradually changes from all light to all dark and back again.",在一个月里，月亮渐渐从满月到完全消失，然后周而复始。
Unit2,because of,因为；由于,I got sick because of the cold and the rain.,因为天冷和这场雨，我生病了。
Unit2,petrol,n. 石油 ;  vt. 加汽油;  ,There is no convenience stores at this petrol station.,这家加油站里没有便利店。
Unit2,command,"n. 指挥, 命令;  vi. 发布命令, 指挥;  掌管, 控制;  vt. 指挥, 命令;  控制, 管理;  ",My dog is smart enough to obey my commands.,我家汪星人足够聪明，可以听从我的命令。
Unit2,conquer,v.征服，攻克；破除,He finally conquered this mountain.,他终于征服了这座山。
Unit2,such as,例如,"She mixes many different kinds of fruits, such as bananas and apples, into her smoothies.",她在奶昔里混合了香蕉苹果等多种水果。
Unit2,expression,n. 表达；表情，措辞,She has so many vivid facial expressions.,她有很多生动的面部表情。
Unit2,dialect,n. 方言；语调,The penguin speaks in a dialect I don't understand.,这只企鹅讲着一口我听不懂的方言。
Unit2,voyage,n.航海，航行v.航海,The ship 'Titanic' sank on its first voyage.,泰坦尼克号在它的首航便沉船了。
Unit2,accent,n.口音，腔调；重音；重音符号v.重读,The foreigner has such a funny accent when he speaks Chinese!,这个老外说中文时口音好奇怪！
Unit2,Texas,n. 德克萨斯州(美国州名),Texas is the largest American state.,德克萨斯州是美国最大的州。
Unit2,Malaysia,n. 马来西亚(东南亚国家)；马来群岛,"Malaysia, south of Thailand, is known for its beaches. ",马来西亚位于泰国南部，以海滩而出名。
Unit2,northwestern,aaj. 西北方的；来自西北的,Washington State in the northwestern corner of the U.S.,华盛顿州在美国的西北角。
Unit2,Singapore,n. 新加坡(东南亚国家),"Singapore is a very small, but prosperous, country.",新加坡是个非常小但很繁荣的国家。
Unit2,enrich,"vt. 使丰富, 使富裕;  使华丽;  使肥沃;  富集;  ",Smart phones provide entertainments and enrich our life.,智能手机提供了娱乐节目同时也使我们生活更丰富。
Unit2,subway,n.地铁,I like to take the subway to work.,我喜欢坐地铁去上班。
Unit2,latter,adj. 后面的;  后者的;  ,"In the story of the hare and the tortoise, oddly, the latter ends up winning.",兔子与乌龟赛跑的故事里，奇迹般的以后者获胜结束。
Unit2,official,,I thought it was unfair for the official to give me a red card. ,我认为裁判给我红牌这不公平。
Unit2,African,n. 非洲人；adj 非洲的；非洲人的,African people have very dark skin.,非洲人的肤色很黑。
Unit2,elevator,n. 电梯,We must take the elevator to get to the tenth floor. ,我们必须坐电梯到达十楼。
Unit2,come up,v.升起；出现；发生；发芽,I will watch the sun come up in the morning. ,我会在早上的时候去看日出。
Unit2,catfish,n. 鲶鱼,Catfish have whiskers just like cats do!,鲶鱼有猫一样的胡须！
Unit2,lightning,"n. 闪电;  意外的好运;  vi. 闪电;  adj. 闪电的, 闪电般的, 迅速的;  ",There was a lot of lightning during the storm last night. ,昨晚风暴来袭时电闪雷鸣。
Unit2,Midwestern,adj. 美国中西部的 =Middle Western.,The U.S. midwestern states are those colored pink of the map.,美国中西部的州是地图上粉色的区域。
Unit1,upset,,She was really upset after her presentation to the class didn't go well.,在班上做完不理想的报告以后，她很沮丧。
Unit1,go through,浏览；翻阅，通过； 经历；经受,I like to go through art books and look at the pictures.,我喜欢浏览艺术书籍，看看上面的图片。
Unit1,ignore,v. 忽视，不理,Stop ignoring me--say something!,别无视我啊，说话！
Unit1,overcoat,n.外衣，大衣,This overcoat keeps me warm and comfortable in the winter.,这件大衣在冬天很保暖舒适。
Unit1,exactly,adv. 正确地;  完全地;  ,I want all my grass to be exactly the same height!,我要我的草都完全一样高。
Unit1,loose,v. 放松adj. 宽松的；（指言行等）不严谨的,"""I lost so much weight that my old pants are too loose to wear!""",“我瘦了好多，以前的裤子都松得不能穿了！”
Unit1,highway,n.公路，大路,I like driving on this part of the highway.,我喜欢在这段高速路上开车。
Unit1,power,n.能力，权力，电源，幂v.驱动；提供动力,His arms have a lot of power.,他的手臂很有力。
Unit1,dislike,,He really dislikes vegetables. Give him something sweet. ,他真的不喜欢蔬菜。给他点甜食。
Unit1,partner,,We are all partners here. Let's work together to finish the job.,我们是好搭档，来齐心协力完成工作吧！
Unit1,calm,,Spending the afternoon at the spa really helped calm me down.,用了一下午做spa真的有助于镇定自己。
Unit1,Jewish,adj.犹太人的,I learned about many interesting Jewish traditions at the wedding.,在婚礼上我学到了很多有趣的犹太教传统。
Unit1,Nazi,单词原型：nazi n. 纳粹党人；纳粹主义信徒adj. 纳粹党的；纳粹主义的,Adolf Hitler started the German Nazi Party in the 1930s.,阿道夫·希特勒在二十世纪三十年代建立了德国纳粹党。
Unit1,teenager,n.(13-19岁的)少年,Teenagers love to play video games. ,青少年喜欢玩电动游戏。
Unit1,survey,"n. 调查;  测量;  审视;  vi. 测量, 勘测, 测绘;  vt. 测量, 勘测;  俯视;  ",The company does a survey to collect users' opinions.,这家公司做了一项调查，去收集用户的意见。
Unit1,pack,,Make sure to pack all your clothing for the trip!,确保打包好所有你这次旅行需要的衣服。
Unit1,series,n.系列；连续,"For this card trick, please put the cards in series first.",要做这个纸牌戏法，请先把牌按顺序放好。
Unit1,concern,n. 关心，担忧v. 感兴趣；涉及；使担忧,She shows her concern by helping me walk.,她通过帮助我走路来表达她的关心。
Unit1,calm down,(使)平静下来；(使)镇定下来,She is sitting on the beach to calm down.,她坐在沙滩上使自己平静下来。
Unit1,Netherlands,n.荷兰(西欧国家),The Netherlands are famous for tulips and windmills.,荷兰以郁金香和风车而出名。
Unit1,add up,合计,Can you add up these numbers?,你能把这些数字加起来吗？
Unit1,at dusk,在黄昏时刻,He is cycling home at dusk after a long day.,漫长的一天结束了，他在黄昏时骑车回家。
Unit1,walk the dog,遛狗,The young girl wants to walk the dog. ,这个小女孩想遛狗。
Unit1,pack (sth) up,将(东西)装箱打包,She is packing up plates into boxes. ,她正在把盘子打包进盒子。
Unit1,suffer from,遭受；患病,The lady suffers from a toothache. ,这个女士正遭受牙疼折磨。
Unit1,fall in love,相爱；爱上,"The moment I saw him, I fell in love.",见到他的那一刻，我坠入了爱河。
Unit1,vet,n. 兽医v. 作兽医；诊疗,I ask the vet to check my puppy's health every couple of months.,每两个月我会请兽医检查我的小狗的健康状况。
Unit1,suitcase,n. 小提箱;  ,I've taken my old suitcase to nearly every country in the world.,我已经带着我的旧手提箱几乎走遍了世界上所有国家。
Unit1,dusk,n.薄暮，黄昏,I enjoy watching the sunset at dusk.,我很享受在黄昏看日落。
Unit1,get/be tired of,对……厌烦,"I'm tired of learning math, and Mom is tired of teaching it!",我对学数学感到厌烦，妈妈对教数学感到厌烦。
Unit1,settle,v.安排；安放；调停 ,The college students are getting settled in their new dormitory. ,大学生们正在安顿他们的新宿舍。
Unit1,gossip,n. 流言蜚语，爱传流言的人v. 闲聊，传播流言蜚语,The girls sit and gossip about everybody else.,女生们正坐那儿八卦着其他人。
Unit1,curtain,n.窗帘，幕(布)v.装帘子，遮掉,I could see his hand as he moved into position behind the curtain.,当他移动位置到幕布后面时我可以看到他的手。
Unit1,thunder,n.雷，雷声，轰隆声v.打雷，发出轰隆声,Thunder and lightning scare me so much!,打雷和闪电吓坏我了！
Unit1,loneliness,"n. 孤独, 寂寞, 荒凉;  ",Why prefer loneliness to playing with your friends?,为什么宁愿孤独一人，而不是跟朋友们玩？
Unit1,dusty,adj. 落满灰尘的,The rally car went around the corner leaving behind a dusty cloud.,赛车急速转弯时飞出许多灰尘。
Unit1,suffer,v.遭受，忍受，承受，受苦,She would suffer from intense pain every month.,她每个月都要忍受剧痛。
Unit1,get along with,与……相处,All of my pet dogs and cats get along with each other just fine.,我全部的狗和猫都能和睦相处。
Unit1,on purpose,phr. 故意,The football player committed the foul on purpose to prevent the goal from being scored.,这个球员故意犯规防止对方进球得分。
Unit1,recover,v.收回，换回；恢复，痊愈；重新获得，重新找到,I hope you recover from your sickness soon!,我希望你能尽快痊愈。
Unit1,a series of,一系列,I have every book in your series of novels.,我有你系列小说里的每一本书。
Unit1,in order to,phr. 为了,I gave my teacher an apple in order to make her like me.,为了让老师喜欢我，我给了她一个苹果。
Unit1,tip,n.倾斜，小费，尖端，建议； 提示；v.轻击；倾斜；给小费；翻倒 ,You can use the tip of your pen to push that button.,你可以用笔尖戳那个按钮。
Unit1,join in,参加，加入,"Hey, come up and join in the fun with us!",快来加入我们一起玩儿吧！
Unit1,grateful,adj.(to，for)感激的；感谢的,Thank you so much; I'm very grateful for your gift.,太谢谢啦！非常感谢你的礼物！
Unit1,outdoors,adv.户外，野外adj.户外的,I love to be outdoors in the fresh air. ,我喜欢空气清新的野外。
Unit1,swap,,Let's swap business cards and we can contact each other sometime.,我们交换名片吧，这样我们日后好联系彼此。
Unit1,spellbind,v.迷住；用妖术迷惑,This witch plans to keep you spellbound with her magic.,这个女巫计划用魔法把你迷惑住。
Unit1,face to face,面对面,"We've chatted on the Internet, but this is the first time we've seen each other face to face.",我们在网上聊过，但这是我们第一次亲眼看见对方。
Unit1,disagree,v.意见不同，不一致,We always disagree about what to eat for dinner. ,对于晚饭吃什么我们总是意见不合。
Unit1,entire,adj.全部的，完整的，整个的,From the airplane I could see the entire city.,在飞机上我可以看到整个城市。
Unit1,German,,The German football team will be pretty hard to beat.,德国球队很难被打败。
Unit5,bible,n.基督教《圣经》 ,The Bible is the holy book of the Christian religion.,《圣经》是基督教的圣书。
Unit5,quote,"vi. 引述;  vt. 引用, 援引;  ",He always likes to quote the words of Chairman Mao.,这个男人很喜欢引用毛泽东语录。
Unit5,principle,n. 原则，原理；主义,Our business success is based on four fundamental principles.,我们生意的成功是基于四项基本的原则。
Unit5,educated,adj.受过教育的；有教养的,"My parents wanted me to be well educated, so that's why I pursued my PhD.",我的父母希望我能受到很好的教育，这是我读博的原因。
Unit5,nationalism,n. 民族主义；国家主义；民族特性,Supporting your country's football team is a harmless type of nationalism. ,支持祖国的足球队是种无害的民族主义行为。
Unit5,youth,n.青春；青年们；青年,I don't like the music the youth listen to these days.,我不喜欢现在这些青年人听的音乐。
Unit5,selfish,adj. 利己的; 自私自利的;  ,Don't be selfish--you can't smoke around a pregnant woman!,不要太自私了—你不能在孕妇周围吸烟！
Unit5,unfair,adj. 不公正的,It's unfair for him to take the answers into the exam.,他把答案拿到考试中是不公平的。
Unit5,release,v. 释放，解放，发行n. 解除，免除，发表,She releases the dove as a symbol of peace.,她放飞了白鸽，作为和平的象征。
Unit5,mankind,n. 人类;  男人;  ,Scientists believe that mankind evolved from monkeys.,科学家相信人类是从类人猿进化来的。
Unit5,passbook,n.存折；南非有色人种身份证,My passbook contains a record of my bank transactions.,这是我存有银行记录的存折。
Unit5,lawyer,n.律师,"My lawyer thinks I should plead guilty, but I disagree.",我的律师认为我应该服罪，但是我不同意。
Unit5,lose heart,v.丧失信心,The man really lost heart when he lost all his money.,这人在失去了所有钱的时候，也丧失了信心。
Unit5,devote,"vt. 献身于, 专心致力于;  奉献;  ",The woman devotes her entire life to her religion.,这个女人把一辈子都献身于她的宗教信仰。
Unit5,legal,adj.法律的，合法的,The legal profession is very well-paid.,法律专业工作的工资很高的。
Unit5,blanket,n. 毛毯; 毯子; 覆盖层;  adj. 总括的; 全面的; 不加区别的;  vt. 用毯子盖; 掩盖;  ,Is that your baby underneath this blanket? ,在毛毯下面那个是你的小宝贝吗？ 
Unit5,attack,,I told her I wanted to break up and she attacked me!,我告诉她我想分手，然后她就打了我！
Unit5,escape,,I enjoy stories about how prisoners escape from prison.,我喜欢关于越狱的故事。
Unit5,guidance,n.引导，指导,My trainer gave me some guidance about my exercise schedule.,我的教练给了我一些关于我训练课程的指导。
Unit5,willing,adj.情愿的，乐意的n.愿意，情愿,We're willing and able to help the earthquake victims.,我们有意愿并且有能力去帮助地震灾民。
Unit5,quality,n. 特性;  品性;  质量;  adj. 优质的;  ,I'm astonished by the quality of my pants! ,我被我裤子的质量震惊了！
Unit5,relative,n. 亲戚；关系物， 同类事物adj.相对的，有关系的,They fight often even though they are relatives.,他们虽然是亲戚，但是也常常打架。
Unit5,sentence,,I sentence you to a year in prison!,我判你入狱一年！
Unit5,blow up,炸毁,Please don't blow up the world - it's my home!,请不要炸毁世界——它是我的家。
Unit5,hopeful,adj.有希望的；怀有希望的,We are hopeful that the baby will be healthy. ,我们希望婴儿出生健康。
Unit5,generous,adj. 宽厚的;  慷慨的;  充裕的;  肥沃的;  ,The generous man gives lucky money to us on November 11th.,这个慷慨的男人在11月11日给我们发红包。
Unit5,out of work,失业,"I hate being out of work, especially because I loved my old job.",我讨厌失业，尤其因为我很喜欢以前那份工作。
Unit5,leap,v/n.跳；跃；激增,The athlete leaps over the obstacles.,运动员跃过障碍。
Unit5,set up,设立，创立；提议，提倡；预备；（军事）训练,We set up our tent by the shore of the lake.,我们在湖岸边扎起了帐篷。
Unit5,vote,,"As responsible citizens, it's our duty to vote.",作为有责任感的市民，投票是我们的责任。
Unit5,active,adj.积极的，能起作用的,An active lifestyle is important for staying healthy.,积极的生活方式对保持健康是重要的。
Unit5,fee,n.费用，酬金,Thank you for your help - here's your fee.,谢谢你的帮助，这是给你的酬金。
Unit5,educate,v.教育，培养，训练,My children were all educated in public schools.,我的孩子们都在公立学校接受教育。
Unit5,in trouble,在危险、受罚、痛苦、忧虑等的处境中,"I found out what you did, so now you're in trouble!",我发现了你干的事，你给我小心等着！
Unit5,come to power,掌权,Hitler came to power in Germany in 1931.,希特勒在1931年执掌了德国政权。
Unit5,be sentenced to,被判处……(徒刑),He was sentenced to five years in prison for stealing.,他因为偷窃被判了五年监禁。
Unit5,league,"vt. 使…结盟, 与…联合;    vi. 结盟; 团结;  n. 联盟; 社团;  ",You are so good! You should join our soccer league!,你很厉害！你应该加入我们的足球社团！
Unit5,peaceful,adj.和平的；平静的，安宁的,This is such a peaceful spot.,这真是一个宁静的地方。
Unit5,self, n. 自己，自我，自身,"Should I care more about my own self, or about other people?",我应该更关心自己还是其他人？
Unit5,devoted,adj. 虔诚的，投入的,"Though young, he is a devoted follower of his religion.",尽管很年轻，他对自己的宗教很虔诚。
Unit5,republic,n.共和国，共和政体,"The United States is a republic, since its citizens elect people to represent it.",美国是共和制，因为每个公民都能选人去代表他们。
Unit5,mean,n. 平均值，方法 v.意味着 adj.下贱的，卑鄙的；平均的，吝啬的,The mean girls always made fun of her.,这些可恶的女孩儿总是取笑她。
Unit5,selfless,adj. 无私的；忘我的,My selfless boyfriend offered me the last food we had.,我无私的男朋友把最后的食物给了我。
Unit5,easy-going,adj. 随和的,I get on well with my father because we're both pretty easy-going.,"我和我爸爸相处得很愉快,因为我们都很随和。"
Unit5,beg,v.乞求；请求,Please forgive me! I beg you! ,对不起，求你原谅我。
Unit5,livelihood,n.生活，生计；谋生方式,We all have different ways of earning our livelihood.,我们每个人有不同的方法维持生计。
Unit5,turn to,变成，转向；求助于,"When I don't know a word, I turn to the dictionary.",当我遇到不认识的词时，我就求助于字典。
Unit5,invader,n.侵略者；侵入物,The alien invaders attacked earth in their flying saucers.,外星侵略者从飞碟中攻击了地球。
Unit5,found,v.成立，建立，创办,"The businessmen founded their own company, so they cut the ribbon themselves.",商人们成立了自己的公司，所以他们自己来剪彩。
Unit5,president,n. 总统；院长,Can you recognize all of the presidents here?,你能认出这里所有的总统吗？
Unit5,violence,n.暴力，激烈,Violence doesn't solve any problems.,暴力解决不了任何问题。
Unit5,giant,"n. 巨人;  伟人, 庞然大物;  adj. 巨大的;  卓越的;  ","This giant hamburger cannot fit in my mouth, but I'm so hungry I will eat it all!",我的嘴巴装不下这个巨大的汉堡包，但是我太饿了，一定要把它吃光！
Unit5,reward,n. 报答;  奖品;  补偿;  vt. 酬谢;  报答; 报应;  ,My reward for winning the race was a big trophy.,我赢得比赛的奖品是一个大奖杯。
Unit5,stage,n. 阶段；舞台；戏剧,The stage is decorated with a red curtain; it's perfect for putting on a play.,这个用红色幕布装饰起来的舞台很适合演戏剧。
Unit5,equal,v. 等于；比得上adj. 相等的；平等的n. 对手,"Today, men and women are equal in the eyes of the law.",如今，男女在法律面前是平等的。
Unit5,as a matter of fact,事实上，其实,"As a matter of fact, I know he's not a good policeman.",事实上，我知道他不是个好警察。
Unit5,terror,n.恐怖，惊骇 ,I feel a sense of terror when I see sharks.,当我看到鲨鱼时感到很惊恐。
Unit5,cruelty,n.残忍，残酷(行为),"Unfortunately, some modern farming methods involve a lot of cruelty.",不幸的是，一些现代农牧业生产方式还很残酷。
Unit4,shock,n.震动，震惊v.(使)震惊,She was totally shocked by the big surprise.,她被这个巨大的惊喜给震惊了！
Unit4,headline,n.大字标题,I didn't read the story; I only saw the headline. ,我没看这个故事，我只看了眼标题。
Unit4,as if,好像，仿佛,He dressed up as if he was a warrior.,他盛装打扮就好像他是一名战士。
Unit4,well,adj.健康的；恰当的n.井adv.顺利地int.嗯，啊，唔，好吧（表示惊讶、无奈或坚决主张等时的语气词，或用以引入话题）,"I may be old, but I'm still alive and well.",也许我老了，但我依然健康有活力。
Unit4,destroy,v.破坏，消灭，毁灭,My computer was completely destroyed in the fire.,我的电脑被大火毁尽了。
Unit4,pipe,n.管子，导管，烟斗，笛,"These pipes are made of plastic, so they are very light.",这些管子是塑料做的，所以它们非常轻。
Unit4,shelter,n.隐蔽住，躲避处(常用来指住处)；庇护v.遮蔽，掩护，庇护,They build shelters from ice to keep themselves warm.,他们用冰建造躲避处来抵御严寒。
Unit4,injure,v.伤害，损害，损伤,Ronaldo was given first aid treatment after he injured his leg.,罗纳尔多在扭伤脚之后获得了第一时间的救助。
Unit4,useless,adj.无用的，无价值的，无效的,This computer is useless; I need to get a new one.,这台电脑不能用了，我需要换新的。
Unit4,track,,I run down the track as fast as I can.,我沿着跑道尽我最快速度跑。
Unit4,bury,v. 埋葬；隐藏,Many graves were dug to bury the dead after a battle.,很多墓穴是挖来埋葬战后死者的。
Unit4,outline,v. 描绘，画出...的轮廓n. 外形，轮廓；大纲，概要,This outline of my invention should give you some idea of what I want.,这张关于我的发明的外形图应该会让你知道我想要什么。
Unit4,dirt,n.尘，土，污物，污垢 ,I want to wash the dirt from my hands.,我想洗干净手上的泥。
Unit4,right away,立即，马上,I must deliver this message right away!,我必须马上去送信！
Unit4,extreme,n. 极端；末端adj. 极端的；尽头的,The roller coaster has some pretty extreme turns; it might make you sick.,过山车有一些非常极端的转弯，这可能会让你觉得不舒服。
Unit4,at an end,结束；终结,My patience with you is at an end!,我受够你了！
Unit4,sincerely,"adv. 真诚地, 诚挚地;  忠实地;  ","He apologized sincerely to me, but I still didn't want to forgive him.",他很真诚地向我道歉，但我还是不想原谅他。
Unit4,dam,n. 水坝；障碍物,The dam keeps the river from flooding the town.,大坝让小镇免于河流泛滥的洪水。
Unit4,judge,v. 判断；审判；裁决 n. 法官；裁判,The judge decides if I will go to jail.,法官决定我是否会入狱。
Unit4,frighten,v. 使惊恐，使害怕,My brother jumped out of the closet and frightened me.,我的弟弟从衣柜里跳出来，吓到我了。
