Units,words,mean_cn,sentence,sentence_tra
Unit1,positive,adj.确定的；积极的；实际的；阳性的n.正面；正数,Stay positive; keep your mind on the good things.,保持乐观：把注意力放在好的事情上。
Unit2,depression,n.抑郁，沮丧；不景气，萧条(期)；洼地，凹陷,After the divorce she sank into a deep depression; she barely ate or slept.,离婚后她沉浸在极度的抑郁中，几乎不吃不睡。
Unit2,fascinated,adj. 着迷的; 被深深吸引的; v. 使着迷; 使陶醉（fascinate的过去分词）,He is fascinated with this game.,
Unit2,sight,n.视力，望见，视域　,My dog's sight is better with these binoculars.,用了望远镜，我的狗视力更好了。
Unit2,severe,adj. 严重的；严厉的；严酷的；剧烈的,The thunderstorms are very severe; I've seen lightning countless times tonight.,暴风雨很猛烈，我今晚都看了无数次闪电了。
Unit2,crew,n.全体船员，乘务员，职员，同事，工友,The crew members lined up in the morning before beginning work.,全体船员每天早上在开始工作前先列队。
Unit2,witness,n.目击者，见证人；证据，证言v.目击，注意到；为…作证,He was the only witness to the murder; he can tell us what really happened.,他是这场谋杀案的唯一目击者，他能告诉我们发生了什么。
Unit2,navy,n.海军,The navy was advancing for battle in the morning.,
Unit2,anchor,,The ship dropped the anchor down for the night.,船抛下锚过夜。
Unit2,unconditional,adj.绝对的，无条件的,Mothers have unconditional love for their children.,妈妈对孩子的爱是无条件的。
Unit2,tow,v.拖；拉,My car broke down so my friend had to tow me home. ,我的车抛锚了，所以我的朋友只能把我（的车）拖回家。
Unit2,locate,v.测定，找出...的位置，使...坐落于,"The most important cities are located here, here and here.",几个最重要的城市位于这里，这里，还有这里。
Unit2,complicated,adj. 复杂的，难解的,Geometry is a very complicated subject--it makes my head hurt.,几何是一门非常复杂的学科，让我很头疼。
Unit2,flexible,adj.易曲的，柔软的，灵活的 ,She's so flexible because she's practiced yoga for so long.,练了很久的瑜伽，让她的身体很柔软。
Unit2,cling to,依靠；粘在...上,He had to cling to the wall so he would not fall off.,他不得不紧紧依附在墙上以免落下。
Unit2,predator,n.掠夺者，食肉动物,The bear is the main predator of the fish.,熊是鱼类的主要捕食者。
Unit2,incredible,adj.不可相信的；惊人的，不可思议的,What an incredible martial arts fight!,多么不可思议的一场武术格斗啊！
Unit2,extreme,n. 极端；末端adj. 极端的；尽头的,The roller coaster has some pretty extreme turns; it might make you sick.,过山车有一些非常极端的转弯，这可能会让你觉得不舒服。
Unit2,hatch,,"Look, the eggs are hatching!",看啊，小鸡出壳呢！
Unit2,extremely,adv. 非常，极其；极端地,The dog on the right is extremely small.,右边的这只狗真小。
Unit2,supernatural,"n. 超自然物, 神奇人物, 不可思议的事;  adj. 超自然的;  ","I want to go to Hogwarts, like Harry Potter, to get supernatural powers.",我想去霍格华兹魔法学校，像哈利·波特那样，学会超自然能力。
Unit2,demonstrate,v.(用实例、实验)论证，演示，示威,This experiment demonstrates the chemical principle we were discussing.,这个实验论证了我们讨论的化学原理。
Unit2,enthusiast,n.狂热者，热衷者,He's a hot air balloon enthusiast.,他是热气球狂热爱好者。
Unit2,prey,"n. 被捕的动物, 捕获物;  vi. 捕食;      受...控制;    受害;    使耿耿于怀",The dog brings his prey back to eat.,那只狗把猎物带回来吃了。
Unit2,dolphin,n. 海豚;  ,That dolphin family deem the feeder as one of them. ,这个海豚家族把饲养员看做成他们的一份子。
Unit2,plankton,n.浮游生物,Whales grow very large although the food they eat is very tiny plankton.,尽管鲸吃的食物是非常微小的浮游生物，但是他们能长得非常大。
Unit2,repay,vi. 偿还; 补偿; 报答;  vt. 偿还(钱款或债务); 报答; 补偿;  ,"If you do not repay the loan, your credit card will be taken away.",如果你不归还贷款，你的信用卡将会被收回。
Unit2,penalty,n. 处罚;  罚球;adj. 处罚的;  ,You used your hands! The other side can take a penalty kick!,你用手了，对方可以罚一个点球。
Unit2,approach,,The elephants are approaching us.,一群大象正在靠近我们。
Unit2,befriend,v.帮助；待人如友,I'm glad he befriended me when I was so sad.,我很高兴他在我悲伤时帮助了我。
Unit3,financially,adv. 财政上；金融上,I'm working out which is the financially best choice.,我正在研究最经济的选择是哪个。
Unit3,furnish,"vt. 供应, 提供;  (用家具等)布置(房间、公寓等);  ",We furnished our room with very expensive furniture.,我们用非常昂贵的家具来装饰我们的房间。
Unit3,wretched,adj.糟糕的；恶劣的；可怜的，身心疲惫的,I think homeless people live a very wretched life.,我认为无家可归的人生活得很可怜。
Unit3,pick,v.挑选；拾；摘，采摘n. 鹤嘴锄,You can pick one for dessert.,你可以选一个作甜点。
Unit3,territory,n.地区，领土；（美国）准州；（加拿大）地方；（澳大利亚）区 ,"China's territory includes forests, plains and deserts.",中国的领土包括森林、平原和沙漠。
Unit3,gain,v.获得，增加n.获得，增加,"He only cared about personal gain, and never helped out his friends.",他只关心自己的利益，从不帮助他的朋友。
Unit3,autobiographical,adj.自传的；自传作家的,"""The life of Han Shan"" is an autobiographical account of Han Shan's life, written by himself.",《憨山大师缘》是憨山的生平自传，由他自己撰写。
Unit3,wagon,n.运货马车，运货车；敞蓬车厢,He took his sister for a ride down the street in his little wagon.,他用他的小货车顺道带了他姐姐一路。
Unit3,grocery,n.食品杂货店,Grocery stores greatly solve our daily purpose.,杂货店解决了我们的日常需求。
Unit3,vocation,"n. 职业;  才能;  天职, 使命;  ",Doctor is the vocation which requires great responsibility. ,医生这种职业需要强大的责任感。
Unit3,misery,n.痛苦，悲惨，不幸,Her misery is due to her mother's death.,她的痛苦都来自于母亲的过世。
Unit3,shovel,n.铁锨，铲v.铲起,That shovel creeps me out; they use it to dig graves.,那个铁铲太可怕了因为他们用它来挖坟。
Unit3,tiresome,"adj. 使人疲倦的;  烦人的, 讨厌的;  无聊的;",Office work is so tiresome that it makes me drowsy!,办公室工作真是无聊得让我昏昏欲睡！
Unit3,mill,n.碾磨机，制造厂v.碾，磨，（毫无目的地）乱转,The wind mill works by using wind power.,风车磨坊是利用风能工作的。
Unit3,toss,v. 扔，抛，掷n.掷，掷钱币来决定，猛抬头,This coin toss will decide who goes first.,掷硬币来决定谁先走。
Unit3,dazzle,v. 眩目；使惊叹,The sun's bright glare dazzles my eyes.,太阳刺眼的光芒让我眼花。
Unit3,sensational,adj.使人感动的，非常好的；轰动性的；引起哗然的 ,The pop band put on a sensational show. ,那个流行乐队的演出非常感人。
Unit3,amuse,v.逗…笑，使娱乐,"At work, she amuses herself by playing around.",工作时，她会瞎折腾着找乐子！
Unit3,land,n.陆地，土地；国土，国家　　v.(使)登陆；(使)着陆,Who owns all of this land?,谁是这块儿地的主人？
Unit3,descend,"vi. 下降, 下来;  突然访问;  降临;  vt. 下移, 下降;  走下;  ",The elevator descends slowly to the ground floor.,电梯缓缓地向一楼下降。
Unit3,bore,vt. 使厌烦,I am bored in Singapore.,我在新加坡很无聊。
Unit3,hostile,adj. 敌对的，敌方的；怀敌意的n. 敌对,Why are you so hostile? I don't want to fight!,你为什么这么有敌意？我并不想打架。
Unit3,shaft,"n. 矛杆;  柄, 杆;  vt. 给…装杆;  ",A croquet mallet has a thin shaft and a heavy head.,长柄木槌包含一个细的柄和一个沉重的木槌。
Unit3,passion,n. 激情,The couple has a lot of passion in their relationship.,这一对情侣在恋爱中很有激情。
Unit3,renew,v.更新 ,Using this face mask helps me renew my youthful beauty.,使用这个面膜可以帮助我重塑我的年轻美貌。
Unit3,bother,v.麻烦，打扰；花时间n.烦扰，麻烦，打扰,The pain in my shoulder bothers me.,肩膀痛困扰着我。
Unit3,bare,adj.赤裸的；极少的,Her legs were bare.,她双腿赤裸。
Unit3,reward,n. 报答;  奖品;  补偿;  vt. 酬谢;  报答; 报应;  ,My reward for winning the race was a big trophy.,我赢得比赛的奖品是一个大奖杯。
Unit3,cabin,n.小屋(简陋的)；船舱，机舱v.住在小屋里,We like to go to our small log cabin in the woods.,我们喜欢去我们在树林的小木屋。
Unit3,private,adj.私人的，秘密的，私立的,"As a CEO, I use a private jet to travel.",作为总裁，我乘私人飞机去旅行。
Unit3,legitimate,adj. 合法的，合理的,His passport is legitimate; It is not fake.,他的护照是合法的，不是假的。
Unit3,commendation,n.推荐；赞扬；奖品,"Her work was so good, everyone thought she deserved a commendation.",她的工作如此的好，每个人都认为她值得嘉奖。
Unit3,drag,n.拖，拖累物v.拉，拽；拖着（沉重的步伐或疲惫的身躯）,She dragged her husband into the bedroom after the marriage ceremony.,在婚礼典礼之后她拉着她的丈夫进了卧室。
Unit3,compensate,v.赔偿，补偿,He is trying to compensate for being rude by buying me flowers.,他为我买了花，努力为自己的无理做着补偿。
Unit3,mining,n. 矿业；采矿,A long tunnel was made through mining to establish a new railway track.,
Unit3,figure out,理解，想明白,"Let me figure out what I can make for dinner... OK, got it!",让我想想我能做什么当晚餐。啊，想到了！
Unit3,fortune,n.命运，运气；财产,"Fortune, not skill, will decide if I win the money.",我能否赢钱靠的是运气而不是技术。
Unit3,livelihood,n.生活，生计；谋生方式,We all have different ways of earning our livelihood.,我们每个人有不同的方法维持生计。
Unit3,publication,n.出版，印刷，出版物,The magazine is finished and ready for publication. ,杂志已经完成了，正等待出版。
Unit4,normally,adv.通常，正常地,"She normally arrives at 10AM, today she was late.",她通常上午十点到达，但今天她迟到了。
Unit4,representative,n.代表，代理人adj.(of)典型的，有代表性的,The sales representative sold me a car.,这个销售代表卖给我一辆车。
Unit4,candidate,n. (官职、获奖资格等的)候选人;  投考人;  攻读学位者;  申请求职者;  ,Both candidates told us why we should vote for them.,两个候选人都告诉我们，为何我们应该选他。
Unit4,intention,n.意图，意向，目的 ,My intention is to quit smoking in the next year.,我的目标是明年戒掉烟。
Unit4,identify,v.认出，鉴定，识别,"Your fingerprints are unique, so they can help identify you to police.",你的指纹是独一无二的，所以它们可以帮助警察识别出你。
Unit4,profession,n. 职业; 同行; 声明; 立誓信教;  ,"I don't just want a job, I want a real profession! ",我不仅仅是想要一份工作，我想要一份真正的职业！
Unit4,intend,v.想要，打算，企图,"Hi, cat, what do you intend to do - eat me, or just watch me?",嗨，小猫，你想干吗？吃掉我还是只是看着我。
Unit4,feature,"n. 面貌, 相貌;  特征, 特点;  特辑;  vi. 起重要作用, 作为主要角色;  vt. 使突出, 以…为特色;  ","Wow, this cell phone has so many cool features!",哇，这部手机有好多超酷的特色（功能）！
Unit4,outline,v. 描绘，画出...的轮廓n. 外形，轮廓；大纲，概要,This outline of my invention should give you some idea of what I want.,这张关于我的发明的外形图应该会让你知道我想要什么。
Unit4,prospective,n. 预期;  adj. 未来的;  预期的;  ,The prospective King is trying on his father's outfit.,这个未来的国王在试他父亲的衣服。
Unit4,exhibitor,n.展出者，展览会参加者,I'm an exhibitor at the trade show. You should come by and see my exhibit.,我是一名贸易参展商。你应该来看我的展览。
Unit4,available,adj.可利用的；可得到的,The house is available for rent.,此屋出租。
Unit4,post,"n. 柱;  邮政, 邮寄;  职位, 岗位;  哨所;vt. 贴出;  公告;  邮寄;","Every day, our business posts about twenty letters.",每天我们公司邮寄大约二十封信。
Unit4,entry,n.入口处；登记；进入,A keycard is necessary for entry to the room.,门卡是进这间房子所必须的。
Unit4,institution,n. 机构；创立；制度；习俗,The United Nations is a global institution devoted to preserving world peace.,联合国是致力于维护世界和平的国际性机构。
Unit4,interpret,v.解释，理解为；口译,The doctors interpret the x-ray scans to see if I'm sick.,医生解读着X光片，好知道我是不是生病了。
Unit4,application,n.运用；申请；应用程序,I use many applications on my cell phone and PC.,我在手机和电脑上使用很多应用程序。
Unit4,employer,"n. 雇主, 老板;  ",My employer yells at me everyday. ,我的老板每天都冲我嚷嚷。
Unit4,previous,adj.以前的；早先的，过早的,Press this button to go back to the previous page.,按这个按钮，回到上一页。
Unit4,secretarial,adj.秘书的；书记的；部长的,"I'm good at typing, answering phones, and other secretarial tasks.",我擅长打字、接电话和其他的秘书工作。
Unit4,seminar,n. 研究班；专题讨论会,Those who attended the seminar learnt a lot.,参加研讨会的人学到了很多东西。
Unit4,vacancy,n. 空;  空缺;  空虚;  悠闲;  ,There's a job vacancy - let me apply!,这儿有个职位空缺—我要申请！
Unit4,drive,v.驾驶，驱动n.驾车；驱动力；干劲,It is a long drive from Los Angeles to New York City. ,从洛杉矶到纽约要开很久的车。
Unit4,contract,n.合同，契约v.订合同，收缩，缩减,We signed the contract and I bought the house.,我们签了合同后，我就买下了这栋房子。
Unit4,squash,v.压扁；压制n.南瓜；易压烂的物品；拥挤的人群；壁球,A can takes up much less space after you squash it.,踩扁罐头后它就会少占很多空间。
Unit4,ambition,"n. 强烈欲望, 雄心, 抱负;  (具体的)追求目标;  (干)劲;  ",His ambition was to get to the top.,他的雄心是到达顶部。
Unit4,respective,adj.各自的，各个的,Each European country has its own respective flag.,欧盟的每个国家都有各自的旗帜。
Unit4,get across,vi. 通过(渡过；被人了解),The kids got across the river using the bridge.,孩子们从桥上过了河。
Unit4,scholarship,n. 学问;  奖学金;  ,"Mom, I just won a $50,000 scholarship to help pay for college!",妈妈，我得到了五万美元奖学金用来交学费！
Unit4,negotiate,v.谈判，交涉，商议,"We haven't made the deal yet, since we're still negotiating.",我们还未达成协议，因为我们仍在谈判。
Unit4,prospectus,n.章程，内容简介；样张；创办计划书,Please read this prospectus to see if you want to invest in our company.,请阅读本计划书，看是否愿意投资我们公司。
Unit4,expertise,n.专门知识，专门技能,The doctor has expertise in medicine.,医生有很多医学方面的专业知识。
Unit4,position,n. 姿势，位置，职位v. 安置,"He says he thinks better in that position, but I'm not so sure he does.",他说他保持那种姿势时能更好地思考，但是我不认为他能。
Unit4,discomfort,n.不适，不安；不便之处v.使……不舒服；使……不安,My headache is causing me severe discomfort.,我的头痛引起了我的严重不适。
Unit4,spreadsheet,n. 电子制表软件；电子数据表；试算表,I'm checking the monthly profit spreadsheet for our business.,我正在检查我们生意的月度利润报表。
Unit4,standard,n.标准，规格adj. 标准的,The metric system is the standard system of measurement in most countries.,公制度量系统是大多数国家使用的标准测量系统。
Unit4,presentation,n. 介绍；演讲；报告；颁发；提交，出示,"In her presentation, she discussed what we can do to increase sales.",在她的报告中，她讨论了我们应该如何促进销售。
Unit4,memo,n. 备忘录,I put memos everywhere to remind me of things that I must do.,我把备忘录放得到处都是，以提醒自己必须做的事。
Unit4,field,n. .田野；运动场；领域,The children liked to play in the field.,孩子们喜欢在田地里玩儿。
Unit4,advanced,adj.先进的，高级的,This science seems to be too advanced for him!,看起来科学对他来说太难（高级）了。
Unit4,make up for,v.补偿，弥补,The man tried to make up for his mistakes by giving her flowers.,那个男人尝试送她花以弥补他的错误。
Unit4,corporate,adj.公司的，全体的，共同的，（法人）团体的,"In a corporate job, you always have to think about profit.",在公司工作，你时刻都得考虑到利益。
Unit4,enthusiastic,adj.狂热的，极感兴趣的，热情的,He's always so enthusiastic about video games--he loves them so much.,他对电子游戏总是充满热情，他非常喜欢游戏！
