Units,words,mean_cn,sentence,sentence_tra
Unit3,punishment,n.惩罚，处罚,A harsh punishment can do more harm than good.,严厉的惩罚百害而无一利。
Unit3,candidate,n. (官职、获奖资格等的)候选人;  投考人;  攻读学位者;  申请求职者;  ,Both candidates told us why we should vote for them.,两个候选人都告诉我们，为何我们应该选他。
Unit2,sunshine,n.日光，日照,The sunshine broke through the clouds.,阳光穿透云层。
Unit2,cheek,"n. 面颊, 脸蛋;  vt. 无礼地说;  ",She used a cream on her cheeks to take care of her skin.,她把面霜涂在脸颊上来保养皮肤。
Unit2,cattle,n.牛，牲口，家畜,Farmers breed cattle for their milk.,农场主们饲养奶牛是为了获取牛奶。
Unit2,atmosphere,n.大气层，大气，空气；基调，气氛,"As we keep polluting the atmosphere, the world's temperature will keep rising.",随着我们不断污染大气，全球气温将会持续攀升。
Unit2,surrounding,n. 包围;  围绕物;  周围的事物;  adj. 周围的;  环境的;  ,The sheep is constrained by the surrounding fence.   ,那只羊被周围的栅栏给关起来了。
Unit2,extraordinary,adj.非同寻常的，特别的 ,The teacher said my daughter has extraordinary musical talent.,老师说我女儿的音乐天赋非同寻常。
Unit2,wildlife,,Africa has some of the most interesting wildlife in the world.,非洲有不少世界上最有趣的动物。
Unit2,advance,v. 提升，提前n. 前进，增长，接近,I'd like to advance as high up in this company as possible.,我想在这座公司里尽可能地爬高。
Unit2,bury,v. 埋葬；隐藏,Many graves were dug to bury the dead after a battle.,很多墓穴是挖来埋葬战后死者的。
Unit2,brilliant,adj.明亮的，卓越的，有才气的；聪颖的,The little girl is brilliant; she is already doing college level math.,这个小女孩很聪明，她已经会做大学难度的数学题了。
Unit2,arrange,vi. 达成协议;  做安排;  vt. 整理;  把…归入一类;  筹备;  达成…的协议;  ,I can arrange my toys so that they all fit in a box.,我把玩具都整理好，这样它们就能都放在一个盒子里。
Unit2,highway,n.公路，大路,I like driving on this part of the highway.,我喜欢在这段高速路上开车。
Unit2,altogether,adv.完全地，合计，总而言之,She's changing her whole face altogether.,她要一次改头换面！
Unit2,scare,"n. 惊恐,恐慌 vt. 吓,使害怕 vi. 受惊吓,感到害怕",I'm scared of thunder.,
Unit2,tourism,n.旅游，旅游业,The beach is a popular location for tourism.,海边是旅游胜地。
Unit2,forever,adv.永远，总是，老是,"I will love you forever, my darling!",我会永远爱你的！亲爱的！
Unit2,sleeve,n.袖子,"In winter, I prefer shirts with long sleeves. ",冬天，我比较喜欢长袖衬衫。
Unit2,supply,,Our oil supply comes from this pipe.,我们的石油供应来自这个管道。
Unit2,officially,adv.正式地；官方地；作为公务员,I have to tell you officially that you were breaking the speed limit.,我不得不正式告诉你，你超速了。
Unit2,afterward,adv.之后，后来，以后 ,"Afterward, please clean up your dog's poop.",随后，请清洁你家狗狗的便便。
Unit2,adventure,n.冒险，冒险活动；奇遇,Jumping off a mountain was part of his adventure.,他的惊险经历还包括从山上跳下！
Unit2,destination,n.目的地，终点；目标,The road takes us to our destination.,这条路指引我们到达我们的目的地。
Unit2,steep,n. 陡坡;  vi. 陡峭;  adj. 陡峭的;  急剧的;  过高的;  adv. 陡峭地;  ,This cliff is almost too steep to climb!,这个悬崖几乎太陡峭了，以至于不能攀爬。
Unit2,classic,n. 经典著作;  文豪;  优秀典范adj. 经典的;  古典的;  高雅的,"As a rich second generation, I prefer some classic furniture in my home.",作为一个富二代，我更喜欢古典一点的家具。
Unit2,helmet,n. 钢盔; 头盔; 盔形物;  vt. 给…戴头盔;  ,Wear a helmet to protect your head.,戴上头盔来保护你的头部。
Unit2,temple,n.庙宇，圣堂，神殿,The old temple was beautiful at night.,这个古老的庙宇在晚上十分漂亮。
Unit2,explore,v.探险，探索，尝试,I'd love to be the first to explore another planet.,我想成为探索其他星球的第一人。
Unit2,flashlight,n. 手电筒;  闪光信号灯;  ,Always have a flashlight ready just in case the power goes out at night.,总是准备好手电筒以防晚上停电。
Unit2,schedule,n.时间表；计划表,"According to my schedule, I have almost nothing to do today.",从我的时间表来看，我今天几乎没什么事做。
Unit2,protection,n. 保护；保卫,"As a true friend, Jerry will always provide protection to Tom.",杰瑞真算得上朋友，他总是会为汤姆提供保护。
Unit2,kingdom,n.王国，领域,The Union Jack is the flag of the United Kingdom.,米字旗是大英帝国的国旗。
Unit2,publish,v.出版，刊印；公布，发布,They'll publish my book both electronically and in print.,他们会出版我的书，电子版和印刷版都有。
Unit2,defence,n.防御，防务，辩护 ,The woman learns self defence.,这个女人学习自卫。
Unit2,tiring,adj.累人的；麻烦的；无聊的；引起疲劳的,Thinking about work all the time is so tiring!,一直考虑工作问题是非常累人的！
Unit2,crane,n.起重机，鹤v.伸长(脖子)以便看得更清楚,The cranes on the construction site were used to raise heavy objects.,施工工地的起重机是用来吊起重物的。
Unit2,spot,n. 斑点；污点v. 发现，认出,The artist made a pattern of blue spots on the white wall.,艺术家在白墙上弄上了蓝色斑点。
Unit2,tower,n. 塔，楼塔v. 高耸；胜过,Have you seen the Eiffel Tower in Paris?,你在巴黎参观埃菲尔铁塔了吗？
Unit2,desert,,The desert is very dangerous; there's no water for miles.,沙漠中充满了危险，方圆百里没有一滴水。
Unit2,diamond,n.金钢石，钻石；菱形,"As the saying goes, ""Diamonds are a girl's best friend.""","俗话说,“钻石是女孩最好的朋友”。"
Unit2,shade,n.荫；遮光物；阴凉处；阴影v.荫蔽,It's so pleasant to rest here in the shade of the tree!,在树荫下休息太舒服了。
Unit2,dusty,adj. 落满灰尘的,The rally car went around the corner leaving behind a dusty cloud.,赛车急速转弯时飞出许多灰尘。
Unit2,uncomfortable,adj.不舒服的，不自在的,I'm a little bit uncomfortable around my new boss. ,在我的新老板周围我有点不自在。
Unit2,view,n. 视野；见解； 风景v. 看，俯瞰；视察,What an amazing view from up here!,山顶的风景太赞了！
Unit2,heaven,n. 天国; 天堂; 乐土;  极乐世界;  ,"Please, God, may I go to heaven when I die?",拜托了，上帝啊，我死后能让我去天堂吗？
Unit2,backpack,n. 背包;  vi. 背上背包出游;  ,I've fit everything I need to travel around the world into a single backpack.,我把我环球旅行所需的所有东西都装到了一个背包里。
Unit2,novel,n.小说，长篇故事adj.新奇的，不同的 ,She reads a Sherlock Holmes novel.,她看福尔摩斯的小说。
Unit2,camel,n.骆驼,The camel is known as the ship of the desert.,骆驼被称作沙漠之舟。
Unit2,in advance,提前，预先,It's hard to tell what the weekend's weather will be in advance.,提前预告周末的天气很困难。
Unit2,sunrise,n. 日出;  晨曦;  adj. 新兴的;  ,We got up early today and saw a beautiful sunrise.,我们今天起得很早，看到了美丽的日出。
Unit2,endless,adj. 无止境的;  没完没了的;  连续的;  循环的;  漫无目的的;  ,This road seems endless - are we nearly there yet?,这条路看起来没有尽头啊，我们还没到吗？
Unit2,beauty,n.美(丽)，美人，美丽的东西,I can't help but admire her beauty.,我情不自禁爱慕她的美丽。
Unit2,wander,v.漫游；蜿蜒；迷路；离题n.游荡； 闲逛； 失散,They wander slowly along the mountain path.,他们在山路上漫步。
Unit2,announce,v.宣布，叙述，预示,They announced the start of the race by shouting loudly.,他们大喊着宣布比赛开始了！
Unit2,reflect,v.反射，映现；仔细思考,It's so beautiful how the water reflects the sky.,天空倒映在湖面上，真是太美了！
Unit2,mount,v.登上，爬上；骑上；增长n.山，峰,She mounted her horse and rode away.,她飞身上马，疾驰而去。
Unit2,photograph,n. 照片;  vi. 拍照;  vt. 为…拍照;  ,After my vacation I showed my friends all of my travel photographs.,在假期之后我向朋友们展示了所有旅途中的照片。
Unit2,flight,n.航班，飞行，逃跑,I have to get to the airport quickly--my flight leaves in an hour!,我必须赶快到达机场——我的飞机在一个小时后要飞了！
Unit2,African,n. 非洲人；adj 非洲的；非洲人的,African people have very dark skin.,非洲人的肤色很黑。
Unit2,harmony,n.和声，和睦，协调，和谐,The Yin-Yang is a symbol of harmony.,阴阳是和谐的一种象征。
Unit2,cage,n.笼，鸟笼；囚笼v.关进(笼子),Get me out of this cage! Where's the key?!,把我从这笼子里面放出去！钥匙在哪？！
Unit2,rough,adj.粗糙的；大致的；粗暴的,Sandpaper feels very rough.,砂纸很粗糙。
Unit1,hairy,adj.毛发的，多毛的,Some women prefer hairy men.,有的女人偏爱多毛的男人。
Unit1,human being, n. 人,"Whatever our color and whatever language we speak, we're all human beings.",无论我们是什么肤色说什么语言，我们都是人类。
Unit1,aboard,"prep. 在 (船、火车、汽车、飞机等)上, 上(船、火车、汽车、飞机等);  adv. 在船(或火车、公共汽车、飞机等运输工具)上, 上船;  ",We stayed aboard the ship for several hours. It was lovely. ,我们在船上待了好几个小时，这里真爽。
Unit1,ancestor,n. 祖宗，祖先,Our ancestors looked kind of like monkeys.,我们的祖先看起来有点像猴子。
Unit1,link,n.链接，联系v.连接，结合,Social networking sites help link you with your friends.,社交网络帮助你连接朋友。
Unit1,badminton,n.羽毛球；羽毛球运动,We play badminton to keep our arms strong.,我们打羽毛球来保持双臂强壮。
Unit1,blank,n. 空白;  空地;  adj. (纸等)空白的;  ,Your notepad is blank; write some notes about the meeting!,你的笔记本是空白的，写点会议记录吧！
Unit1,belong to,属于 ,My teddy bear belongs to me! Hands off!,泰迪熊是我的，你放手！
Unit1,statement,n. 声明，陈述；结算单，报表,He gave a statement to the news reporters.,他向记者发表了一份声明。
Unit1,disappear,v.消失；失踪,Her clothes make her body seem to disappear against the wall.,她的衣服让她的身体好像消失在墙里一般。
Unit1,schoolboy,n. 男学生；学童,The schoolboy studies hard.,这个男生学习很努力。
Unit1,appropriate,adj.合适的，适当的v.挪用；拨款；私占,"Ah, this looks like the appropriate puzzle piece.",啊哈，这块拼图看起来很合适放在这里。
Unit1,tournament,n.锦标赛，联赛；比赛,The basketball tournament will end with a single winner.,这次篮球联赛会只有一个获胜队伍。
Unit1,flash,"n. 闪光;  刹那;  vi. 闪光;  发火花;  adj. 炫耀的;  浮夸的;  一闪而过的;  vt. 闪, 闪烁;  ",The lightning struck with a flash of light.,闪电击出闪光。
Unit1,examine,v.检查，细查；对...进行考试,I took my dog to the vet to be examined.,我带我的狗去兽医那里检查。
Unit1,centimetre,n.厘米,One hundred centimetres is equal to one meter.,一百厘米等于一米。
Unit1,journalist,n.新闻工作者，记者,The journalist interviews her guests on TV.,记者电视采访她的嘉宾。
Unit1,due to,由于；取决于,His huge size is due to his beer drinking habits.,他肥胖是因为他有喝啤酒的习惯。
Unit1,questionnaire,"n. 调查表, 征求意见表;  ",Please fill out this questionnaire so we can improve our service.,请填写这份调查问卷，这样就能帮助我们改善服务。
Unit1,base,n.基础，基地，底座adj.差的，次的,The bases of these pillars have to support a lot of weight.,这些柱子的底座得承受巨大的重量。
Unit1,construction,n. 建筑物；建造；造句,I work in construction - I build houses.,我在建筑行业工作—我盖房子。
Unit1,assume,v.猜想，假设，呈现，就(职),"I don't know who you are, but I can assume you're my wife.",我不知道你是谁，但我猜你是我的妻子。
Unit1,existence,n. 存在;  持续存在;  发生;  生存;  生活方式;  存在物;  ,Do you believe in the existence of dragons?,你相信龙的存在吗？
Unit1,reserve,n.储备，后备，保护区v.储备，保留，预定,The store keeps a large reserve in case prices suddenly go higher.,仓库保持大量库存以防物价突涨。
Unit1,look into,v.研究；调查,I'll look into what your computer problem is.,我来研究一下你的电脑出了什么问题。
Unit1,humour,n. 幽默; 诙谐; 幽默感; 脾气; 心情;  vt. 迎合; 迁就; 使自己适应;  ,Women love men with a good sense of humour. ,女性喜欢有幽默感的男性。
Unit1,exist,v.生存，生活，存在,Unicorns only exist in fairy tales.,独角兽只存在于童话故事中。
Unit1,attack,,I told her I wanted to break up and she attacked me!,我告诉她我想分手，然后她就打了我！
Unit1,table tennis,n. 乒乓球,China always wins all the table tennis medals at the Olympics.,中国总是在奥运会包揽所有乒乓球金牌。
Unit1,incident,n.事件，事变,I have never seen such an unusual incident in my life.,我长这么大从没见过这么不同寻常的事件。
Unit1,length,n.长，长度,I use a tape to measure the length of the wood.,我用卷尺测量木头长度。
Unit1,spaceship,n.宇宙飞船,We watched the spaceship land on the moon on TV. ,我们在电视上看到了太空船落在月球上。
Unit1,tale,n.故事，传说,"He stayed up late at night with his book, just so he could finish reading the tale.",他晚上熬夜，就是为了能看完书上的这个故事。
Unit1,possibility,n.可能，可能性；可能的事，希望,"There's a possibility I'm right; then again, I might be wrong.",有可能我是对的，当然也有可能我是错的。
Unit1,witness,n.目击者，见证人；证据，证言v.目击，注意到；为…作证,He was the only witness to the murder; he can tell us what really happened.,他是这场谋杀案的唯一目击者，他能告诉我们发生了什么。
Unit1,puzzled, adj. 迷惑的，困惑的,I'm puzzled about why I spend so much money.,我很困惑为什么我花了这么多的钱。
Unit1,dismiss,v.不再考虑；解雇,His boss dismissed him from his job for making too many mistakes.,他在工作上犯了很多错，他的老板因此解雇了他。
Unit1,due,,The baby is due in about one month.,再有一个月宝宝就该出生了。
Unit1,alien,,The aliens are considering landing on Earth.,外星人在考虑在地球上登陆。
Unit1,mystery,n.神秘；神秘的事物,The man tries to solve the mystery of the missing question mark.,这个男人试着解答失踪的问号这个神秘事件。
Unit1,astronomer,n.天文学家,The astronomer watches the stars.,天文学家在观测行星。
Unit1,strength,n.力量；长处；兵力,Show your strength! Hit it again!,展示出你的力量！再来一击！
Unit1,amazing,adj.令人吃惊的，非凡的,The sunrise is so amazing!,日出美得惊人！
Unit1,fur,n.毛皮，毛皮衣服，人造毛,"A fur coat is very warm, but very expensive!",皮毛外套很温暖，但也很昂贵。
Unit1,creature,n.人；生物；动物,"Is your favorite creature the dog, cat, or rabbit?",你最喜欢的动物是狗，猫还是兔子？
Unit1,belong,v.属于，附属；适应 ,You belong in our group - please join us.,你属于我们的团队，请加入我们。
Unit1,villager,n. 乡村居民，村民,The villager brings water home.,村民把水打回家。
Unit1,dozen,n.一打，十二个,A dozen eggs now costs twenty dollars--how expensive!,一打鸡蛋现在要20美元！好贵啊！
Unit1,UFO,abbr.不明飞行物（Unidentified Flying Object）,Every full moon there are more reported sightings of UFOs.,每到满月UFO目击报告就会更多。
Unit1,make up,phr. 组成; 补足; 化妆; 编造;,The red slice makes up about a quarter of the whole.,这红色的部分占整体的1/4。
Unit1,tick,n.勾号，(钟表)滴答声，一刹那v.用勾作为记号，发出滴答声,I tick the boxes one by one.,我挨个在勾选框打了勾。
Unit1,discount,,"Buy it this week, while you can still get a discount.",这周就买了它吧，还能享受折扣。
Unit1,track,,I run down the track as fast as I can.,我沿着跑道尽我最快速度跑。
Unit1,evidence,v. 证明n. 证据，迹,Keep every piece of evidence to help us solve the crime. ,保存每一条证据以帮助我们侦破犯罪案件。
Unit1,award,n. 奖品;  奖学金;  vt. 判定;  授予;  ,I can't believe I won the award for best actress.,真不敢相信我得了最佳女演员奖。
Unit1,injury,n.损害，伤害；受伤处,The boss went to work despite his injury.,老板不顾伤痛也要去工作。
Unit1,occur,vi. 发生;  出现;  ,Car accidents can occur very quickly.,车祸会发生在一瞬间。
Unit1,unexplained,adj.不清楚的，使人莫名其妙的,How the camel got there remains unexplained.,骆驼怎么会出现在那里是个莫名其妙的问题。
Unit1,detective,n.侦探，私人侦探,A detective must know how to see through people's lies.,侦探必须知道如何看穿人们的谎言。
Unit1,organize,v.组织，编组,Please organize the files by number. ,请按编号整理好文件。
Unit1,disagree,v.意见不同，不一致,We always disagree about what to eat for dinner. ,对于晚饭吃什么我们总是意见不合。
Unit1,convince,v. 使信服，使确信,"It was tough, but I finally convinced the businessmen to use my idea.",这很难，但我最终说服了那个商人来用我的点子。
Unit1,laughter,n.笑，笑声,The family burst into laughter together.,一家人笑成一团。
Unit1,case,n.例子；箱子；情况v. 包围；把…装于容器中,"As a lawyer, I have lots of cases to deal with.",作为一个律师，我有大量的案件需要处理。
Unit1,enthusiastic,adj.狂热的，极感兴趣的，热情的,He's always so enthusiastic about video games--he loves them so much.,他对电子游戏总是充满热情，他非常喜欢游戏！
