Units,words,mean_cn,sentence,sentence_tra
Unit3,winning,adj. 胜利的，获胜的n. 胜利，获得，成功,The winning team lifted the cup in celebration.,获胜队伍举起了奖杯庆祝胜利。
Unit3,ceiling,n. 天花板；屋顶,The painter had to reach up high to paint the ceiling.,油漆工不得不把手举高去漆天花板。
Unit3,modem,n. 调制解调器,I bought a new modem to connect my computer to the Internet.,我买了一个新的调制解调器让电脑能联网。
Unit3,reality,n.现实，实际；真实,"Their actions were friendly, but in reality they hated each other.",表面上他们彼此很友好，但是实际上却相互仇恨。
Unit3,terror,n.恐怖，惊骇 ,I feel a sense of terror when I see sharks.,当我看到鲨鱼时感到很惊恐。
Unit3,importance,n.重要；重要性,Mothers are of great importance to babies.,妈妈对宝宝十分重要！
Unit3,mankind,n. 人类;  男人;  ,Scientists believe that mankind evolved from monkeys.,科学家相信人类是从类人猿进化来的。
Unit3,biology,n.生物学；生物；生命周期,Biology is the study of life.,生物学是对生命的研究。
Unit3,mushroom,,I think mushrooms are delicious.,我觉得蘑菇很好吃。
Unit3,hire,v.租借，雇用 n.租借，雇佣 ,You seem like a great person to work with. You're hired!,你看起来是个一起工作不错的人，你被雇佣了。
Unit3,impression,n.印记，印象，感觉，感想，压痕,I think I made a good first impression when I met him at the park.,我想当我在公园遇到他时给了他一个很好的第一印象。
Unit3,gas,n.煤气；气体；汽油,The chemical plant releases poisonous gas into the air.,化工厂释放有毒的气体到空气中。
Unit3,shore,n.滨，岸,Serene and calm sea shores are perfect for a holiday.,清澈而平静的海滨对于度假来说再完美不过。
Unit3,button,n.纽扣，按钮(开关)　　v.扣紧；扣上纽扣,Press the button to turn off the computer. ,关电脑按这个按钮。
Unit3,zip,v.拉拉链，飕飕飞过，注入活力 n.拉链，活力，飞射声 ,I make sure to zip up my pocket to keep my money safe.,我拉上口袋拉链以确保我的钱安全。
Unit3,dinosaur,n. 恐龙,"100 million years ago, dinosaurs ruled the Earth.","1亿年前,恐龙统治着地球。"
Unit3,squirrel,n.松鼠v.储存 ,This squirrel is trying to remember where he hid the nuts.,这只松鼠正试着回想他把坚果藏哪儿了。
Unit3,passive,n. 被动语态;  adj. 被动的;  消极的;  ,"He's a passive TV viewer - he complains, but he won't change the channel.",他看电视的时候很消极—只知道抱怨（电视节目），但就是不换台。
Unit3,studio,n.工作室；录音室；摄影棚,I record all kinds of music in my recording studio.,我在录音室里录制各种各样的音乐。
Unit3,float,n. 漂浮物;  vi. 漂浮;  散布;  漂泊;  vt. 使漂浮;  散布;  ,My will power makes me float in the air.,我的意志力让我漂浮在空中。
Unit3,printer,n.印刷机，印刷工；打印机,Can you please fix my printer? ,请帮我修理打印机行吗？
Unit3,fade,"vi. 褪色, 褪去, 失去;  逐渐消失;  adj. 乏味的;  vt. 使褪色;  ",The trees were fading away into the mist.,树渐渐消失在浓雾中。
Unit3,exit,,The exit is the first door on your right. See you next time!,出口在你右手边的第一个门，下次再见！
Unit3,function,n.功能，作用，[pl.]职务，职责；函数v.起作用；正常运转,The function of our digestive system is to feed us and keep us alive.,消化系统的功能是为我们提供营养并维持生命。
Unit3,headset,"n. 头戴式受话器, 耳机;  ",She wears a headset listening to music.,她戴着耳机听音乐。
Unit3,escape,,I enjoy stories about how prisoners escape from prison.,我喜欢关于越狱的故事。
Unit3,liquid,,On a hot day like this you should drink plenty of liquids.,像这样的大热天你应该多喝水。
Unit3,network,n. 网状物;  网络;  vi. 建立关系网;  vt. 联播;  使联网;  ,The internet is basically a network of billions of computers.,互联网其实就是连接数十亿台电脑的网络。
Unit3,nephew,n.侄子，外甥,I can't wait to meet my nephew!,我等不及去见我外甥了。
Unit3,master,n.帮主，主人，大师；硕士adj.精通的，主要的v.掌握，精通,It takes decades of training to become a kung fu master.,需要花费几十年的训练才能成为功夫高手。
Unit3,pack,,Make sure to pack all your clothing for the trip!,确保打包好所有你这次旅行需要的衣服。
Unit3,worn,adj.疲倦的；用旧的,I love these old shoes but they're too worn now: I need to buy a new pair.,我喜欢这双旧鞋，真可惜它们已经穿坏了，所以我得去买双新的了。
Unit3,presentation,n. 介绍；演讲；报告；颁发；提交，出示,"In her presentation, she discussed what we can do to increase sales.",在她的报告中，她讨论了我们应该如何促进销售。
Unit3,firefighter,n. 消防队员 ,Suddenly the building exploded into flames; the firefighters could only look on helplessly.,突然之间建筑陷入了火海，消防员只能无助地看着这一切。
Unit3,constant,"n. 不变的事物;  常数, 恒量;  adj. 持久不变的, 始终如一的;  继续不断的;  持续的;  ",Pi's value is constant; it is always about 3.14.,π 的数值是不变的，总是约为3.14。
Unit3,convenience,n. 方便,"Sometimes I eat pre-cooked meals, for convenience.",有时我会为了方便吃预先处理过的食品。
Unit3,electric,adj.电的，电动的 ,"To save time, I always shave with an electric razor.",为了节省时间，我总是用电动剃须刀。
Unit3,injure,v.伤害，损害，损伤,Ronaldo was given first aid treatment after he injured his leg.,罗纳尔多在扭伤脚之后获得了第一时间的救助。
Unit3,virtual,adj. 实质上的;  【计算机】虚拟的; 十分接近的;,Our company created a virtual store on the internet to sell our products on-line.,我们公司在互联网上开了家虚拟商店，在线销售我们的商品。
Unit3,Brazilian,单词原型：Brazilian adj. 巴西的；巴西人的n. 巴西人,This Brazilian soccer player is celebrating.,这个巴西球员正在庆祝。
Unit3,secure,adj.安心的；安全的v.使安全；保卫；确保,I have a lot of anti-virus software to keep my computer secure.,我有很多防毒软件来确保我电脑的安全。
Unit3,happiness,n.幸福，快乐,"There's no greater happiness than knowing that there is someone who loves you, and always will.",没有什么能比知道一个人爱着你并且永远如此更让人感到幸福了。
Unit3,chief,n.主管，酋长，长官adj.主要的，首席的,The boss smokes a cigar and relaxes; it's good to be the chief.,老板抽着烟放松自在，做老板真好。
Unit3,beast,n. 野兽,"What an ugly, big mouthed beast!",一只多么丑陋的大嘴怪啊！
Unit3,monitor,,"I want a new, flat screen computer monitor.",我想要一个新的纯平电脑显示器。
Unit3,upwards,adv.向上；在上部,The space shuttle launched upwards into the sky.,航天飞机直向空中发射出去。
Unit3,PC,n.[计]个人计算机(Personal Computer的缩写)abbr.个人电脑，或个人计算机,The students are doing their work on PCs (personal computers).,学生们正在个人电脑上做作业。
Unit3,clay,n. (制砖瓦、陶瓷制品的)黏土;  泥土;  肉体;  vt. 用黏土处理;  ,What can you make out of clay\uff1f,你能用黏土做什么？
Unit3,piracy,n.海上掠夺；侵犯版权；剽窃,He was accused of piracy and sentenced to life imprisonment.,他因侵犯版权而被判终身监禁。
Unit3,operator,n.操作人员，(电话)接线员,Ask for the operator--she'll know the right phone number.,询问接线员，她会知道正确的号码。
Unit3,editor,n.编辑，编者,My editor always corrects my writing mistakes.,我的编辑一直在改正我的拼写错误。
Unit3,built-in,adj.内置的，嵌入的,This car's built-in video game system for the driver is a very bad idea.,这辆车自带的游戏系统是个糟糕的想法。
Unit3,neighbourhood,n. 邻里情谊;  邻近的地区;  地区;  社区;,I live in a friendly neighbourhood where everyone knows each other.,我住在一个友好的社区里，那里每个人都互相认识。
Unit3,put forward,提出,I have a suggestion I'd like to put forward.,我想要提出一个建议。
Unit3,last but not least, 最后但并不是最不重要的(一点),"Last but not least, the old man finished his degree.",最后但是同样重要的是，这个老人取得了学位。
Unit2,tradition,n. 传统，惯例,Bull fighting is an ancient Spanish tradition.,斗牛是古老的西班牙传统。
Unit2,contemporary,adj.同时代的，当代的n.同龄人，同时代的人,The design of this kitchen is so contemporary.,厨房的设计很现代。
Unit2,vest,,My utility vest is useful at work because it can hold all of my tools.,我的实用背心在工作时很有用，因为它能装很多工具。
Unit2,frequent,"adj. 时常的, 频繁的;  ",Why are his questions so frequent?,为什么他提出的问题这么频繁？
Unit2,Greece, n. 希腊,Greece is a beautiful country with a long history.,希腊是个有着悠久历史的美丽国度。
Unit2,absence,"n: 缺席, 外出期, 缺乏, 心不在焉;  ",What is the reason for everyone's absence?,为什么今天所有人都缺席？
Unit2,flame,n.火焰；热情,The house went up in flames; we lost everything.,房子烧毁了，我们失去了所有。
Unit2,boxing,n. 拳击；盒式包装，制箱材料,"I used to love boxing, but now I have brain damage.",我曾经热爱拳击，但是现在我的大脑受到了损伤。
Unit2,kettle,n. 茶壶,I boil water in my kettle to make tea.,我用水壶烧水来泡茶。
Unit2,routine,n.例行公事，常规，一套固定舞步(或动作)adj.例行的，普通的，惯例的,Brushing my teeth is part of my daily routine.,刷牙是每天要做的！
Unit2,well-known,adj.有名的，著名的,The superstar was well-known all over the world.,这位超级巨星在全世界众所周知。
Unit2,power boating,n.（运动项目）汽艇，摩托艇,Power boating is a fun activity on a sunny day.,晴天开摩托艇是很有趣的活动。
Unit2,pass something on,(to somebody) 转交，传给，递给,She is passing on the shocking news to her friend.,她正在向朋友传递那个惊人的消息。
Unit2,goal,n. 目标，球门，终点，(进球)得分,His only goal was to win the football game.,他唯一的目标就是赢得足球比赛。
Unit2,continent,n. 大陆，洲adj.克制的，禁欲的,The world has 7 continents.,这个世界有七个大洲。
Unit2,torch,n. 手电筒，火把；火炬,"It's too dark out here--use your torch, please.",这里太暗了，请把你的火把用上吧。
Unit2,tae kwon do,n. [体] 跆拳道,Tae kwon do is a famous Korean and Olympic fighting art.,跆拳道很著名，是种来自韩国的奥林匹克搏击运动。
Unit2,champion,"n. 冠军, 得胜者;  adj. 夺得第一名的, 优胜的;  ",Mr. Bug won the poop-rolling game! Congratulations to the champion!,虫虫先生赢得了滚屎大赛！恭喜冠军得主！
Unit2,male,n.男性，雄性adj.男性的，雄性的,The male deer has big horns on its head.,雄鹿头上有大的鹿角。
Unit2,budget,n.预算v.预算，安排adj. 廉价的,Our budget for this year is too small for us to buy a house.,我们今年的预算太少了不够买房子。
Unit2,unfair,adj. 不公正的,It's unfair for him to take the answers into the exam.,他把答案拿到考试中是不公平的。
Unit2,championship,n. 冠军的地位(或称号);  捍卫;  锦标赛;  ,Whoever wins this race wins the championship.,谁要是赢了这场比赛，就意味着他荣获了锦标赛冠军。
Unit2,origin,n.起源，由来，出身,"The origin of mankind is still mysterious, but we think our ancestors lived in the trees.",人类起源虽然仍是谜，但是我们认为我们的祖先生活在树上。
Unit2,remove,vi. 搬家;  离开;  vt. 搬开;  移动;  除掉;  ,Use the other end of the hammer to remove nails.,用锤子的另一端去拔除钉子。
Unit2,wrestling,n.摔跤 ,My school has a very good wrestling team.,我的学校有非常好的摔跤队。
Unit2,teammate,n. 队友，同队队员,We teammates sat together waiting for the game to begin.,我们队友坐在了一起等待比赛开始。
Unit2,movement,n.（交响乐）乐章，运转，动作，移动 ,Dancing is the art of movement.,舞蹈是动作的艺术。
Unit2,per,prep. 每，每一,"If you drive at 130 kilometers per hour, the police will arrest you.",如果你开车时速130，警察会逮捕你。
Unit2,nest,n. 巢;  温床;  vi. 筑巢;  vt. 为…筑巢;  ,Most birds lay their eggs in their nests.,大多数鸟儿把蛋生在它们的巢穴里。
Unit2,reporter,n.报告人，通讯员；记者，报导者,The reporters ask him questions.,记者们向他提出问题。
Unit2,rugby,n. 英式橄榄球；拉格比（英格兰中部的城市）,Rugby is the national sport of New Zealand.,英式橄榄球在新西兰是一项国民运动。
Unit2,power,n.能力，权力，电源，幂v.驱动；提供动力,His arms have a lot of power.,他的手臂很有力。
Unit2,gymnastics,n. 体操，体育,You must be flexible if you want to do gymnastics.,如果你想练体操，你一定要有柔韧性。
Unit2,bitter,adj.(有)苦(味)的；痛苦的；厉害的；严寒的,Bitter melon can taste too bitter for some people.,苦瓜对于一些人来说尝起来太苦。
Unit2,in honour of, 为纪念；为庆祝；向…表示敬意,These medals were given in honour of his bravery in the war.,这些奖章是为纪念他在战争中的英勇行为。
Unit2,eagle,n. 鹰; 鹰状标志; 少击两棒入穴的成绩;  vt. 比标准杆数少击两杆入;  ,The eagle is a national symbol of the United States.,鷹是美国的象征。
Unit2,transport,n. 运输; 运输工具;  vt. 运输; 输送; 使狂喜; 流放;  , The goose is transporting a duck to cross over the river.,这只鹅正驮着一只鸭子过河。
Unit2,ping-pong,n. 乒乓球,"I like tennis but I don't like running, so I play ping-pong!",我喜欢网球但我不愿意跑，所以我选择打乒乓球。
Unit2,citizen,n.市民，公民，居民,"Being responsible citizens, we should abide by the rules.",作为一个负责任的公民，我们应该遵守规则。
Unit2,hurdle,n.跳栏，障碍v. 用篱笆围,The horse jumped over the hurdle with astonishing speed.,这匹马以极快的速度越过了那个障碍。
Unit2,net,,"I tried to stop the ball, but it went past me and into the net.",我试图去拦住球，但它还是从我身旁擦过进了球网。
Unit2,bowling,n.保龄球,The goal of bowling is to knock down all of the pins with the ball.,打保龄球就是试图用球撞倒所有瓶子。
Unit2,medal,n.奖牌，勋章,"I won first place, and got the gold medal.",我赢得了第一名，得到金牌！
Unit2,joy,n.欢乐，喜悦，乐事,She had a look of joy on her face after she came back from the shopping trip.,她从购物旅途中回来之后脸上洋溢着喜悦。
Unit2,opening,n. 口，孔；开始，张开；职位空缺,There's a small opening near the back; we can exit there.,靠近后面有个小出口，我们能从那里出去。
Unit2,nation,n.民族；国家,We live in a great nation!,我们住在一个伟大的国家！
Unit2,make way for,为...腾出地方；让路,Cars must move over to make way for emergency vehicles.,私家车必须为急救车让路。
Unit2,referee,n.裁判员，仲裁者,The referee whistled to stop the game.,裁判吹哨终止比赛。
Unit2,heavyweight,n. 重量级拳击手；有影响的人物；重物,The heavyweight boxers were big and strong.,这些重量级拳击手又高大又强壮。
Unit2,roof,n. 屋顶，顶部,My father told me to go up and clean the roof.  ,我爸让我爬上去打扫房屋。
Unit2,Olympia,n. 奥林匹亚(希腊一地名),Olympia is a place in Greece where the Olympics first took place.,奥林匹亚是希腊的一个地方，曾首次举办奥林匹克运动会。
Unit2,whistle,n.口哨 v.吹口哨 ;呼啸,The referee blew his whistle to end the basketball game.,裁判员吹响口哨来结束这场篮球赛。
Unit2,lead the way, 引路； 带路,The large bird is leading the way for the group.,那只大鸟正在为鸟群领路。
Unit2,shot,n. 发射；炮弹；射手adj. 用尽的；破旧的；杂色的，闪光的v. 射击（shoot的过去式和过去分词）,"""Nice shot!"" I said as he hit the ball.",“好球！”他击球时我说。
Unit2,hang on,坚持下去；不挂断；握住不放,"The climber almost fell, but she hangs on.",这个登山者几乎要掉下来了，但她还是坚持下来了。
Unit2,excite,"vt. 激动, 激发;  使兴奋, 刺激;  ",Shopping always excites girls. ,购物总能让女生们感到兴奋。
Unit2,meanwhile,adv. 同时; 其间;n. 其间; 其时;,"The hare decided to take a rest; meanwhile, the tortoise kept moving.","野兔决定歇一会儿,但同时乌龟还在继续爬。"
Unit2,association,"n. 结合;  伙伴, 关系;  协会, 联盟;  联想;  ",Our association has many members with different skills.,我们的协会里有很多拥有不同技能的成员。
Unit2,kangaroo,n.袋鼠,I saw a kangaroo in the sunlight.,我在阳光下看到一只袋鼠。
Unit2,boxer,n.拳师；拳击手；拳师狗,"When I realized that she was a professional boxer, I regretted picking a fight with her.",当我意识到她是一个职业拳击手时，我真后悔挑衅她。
Unit2,coke,n.可乐，焦炭v.(使)成焦炭 ,There's nothing like a cold coke on a hot summer's day.,在炎热的夏天，没什么比得上来一杯冰可乐。
Unit2,toast,,I eat toast for breakfast every day.,我每天早餐吃烤面包。
Unit2,final,,"""Checkmate!"" he said as he made his final chess move.","""将军!""他在移动最后一个棋子时说。"
Unit2,committee,n.委员会；全体委员,The finance committee discussed the company's financial plans.,财务委员会讨论了公司的财务计划。
Unit2,technique,n.技巧，技能，技艺,"If you learn this martial arts technique, you will be a great fighter.",如果你学会这种武术技能，你会成为一名优秀的战士。
Unit2,attempt,"n. 尝试, 企图;  vt. 努力去做, 试图, 尝试;  ",The cat attempts to catch that fish!,那个喵星人试图抓到那条鱼！
Unit2,stadium,n. (露天)运动场;  ,The crowd is waiting for the game to start in the stadium. ,大家都在体育场内等待比赛开始。
Unit2,unusual,adj.不平常的，少有的；与众不同的,She has an unusual way of eating. She doesn't use her hands. ,她吃饭的方式很不寻常——她从不用手！
Unit2,grain,n.谷物种子，谷物，纹理v.使成粒状,Grains like wheat are used to make bread.,像小麦这样的谷物是用来做面包的。
Unit2,honour,,Holding a post graduate degree is a matter of honour and pride.,拿到硕士学位是一件光荣并值得自豪的事情。
Unit2,underwear,n.内衣裤,They chose an underwear model with big muscles.,他们选择有大块肌肉的内衣模特。
Unit2,boundary,n.边界，分界线,This boundary separates my farm from his farm.,分界线把我和他的农场分开。
Unit2,otherwise,,"Give me your money, otherwise I'll kill you.",给我你的钱，不然就杀了你。
Unit2,golf,n.高尔夫球运动 ,I spend my morning playing golf.,早上我在打高尔夫球。
Unit2,lemonade,n. 柠檬水,I like to drink fresh lemonade.,我喜欢喝新鲜的柠檬水。
Unit2,tie,"n. 领带;  关系;  束缚;  vi. 系;  打结;  打成平局;  vt. 系;  打, 打结;  ",I just learned how to tie a necktie around my neck.,我刚刚学会系领带。
Unit2,compete,v. 比赛，与...竞争,We compete against each other to see who's the fastest rider.,我们相互竞争为了看看谁是最快的骑手。
Unit2,delighted,adj.欣喜的，快乐的,She is delighted that she finished her work.,她很高兴她完成了工作。
Unit2,outdoors,adv.户外，野外adj.户外的,I love to be outdoors in the fresh air. ,我喜欢空气清新的野外。
Unit2,significance,n.意义，含义；重要性,What's the significance of this painting?,这幅画的含义是什么？
Unit1,software,n.软件,I have a lot of software on my smart phone. ,我手机上装了很多软件。
Unit1,cigarette,n.香烟，纸烟，卷烟,Cigarettes are getting more expensive every year.,香烟的价格都一年比一年贵。
Unit1,poster,"n. 贴标语;  海报, 张贴的大幅广告;  ",Let's put a poster up outside to advertise our business.,我们在外面贴一张海报给我们的业务做宣传吧。
Unit1,bar,n. 条;  闩;  障碍;  柜台; 酒吧 vt. 阻挡;  禁止;  ,There's no-one drinking in the bar - it's too early.,酒吧还没有人喝酒，太早了。
Unit1,skilful,adj. 灵巧的;  娴熟的;,You're a very skilful juggler!,你是一个娴熟的（扔球）杂技人。
Unit1,fingernail,n.手指甲 ,I like to paint my fingernails red because they look pretty.,我喜欢涂红色指甲油因为看起来很漂亮。
Unit1,intelligence,n.智力，理解力，情报,I've never met anyone with such intelligence!,我从没有见过那么聪明的人！
Unit1,cheat,,"Playing fair is too risky, so I cheat.",公平地玩风险太大，所以我作弊。
Unit1,publisher,n.出版商；发行人,We are a publisher of academic and technical books.,我们是教育类和科技类书籍的出版商。
Unit1,logo,"n. 标识, 徽标, 图标;  标识语;",This is what I think of whenever I see Papsi's new logo.,每当我看到百事的新商标就会想到这样的画面。
Unit1,nationwide,adj.全国范围的，全国性的 adv.在全国,Our newspaper is distributed nationwide all across  China.,我们的报纸在全中国范围内派发。
Unit1,pleased,"adj. 高兴的, 满意的;  动词please的过去式",She's very pleased with her boyfriend's kiss. ,男朋友的吻是她很开心。
Unit1,deal with,phr. 处理; 研究;,The workers are hired to deal with the garbage. ,工人们被请来处理这些垃圾。 
Unit1,even if/though,虽然，即使,"Even though it is raining, the little girl wants to play outside.",尽管在下雨，但是小女孩还是想去外面玩。
Unit1,trick,n.诡计，恶作剧，技艺，戏法v.哄骗,The magic trick involved making a woman float in the air.,魔术戏法中有一个是让女人浮在空中。
Unit1,bonus,n.奖金，额外津贴,Our boss gave us a bonus at the end of the year for working so hard.,我的老板为了表彰我一年的辛勤劳动，给了我一笔奖金。
Unit1,cure,v. 治愈,These pills will cure your sickness.,这些药片能治好你的病。
Unit1,persuade,v.说服，劝说；(of)使相信,The salesman persuaded us to buy a car. ,这个销售员在说服我们俩买辆车。
Unit1,benefit,,Everyone would benefit from more money.,钱多了以后每个人都能从中受益。
Unit1,cancer,n.癌；巨蟹座,Smoking can cause lung cancer. ,吸烟会导致肺癌。
Unit1,mental,adj.心理的；精神的；思想的,People with mental health problems can go to a psychologist for help.,有精神健康问题的人们可以去心理医生那里寻求帮助。
Unit1,youth,n.青春；青年们；青年,I don't like the music the youth listen to these days.,我不喜欢现在这些青年人听的音乐。
Unit1,update,v.更新，使现代化；使靠最近n.更新,I downloaded an update for my software.,我给软件下载了升级包。
Unit1,fancy,n.想象力，设想，爱好adj.昂贵的，花哨的；奇特的；v.想象，希望，迷恋,The wedding was very fancy; there were flowers everywhere.,婚礼很昂贵，到处都摆满了鲜花。
Unit1,analysis,n. 分析;  分解;  分析报告;  梗概;  ,Could you write up an analysis of how the market is moving this week?,你能写篇关于这周市场如何运作的分析报告吗？
Unit1,recipe,n. 处方;  食谱;  诀窍;  ,The little girl followed the recipe to cook the food.,这个小女孩儿照着菜谱烹饪。
Unit1,advertise,v.为…做广告，公告，公布,The man advertises his business to potential customers.,这个男人在为自己的公司做广告来赢取潜在客户。
Unit1,promote,v.促进，提升；发扬；促销,"She was very good at her job, so her boss promoted her to a higher position.",她工作表现很棒，所以她的老板把她升到了更高的位置。
Unit1,tobacco,n.烟草，烟叶,If you keep smoking tobacco you will damage your body.,如果你继续抽烟你会毁了你的身体的。
Unit1,fool,n.笨蛋，傻瓜　　v.玩弄，愚弄　　,The fool had a stupid look on his face.,这个傻子一脸愚蠢表情。
Unit1,lung,n. 肺,We use our lungs to breathe.,我们用肺呼吸。
Unit1,corporation,"n. 社团, 公司, 企业;  ",Baicizhan is the corporation with great moral and strong work ethic!!!,百词斩是一家超有节操和职业道德的公司！！！
Unit1,aim,v. 瞄准；旨在n. 目标；对准,Aim a little above the target if you want to hit it.,如果你想击中靶子，在瞄准的时候往上一点。
Unit1,welfare,n.幸福；福利,She worked for the welfare of others.,她为他人的幸福而工作。
Unit1,eye-catching,adj.引人注目的；耀眼的,Wow! Your dancing is really eye-catching!,哇！你的舞蹈很引人注目！
Unit1,packet,n.小包，小捆；盒,Each packet of sauce will flavor one meal.,每小包酱汁都能让一顿饭更有味道。
Unit1,bad breath,n.口臭,I can not stand my boss's bad breath any more!,我再也不能忍受我上司的口臭了！
Unit1,media,n. 媒体; 媒质;,These days we get our information from all kinds of different media. ,如今我们从各种不同的媒体获取信息。
Unit1,figure out,理解，想明白,"Let me figure out what I can make for dinner... OK, got it!",让我想想我能做什么当晚餐。啊，想到了！
Unit1,react,v.起反应，有影响，对......做出反应,Different people react differently when shown a horror movie.,看恐怖电影时不同的人有不同的反应。
Unit1,motto,"n. 座右铭, 格言, 箴言;  口号","In 2008, ""Yes we can"" was the Obama campaign's motto.","""是的,我们能！""是奥巴马在2008年的竞选宣言。"
Unit1,best-seller,n. 畅销书,This item is a best-seller! Everybody wants to buy one!,这本是畅销书，大家都想买。
Unit1,purchase,v. 购买；努力取得n. 购买,"I would like to purchase this shirt, please. ",我要买这件衣服，谢谢。
Unit1,comprehension,"n. 理解, 领悟;  理解力;  内涵;  ",The big question mark implies his poor comprehension.  ,这个大大的问号表明他理解力不够。
Unit1,senior,adj.年长的；资格老的，地位较高的n.(大学或高中)毕业生,Senior citizens should be respected.,年长的人应该被尊重。
Unit1,tip,n.倾斜，小费，尖端，建议； 提示；v.轻击；倾斜；给小费；翻倒 ,You can use the tip of your pen to push that button.,你可以用笔尖戳那个按钮。
Unit1,shine,v.照耀，发光；擦亮n.光泽，光,Have you ever seen the moon shine so brightly?,你见过如此皎洁的明月吗？
Unit1,shampoo,n.洗发精，香波；洗发　v.洗发,This new shampoo makes my hair smell great!,新买的洗发香波使我头发闻上去很不错。
Unit1,yummy, adj. 好吃的,Fresh pizza is so yummy!,新鲜的披萨非常好吃。
Unit1,grocery,n.食品杂货店,Grocery stores greatly solve our daily purpose.,杂货店解决了我们的日常需求。
Unit1,smoker,n.吸烟者,The smoker breathed out a cloud of smelly smoke.,吸烟者呼出一团有难闻烟味的云雾。
Unit1,target,,"Yes! I hit the target, right in the center!",太好了！我击中了靶子，正中红心！
Unit1,fall for,v. 信以为真；对...倾倒；受……的骗,She fell for the boy at first sight.,她对那个男孩一见倾心。
Unit1,play trick on, 开 ... 的玩笑； 捉弄；欺诈,She is playing a trick on her sleeping friend.,她正在捉弄熟睡的朋友。
Unit1,anti-smoking, 反对吸烟,Anti-smoking rules are becoming more common.,禁烟规矩正在变得更普遍。
Unit1,breath,n. 呼吸;  气息;  气味;  ,"Before we start our exercise, let's take a few deep breaths. ",在我们开始运动前，先做一些深呼吸吧。
Unit1,latest,adj.最近的，最新的,I always buy the latest Apple gadgets. Now it's time for iPhone 5!,我总是买苹果最新的产品，现在是时候买iPhone 5了！
Unit1,aspect,n.外表，面貌；(问题等的)方面,"A marketing campaign has several different aspects such as price, promotion etc.",市场营销包括很多不同的方面，比如价格、促销等。
Unit1,recommend,v.推荐，介绍；劝告，建议,I recommend this toilet paper - it's better quality.,我推荐这种厕纸！它的质量更好。
Unit1,drug,,This drug will lower your blood pressure.,这个药会降低你的血压。
Unit1,appeal,,She appeals to us to promote gender equality at the conference.,她在大会上呼吁我们促进性别平等。
Unit1,comment,n. 注释;  评论;  议论; vi. 作注解;  进行评论; vt. 为…作评语;,Her friends commented on her post.,她的朋友评论了她的状态。
Unit1,advertisement,n. 广告;  公告;  广告活动;  宣传;  ,"I was really interested in the TV show, but now the TV is showing advertisements instead.",我本来对这个电视节目很感兴趣，但是现在电视只放广告。
Unit1,bargain,"n. 合同;  交易;  便宜货;  vi. 讨价还价, 讲价;  成交;  adj. (价格), 低廉的;  vt. 经讨价还价成交;  用…交换;  ",The old lady is trying to bargain with the peddler. ,老婆婆正试图和小贩讲价。
Unit1,urge,"n. 冲动, 欲望;  vi. 驱策;  力荐;  vt. 力劝, 敦促;  驱策;  ",During the race the rider urged the horse to go faster so he could win.,在比赛中，骑手为了赢得胜利，不断鞭策他的马加快速度。
